"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","american","gender","comments","Answer.time_in_minutes"
"2558",91,27232,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,11,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2559",91,4537,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,12,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2560",91,8617,"M","M","Sophia got a tattoo","be_right_that","5","C",1,13,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2561",91,5263,"F","F","Charley speaks Spanish","hear","20","C",0.92,14,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2562",91,5981,"M","M","Isabella ate a steak on Sunday","annoyed","7","NonProj",0.97,15,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2563",91,6443,"F","F","Owen shoveled snow last winter","inform_Sam","17","C",0.97,16,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2564",91,6378,"F","M","Julian dances salsa","demonstrate","18","C",1,17,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2565",91,7913,"M","F","Emma studied on Saturday morning","establish","3","NonProj",1,18,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2566",91,4695,"F","F","Frank got a cat","admit","12","C",0.97,19,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2567",91,4180,NA,"F","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,20,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2568",91,3712,NA,"M","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,21,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2569",91,5812,"M","F","Josie went on vacation to France","say","2","C",0.95,22,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2570",91,4325,"F","M","Danny ate the last cupcake","confess","11","C",0.97,23,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2571",91,3629,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,24,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2572",91,3558,"F","F","Jayden rented a car","pretend","14","NonProj",0.94,25,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2573",91,4674,"F","M","Jon walks to work","announce","19","C",0.97,26,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2574",91,5643,"M","F","Mia drank 2 cocktails last night","know","6","NonProj",0.98,27,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2575",91,4542,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",1,28,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2576",91,3912,"F","F","Tony had a drink last night","confirm","15","C",0.96,29,37,"English",0,"Female","it was fine, thank you",3.80316666666667
"2577",92,12150,"M","M","Olivia sleeps until noon","suggest","4","C",0.95,2,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2578",92,4446,"F","M","Jayden rented a car","acknowledge","14","C",0.97,3,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2579",92,14711,"F","M","Owen shoveled snow last winter","annoyed","17","NonProj",0.45,4,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2580",92,7208,NA,"M","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,5,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2581",92,9559,"M","F","Emma studied on Saturday morning","inform_Sam","3","C",0.92,6,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2582",92,6944,"M","M","Isabella ate a steak on Sunday","be_right_that","7","C",0.92,7,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2583",92,5719,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",0.95,8,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2584",92,7296,"M","F","Grace visited her sister","announce","9","C",0.93,9,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2585",92,8239,"F","F","Josh learned to ride a bike yesterday","admit","16","C",1,10,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2586",92,5223,"F","F","Frank got a cat","hear","12","C",0.99,11,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2587",92,6936,"F","M","Jon walks to work","prove","19","C",1,12,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2588",92,21400,"M","M","Zoe calculated the tip","see","10","NonProj",0.91,13,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2589",92,7255,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,14,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2590",92,10472,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,15,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2591",92,7680,"F","M","Charley speaks Spanish","say","20","C",1,16,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2592",92,22335,"M","M","Sophia got a tattoo","know","5","NonProj",0.96,17,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2593",92,11752,"F","M","Tony had a drink last night","reveal","15","NonProj",0.93,18,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2594",92,6167,NA,"F","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,19,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2595",92,5527,"F","F","Julian dances salsa","establish","18","NonProj",0.93,20,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2596",92,8599,NA,"M","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,21,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2597",92,5599,"M","F","Mia drank 2 cocktails last night","think","6","NonProj",0.96,22,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2598",92,13656,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.14,23,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2599",92,7127,"F","F","Jackson ran 10 miles","confirm","13","C",0.95,24,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2600",92,41096,"F","F","Danny ate the last cupcake","confess","11","C",0.79,25,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2601",92,7743,"M","F","Josie went on vacation to France","pretend","2","NonProj",0.66,26,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2602",92,4968,"M","F","Mary is pregnant","demonstrate","1","C",0.85,27,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2603",92,11704,"M","M","Emily bought a car yesterday","discover","8","NonProj",0.79,28,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2604",92,7311,NA,"F","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0.1,29,47,"English",0,"Male","This was fair enough.",6.21223333333333
"2633",94,2534,"F","M","Owen shoveled snow last winter","demonstrate","17","C",1,2,39,"English",0,"Male","",1.17271666666667
"2634",94,1936,NA,"M","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",0.98,3,39,"English",0,"Male","",1.17271666666667
"2635",94,1456,"F","F","Danny ate the last cupcake","discover","11","NonProj",0.97,4,39,"English",0,"Male","",1.17271666666667
"2636",94,2625,NA,"F","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,5,39,"English",0,"Male","",1.17271666666667
"2637",94,1360,"M","M","Emily bought a car yesterday","admit","8","C",0.97,6,39,"English",0,"Male","",1.17271666666667
"2638",94,1208,"M","F","Olivia sleeps until noon","reveal","4","NonProj",0.97,7,39,"English",0,"Male","",1.17271666666667
"2639",94,3280,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,8,39,"English",0,"Male","",1.17271666666667
"2640",94,2400,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.99,9,39,"English",0,"Male","",1.17271666666667
"2641",94,1496,"M","M","Grace visited her sister","establish","9","NonProj",0.99,10,39,"English",0,"Male","",1.17271666666667
"2642",94,2104,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0.02,11,39,"English",0,"Male","",1.17271666666667
"2643",94,1352,"M","M","Mary is pregnant","hear","1","C",0.99,12,39,"English",0,"Male","",1.17271666666667
"2644",94,1912,"F","F","Charley speaks Spanish","confirm","20","C",1,13,39,"English",0,"Male","",1.17271666666667
"2645",94,1792,"F","M","Julian dances salsa","know","18","NonProj",1,14,39,"English",0,"Male","",1.17271666666667
"2646",94,1216,"F","F","Jayden rented a car","suggest","14","C",1,15,39,"English",0,"Male","",1.17271666666667
"2647",94,1456,"F","F","Jackson ran 10 miles","confess","13","C",1,16,39,"English",0,"Male","",1.17271666666667
"2648",94,2736,"F","M","Josh learned to ride a bike yesterday","say","16","C",1,17,39,"English",0,"Male","",1.17271666666667
"2649",94,1816,"M","M","Zoe calculated the tip","pretend","10","NonProj",1,18,39,"English",0,"Male","",1.17271666666667
"2650",94,2352,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,19,39,"English",0,"Male","",1.17271666666667
"2651",94,1528,"M","F","Isabella ate a steak on Sunday","acknowledge","7","C",0.99,20,39,"English",0,"Male","",1.17271666666667
"2652",94,1528,"M","M","Sophia got a tattoo","see","5","NonProj",1,21,39,"English",0,"Male","",1.17271666666667
"2653",94,1399,"M","F","Josie went on vacation to France","prove","2","C",0.99,22,39,"English",0,"Male","",1.17271666666667
"2654",94,1529,"F","F","Frank got a cat","be_right_that","12","C",0.98,23,39,"English",0,"Male","",1.17271666666667
"2655",94,1312,"F","F","Jon walks to work","announce","19","C",0.98,24,39,"English",0,"Male","",1.17271666666667
"2656",94,1896,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",0.98,25,39,"English",0,"Male","",1.17271666666667
"2657",94,1904,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.01,26,39,"English",0,"Male","",1.17271666666667
"2658",94,1296,"M","M","Mia drank 2 cocktails last night","inform_Sam","6","C",1,27,39,"English",0,"Male","",1.17271666666667
"2659",94,1656,"M","M","Emma studied on Saturday morning","think","3","NonProj",0.96,28,39,"English",0,"Male","",1.17271666666667
"2660",94,1776,"F","F","Tony had a drink last night","annoyed","15","NonProj",0.99,29,39,"English",0,"Male","",1.17271666666667
"2661",95,7428,NA,"F","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,2,33,"english",0,"Male","",3.61733333333333
"2662",95,9388,"M","F","Mary is pregnant","discover","1","NonProj",1,3,33,"english",0,"Male","",3.61733333333333
"2663",95,5211,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,4,33,"english",0,"Male","",3.61733333333333
"2664",95,5509,"F","F","Frank got a cat","admit","12","C",1,5,33,"english",0,"Male","",3.61733333333333
"2665",95,9740,"F","M","Danny ate the last cupcake","inform_Sam","11","C",1,6,33,"english",0,"Male","",3.61733333333333
"2666",95,4118,"M","F","Olivia sleeps until noon","say","4","C",0.99,7,33,"english",0,"Male","",3.61733333333333
"2667",95,5488,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,8,33,"english",0,"Male","",3.61733333333333
"2668",95,5088,"F","F","Charley speaks Spanish","suggest","20","C",1,9,33,"english",0,"Male","",3.61733333333333
"2669",95,2928,"F","M","Jayden rented a car","be_right_that","14","C",1,10,33,"english",0,"Male","",3.61733333333333
"2670",95,4663,"M","M","Sophia got a tattoo","reveal","5","NonProj",1,11,33,"english",0,"Male","",3.61733333333333
"2671",95,5452,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,12,33,"english",0,"Male","",3.61733333333333
"2672",95,3679,"F","M","Tony had a drink last night","see","15","NonProj",0.94,13,33,"english",0,"Male","",3.61733333333333
"2673",95,5414,NA,"M","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,14,33,"english",0,"Male","",3.61733333333333
"2674",95,6787,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,15,33,"english",0,"Male","",3.61733333333333
"2675",95,4682,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,16,33,"english",0,"Male","",3.61733333333333
"2676",95,5421,"M","M","Emma studied on Saturday morning","think","3","NonProj",0,17,33,"english",0,"Male","",3.61733333333333
"2677",95,5415,"F","M","Owen shoveled snow last winter","prove","17","C",1,18,33,"english",0,"Male","",3.61733333333333
"2678",95,4740,"M","F","Grace visited her sister","establish","9","NonProj",0.74,19,33,"english",0,"Male","",3.61733333333333
"2679",95,6109,"F","F","Josh learned to ride a bike yesterday","know","16","NonProj",0.78,20,33,"english",0,"Male","",3.61733333333333
"2680",95,9203,"M","M","Zoe calculated the tip","announce","10","C",0,21,33,"english",0,"Male","",3.61733333333333
"2681",95,6700,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",0.71,22,33,"english",0,"Male","",3.61733333333333
"2682",95,5125,"F","F","Jon walks to work","acknowledge","19","C",0.72,23,33,"english",0,"Male","",3.61733333333333
"2683",95,5397,"M","F","Emily bought a car yesterday","confirm","8","C",0.9,24,33,"english",0,"Male","",3.61733333333333
"2684",95,5014,"M","F","Mia drank 2 cocktails last night","hear","6","C",0,25,33,"english",0,"Male","",3.61733333333333
"2685",95,11762,"F","F","Jackson ran 10 miles","confess","13","C",0.49,26,33,"english",0,"Male","",3.61733333333333
"2686",95,10115,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,27,33,"english",0,"Male","",3.61733333333333
"2687",95,13647,"F","M","Julian dances salsa","pretend","18","NonProj",0,28,33,"english",0,"Male","",3.61733333333333
"2688",95,6262,"M","F","Josie went on vacation to France","annoyed","2","NonProj",0,29,33,"english",0,"Male","",3.61733333333333
"2689",96,10442,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,2,39,"english",0,"Female","",4.96555
"2690",96,5327,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.02,3,39,"english",0,"Female","",4.96555
"2691",96,6502,"M","M","Mia drank 2 cocktails last night","confess","6","C",0.98,4,39,"english",0,"Female","",4.96555
"2692",96,54337,"M","M","Zoe calculated the tip","say","10","C",0.76,5,39,"english",0,"Female","",4.96555
"2693",96,5501,"F","F","Jon walks to work","pretend","19","NonProj",0.95,6,39,"english",0,"Female","",4.96555
"2694",96,5344,"F","M","Jayden rented a car","establish","14","NonProj",0.97,7,39,"english",0,"Female","",4.96555
"2695",96,4969,"F","M","Josh learned to ride a bike yesterday","annoyed","16","NonProj",0.96,8,39,"english",0,"Female","",4.96555
"2696",96,4692,"M","F","Emily bought a car yesterday","see","8","NonProj",0.94,9,39,"english",0,"Female","",4.96555
"2697",96,6293,"M","M","Sophia got a tattoo","acknowledge","5","C",0.97,10,39,"english",0,"Female","",4.96555
"2698",96,4762,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0.03,11,39,"english",0,"Female","",4.96555
"2699",96,4699,"F","F","Julian dances salsa","know","18","NonProj",0.97,12,39,"english",0,"Female","",4.96555
"2700",96,29038,"F","F","Owen shoveled snow last winter","inform_Sam","17","C",0.98,13,39,"english",0,"Female","",4.96555
"2701",96,6650,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.98,14,39,"english",0,"Female","",4.96555
"2702",96,19750,"M","F","Grace visited her sister","confirm","9","C",0.99,15,39,"english",0,"Female","",4.96555
"2703",96,8329,"F","M","Danny ate the last cupcake","prove","11","C",1,16,39,"english",0,"Female","",4.96555
"2704",96,8459,"M","M","Mary is pregnant","demonstrate","1","C",0.99,17,39,"english",0,"Female","",4.96555
"2705",96,5689,"F","F","Jackson ran 10 miles","reveal","13","NonProj",0.98,18,39,"english",0,"Female","",4.96555
"2706",96,4308,"M","F","Olivia sleeps until noon","announce","4","C",0.99,19,39,"english",0,"Female","",4.96555
"2707",96,5270,NA,"M","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",0.98,20,39,"english",0,"Female","",4.96555
"2708",96,4736,"F","M","Charley speaks Spanish","hear","20","C",0.95,21,39,"english",0,"Female","",4.96555
"2709",96,4254,"F","M","Frank got a cat","discover","12","NonProj",0.96,22,39,"english",0,"Female","",4.96555
"2710",96,6115,"M","F","Emma studied on Saturday morning","admit","3","C",0.99,23,39,"english",0,"Female","",4.96555
"2711",96,10932,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",0.97,24,39,"english",0,"Female","",4.96555
"2712",96,4109,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.99,25,39,"english",0,"Female","",4.96555
"2713",96,4513,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",0.98,26,39,"english",0,"Female","",4.96555
"2714",96,3898,"M","F","Isabella ate a steak on Sunday","suggest","7","C",0.98,27,39,"english",0,"Female","",4.96555
"2715",96,4611,"M","F","Josie went on vacation to France","think","2","NonProj",0.96,28,39,"english",0,"Female","",4.96555
"2716",96,6068,"F","M","Tony had a drink last night","be_right_that","15","C",0.99,29,39,"english",0,"Female","",4.96555
"2717",97,10728,"F","M","Jayden rented a car","admit","14","C",0.87,2,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2718",97,18034,"M","M","Grace visited her sister","confirm","9","C",0.61,3,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2719",97,8710,"M","F","Josie went on vacation to France","be_right_that","2","C",0.98,4,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2720",97,6478,"F","F","Charley speaks Spanish","confess","20","C",0.78,5,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2721",97,10972,"F","M","Julian dances salsa","pretend","18","NonProj",0.07,6,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2722",97,8062,NA,"M","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.03,7,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2723",97,6895,NA,"F","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.99,8,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2724",97,5296,"M","M","Sophia got a tattoo","know","5","NonProj",0.78,9,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2725",97,5926,"F","M","Jon walks to work","see","19","NonProj",0.81,10,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2726",97,8669,"M","F","Olivia sleeps until noon","inform_Sam","4","C",0.38,11,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2727",97,11831,"F","F","Owen shoveled snow last winter","think","17","NonProj",0,12,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2728",97,6193,"M","F","Zoe calculated the tip","suggest","10","C",0,13,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2729",97,6118,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",0.92,14,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2730",97,6951,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",0.97,15,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2731",97,6658,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,16,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2732",97,6372,"M","F","Mary is pregnant","acknowledge","1","C",0.66,17,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2733",97,8865,"F","F","Josh learned to ride a bike yesterday","say","16","C",0,18,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2734",97,4698,"M","M","Isabella ate a steak on Sunday","reveal","7","NonProj",0.64,19,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2735",97,4431,NA,"F","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,20,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2736",97,7848,"F","M","Danny ate the last cupcake","announce","11","C",0.32,21,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2737",97,5582,"F","F","Jackson ran 10 miles","hear","13","C",0,22,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2738",97,6481,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,23,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2739",97,5229,"F","M","Frank got a cat","establish","12","NonProj",0.69,24,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2740",97,6302,"M","M","Emma studied on Saturday morning","prove","3","C",1,25,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2741",97,7743,"F","F","Tony had a drink last night","annoyed","15","NonProj",0.8,26,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2742",97,6052,"M","F","Emily bought a car yesterday","demonstrate","8","C",0.67,27,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2743",97,4282,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,28,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2744",97,4008,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,29,48,"English",0,"Female","I think the offered $0.75 is fair. It was a fun experiment!",4.43516666666667
"2801",100,28618,"M","F","Emily bought a car yesterday","admit","8","C",0.88,2,46,"English",0,"Male","It is a fair price",6.15278333333333
"2802",100,9891,"M","F","Josie went on vacation to France","hear","2","C",0.07,3,46,"English",0,"Male","It is a fair price",6.15278333333333
"2803",100,9267,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0.01,4,46,"English",0,"Male","It is a fair price",6.15278333333333
"2804",100,16697,"F","F","Owen shoveled snow last winter","suggest","17","C",0.24,5,46,"English",0,"Male","It is a fair price",6.15278333333333
"2805",100,9754,"F","M","Jayden rented a car","know","14","NonProj",0.97,6,46,"English",0,"Male","It is a fair price",6.15278333333333
"2806",100,7949,"F","M","Tony had a drink last night","think","15","NonProj",0.02,7,46,"English",0,"Male","It is a fair price",6.15278333333333
"2807",100,9718,"F","F","Charley speaks Spanish","pretend","20","NonProj",0.01,8,46,"English",0,"Male","It is a fair price",6.15278333333333
"2808",100,8067,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",0.99,9,46,"English",0,"Male","It is a fair price",6.15278333333333
"2809",100,5343,NA,"F","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.98,10,46,"English",0,"Male","It is a fair price",6.15278333333333
"2810",100,11555,"M","F","Emma studied on Saturday morning","say","3","C",0,11,46,"English",0,"Male","It is a fair price",6.15278333333333
"2811",100,10601,"M","F","Zoe calculated the tip","discover","10","NonProj",0.99,12,46,"English",0,"Male","It is a fair price",6.15278333333333
"2812",100,6637,"M","F","Mary is pregnant","prove","1","C",0.98,13,46,"English",0,"Male","It is a fair price",6.15278333333333
"2813",100,6713,"M","F","Olivia sleeps until noon","confirm","4","C",0.99,14,46,"English",0,"Male","It is a fair price",6.15278333333333
"2814",100,9478,"F","M","Julian dances salsa","reveal","18","NonProj",0.68,15,46,"English",0,"Male","It is a fair price",6.15278333333333
"2815",100,6539,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,16,46,"English",0,"Male","It is a fair price",6.15278333333333
"2816",100,18736,"F","F","Danny ate the last cupcake","acknowledge","11","C",0.83,17,46,"English",0,"Male","It is a fair price",6.15278333333333
"2817",100,8547,"F","F","Jackson ran 10 miles","establish","13","NonProj",0.11,18,46,"English",0,"Male","It is a fair price",6.15278333333333
"2818",100,10276,"M","F","Isabella ate a steak on Sunday","inform_Sam","7","C",0.84,19,46,"English",0,"Male","It is a fair price",6.15278333333333
"2819",100,13410,"F","F","Frank got a cat","announce","12","C",0.86,20,46,"English",0,"Male","It is a fair price",6.15278333333333
"2820",100,14744,"M","F","Grace visited her sister","be_right_that","9","C",0.96,21,46,"English",0,"Male","It is a fair price",6.15278333333333
"2821",100,11200,"M","M","Mia drank 2 cocktails last night","see","6","NonProj",0.97,22,46,"English",0,"Male","It is a fair price",6.15278333333333
"2822",100,5593,NA,"F","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,23,46,"English",0,"Male","It is a fair price",6.15278333333333
"2823",100,7361,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.01,24,46,"English",0,"Male","It is a fair price",6.15278333333333
"2824",100,11208,"M","F","Sophia got a tattoo","annoyed","5","NonProj",0.16,25,46,"English",0,"Male","It is a fair price",6.15278333333333
"2825",100,6715,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,26,46,"English",0,"Male","It is a fair price",6.15278333333333
"2826",100,8187,"F","M","Josh learned to ride a bike yesterday","confess","16","C",0.81,27,46,"English",0,"Male","It is a fair price",6.15278333333333
"2827",100,8284,NA,"M","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",0.99,28,46,"English",0,"Male","It is a fair price",6.15278333333333
"2828",100,7283,"F","M","Jon walks to work","demonstrate","19","C",0.14,29,46,"English",0,"Male","It is a fair price",6.15278333333333
"2829",101,3824,"F","F","Jayden rented a car","know","14","NonProj",1,2,32,"English",0,"Male","",2.16415
"2830",101,3155,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,3,32,"English",0,"Male","",2.16415
"2831",101,4197,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",1,4,32,"English",0,"Male","",2.16415
"2832",101,4319,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,5,32,"English",0,"Male","",2.16415
"2833",101,3200,"M","M","Grace visited her sister","annoyed","9","NonProj",1,6,32,"English",0,"Male","",2.16415
"2834",101,2275,"M","F","Sophia got a tattoo","confess","5","C",1,7,32,"English",0,"Male","",2.16415
"2835",101,2317,"F","F","Josh learned to ride a bike yesterday","discover","16","NonProj",1,8,32,"English",0,"Male","",2.16415
"2836",101,2246,"F","M","Frank got a cat","think","12","NonProj",1,9,32,"English",0,"Male","",2.16415
"2837",101,2093,"F","M","Owen shoveled snow last winter","reveal","17","NonProj",1,10,32,"English",0,"Male","",2.16415
"2838",101,4108,"F","F","Jon walks to work","establish","19","NonProj",1,11,32,"English",0,"Male","",2.16415
"2839",101,2853,"M","F","Emma studied on Saturday morning","demonstrate","3","C",1,12,32,"English",0,"Male","",2.16415
"2840",101,2504,"F","F","Jackson ran 10 miles","confirm","13","C",1,13,32,"English",0,"Male","",2.16415
"2841",101,16400,"M","M","Emily bought a car yesterday","announce","8","C",1,14,32,"English",0,"Male","",2.16415
"2842",101,6134,"M","F","Mia drank 2 cocktails last night","pretend","6","NonProj",0.48,15,32,"English",0,"Male","",2.16415
"2843",101,2638,"M","F","Mary is pregnant","see","1","NonProj",1,16,32,"English",0,"Male","",2.16415
