"","participant","list","presentationorder","verb","frame","voice","polarity","conditional","veridicality","acceptability","nativeenglish","exclude","veridicality_num","conditional2","item"
"4458",260,6,38,"specify","that_S","active","positive","False","yes",7,"True","False",1,"matrix","specify-that_S-active-positive-matrix"
"4459",260,6,39,"videotape","that_S","active","negative","False","yes",6,"True","False",1,"matrix","videotape-that_S-active-negative-matrix"
"4460",260,6,40,"establish","that_S","active","positive","False","yes",7,"True","False",1,"matrix","establish-that_S-active-positive-matrix"
"4461",260,6,41,"cringe","that_S","active","positive","False","yes",5,"True","False",1,"matrix","cringe-that_S-active-positive-matrix"
"4462",260,6,42,"reason","that_S","active","negative","False","maybe",3,"True","False",0,"matrix","reason-that_S-active-negative-matrix"
"4463",260,6,43,"advise","that_S","active","positive","False","yes",5,"True","False",1,"matrix","advise-that_S-active-positive-matrix"
"4464",260,6,44,"bug","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","bug-that_S-passive-positive-matrix"
"4465",260,6,45,"shriek","that_S","active","positive","False","yes",6,"True","False",1,"matrix","shriek-that_S-active-positive-matrix"
"4466",260,6,46,"say","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","say-that_S-active-negative-matrix"
"4467",260,6,47,"ignore","that_S","active","positive","False","yes",7,"True","False",1,"matrix","ignore-that_S-active-positive-matrix"
"4468",260,6,48,"fax","that_S","passive","positive","False","yes",5,"True","False",1,"matrix","fax-that_S-passive-positive-matrix"
"4469",260,6,49,"reconsider","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","reconsider-that_S-active-positive-matrix"
"4470",260,6,50,"lie","that_S","active","negative","False","maybe",3,"True","False",0,"matrix","lie-that_S-active-negative-matrix"
"4471",260,6,51,"address","that_S","active","negative","False","yes",6,"True","False",1,"matrix","address-that_S-active-negative-matrix"
"4472",260,6,52,"fascinate","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","fascinate-that_S-passive-positive-matrix"
"4473",260,6,53,"overhear","that_S","active","negative","False","yes",6,"True","False",1,"matrix","overhear-that_S-active-negative-matrix"
"4474",260,6,54,"bless","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","bless-that_S-passive-positive-matrix"
"4475",260,6,55,"puzzle","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","puzzle-that_S-passive-positive-matrix"
"4476",260,6,56,"prejudge","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","prejudge-that_S-active-negative-matrix"
"4477",260,6,57,"promise","that_S","active","negative","False","maybe",4,"True","False",0,"matrix","promise-that_S-active-negative-matrix"
"4478",260,6,58,"move","that_S","passive","negative","False","yes",7,"True","False",1,"matrix","move-that_S-passive-negative-matrix"
"4479",260,6,59,"find_out","that_S","active","positive","False","yes",7,"True","False",1,"matrix","find_out-that_S-active-positive-matrix"
"4480",260,6,60,"overhear","that_S","passive","negative","False","maybe",3,"True","False",0,"matrix","overhear-that_S-passive-negative-matrix"
"4481",260,6,61,"rant","that_S","active","positive","False","yes",7,"True","False",1,"matrix","rant-that_S-active-positive-matrix"
"4482",260,6,62,"state","that_S","active","positive","False","yes",7,"True","False",1,"matrix","state-that_S-active-positive-matrix"
"4483",260,6,63,"chronicle","that_S","active","positive","False","yes",7,"True","False",1,"matrix","chronicle-that_S-active-positive-matrix"
"4484",260,6,64,"resolve","that_S","active","positive","False","yes",1,"True","False",1,"matrix","resolve-that_S-active-positive-matrix"
"4485",260,6,65,"utter","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","utter-that_S-active-negative-matrix"
"4486",260,6,66,"foresee","that_S","active","negative","False","yes",6,"True","False",1,"matrix","foresee-that_S-active-negative-matrix"
"4487",260,6,67,"tweet","that_S","passive","negative","False","yes",5,"True","False",1,"matrix","tweet-that_S-passive-negative-matrix"
"4488",260,6,68,"stupefy","that_S","passive","negative","False","yes",7,"True","False",1,"matrix","stupefy-that_S-passive-negative-matrix"
"4489",22,6,1,"miff","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","miff-that_S-passive-positive-matrix"
"4490",22,6,2,"grieve","that_S","active","positive","False","yes",7,"True","False",1,"matrix","grieve-that_S-active-positive-matrix"
"4491",22,6,3,"scribble","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","scribble-that_S-active-positive-matrix"
"4492",22,6,4,"debate","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","debate-that_S-active-negative-matrix"
"4493",22,6,5,"embarrass","that_S","passive","negative","False","yes",7,"True","False",1,"matrix","embarrass-that_S-passive-negative-matrix"
"4494",22,6,6,"elate","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","elate-that_S-passive-positive-matrix"
"4495",22,6,7,"snap","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","snap-that_S-active-positive-matrix"
"4496",22,6,8,"assert","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","assert-that_S-active-negative-matrix"
"4497",22,6,9,"blog","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","blog-that_S-active-positive-matrix"
"4498",22,6,10,"complain","that_S","active","negative","False","yes",7,"True","False",1,"matrix","complain-that_S-active-negative-matrix"
"4499",22,6,11,"content","that_S","passive","negative","False","yes",6,"True","False",1,"matrix","content-that_S-passive-negative-matrix"
"4500",22,6,12,"doubt","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","doubt-that_S-active-positive-matrix"
"4501",22,6,13,"hint","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","hint-that_S-active-positive-matrix"
"4502",22,6,14,"fantasize","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","fantasize-that_S-active-positive-matrix"
"4503",22,6,15,"figure_out","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","figure_out-that_S-active-positive-matrix"
"4504",22,6,16,"maintain","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","maintain-that_S-active-positive-matrix"
"4505",22,6,17,"indicate","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","indicate-that_S-active-negative-matrix"
"4506",22,6,18,"yell","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","yell-that_S-active-negative-matrix"
"4507",22,6,19,"fluster","that_S","passive","negative","False","maybe",7,"True","False",0,"matrix","fluster-that_S-passive-negative-matrix"
"4508",22,6,20,"disclose","that_S","active","positive","False","yes",7,"True","False",1,"matrix","disclose-that_S-active-positive-matrix"
"4509",22,6,21,"gratify","that_S","passive","negative","False","maybe",6,"True","False",0,"matrix","gratify-that_S-passive-negative-matrix"
"4510",22,6,22,"agonize","that_S","active","positive","False","yes",7,"True","False",1,"matrix","agonize-that_S-active-positive-matrix"
"4511",22,6,23,"measure","that_S","active","positive","False","yes",5,"True","False",1,"matrix","measure-that_S-active-positive-matrix"
"4512",22,6,24,"conceal","that_S","active","negative","False","yes",7,"True","False",1,"matrix","conceal-that_S-active-negative-matrix"
"4513",22,6,25,"forget","that_S","active","negative","False","yes",7,"True","False",1,"matrix","forget-that_S-active-negative-matrix"
"4514",22,6,26,"rant","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","rant-that_S-active-negative-matrix"
"4515",22,6,27,"learn","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","learn-that_S-active-negative-matrix"
"4516",22,6,28,"document","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","document-that_S-active-negative-matrix"
"4517",22,6,29,"infuriate","that_S","passive","negative","False","yes",6,"True","False",1,"matrix","infuriate-that_S-passive-negative-matrix"
"4518",22,6,30,"posit","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","posit-that_S-active-positive-matrix"
"4519",22,6,31,"elaborate","that_S","active","positive","False","yes",7,"True","False",1,"matrix","elaborate-that_S-active-positive-matrix"
"4520",22,6,32,"grieve","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","grieve-that_S-active-negative-matrix"
"4521",22,6,33,"cheer","that_S","passive","negative","False","maybe",2,"True","False",0,"matrix","cheer-that_S-passive-negative-matrix"
"4522",22,6,34,"hope","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","hope-that_S-active-negative-matrix"
"4523",22,6,35,"publish","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","publish-that_S-active-negative-matrix"
"4524",22,6,36,"retract","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","retract-that_S-active-negative-matrix"
"4525",22,6,37,"scare","that_S","passive","positive","False","maybe",7,"True","False",0,"matrix","scare-that_S-passive-positive-matrix"
"4526",22,6,38,"specify","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","specify-that_S-active-positive-matrix"
"4527",22,6,39,"videotape","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","videotape-that_S-active-negative-matrix"
"4528",22,6,40,"establish","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","establish-that_S-active-positive-matrix"
"4529",22,6,41,"cringe","that_S","active","positive","False","yes",5,"True","False",1,"matrix","cringe-that_S-active-positive-matrix"
"4530",22,6,42,"reason","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","reason-that_S-active-negative-matrix"
"4531",22,6,43,"advise","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","advise-that_S-active-positive-matrix"
"4532",22,6,44,"bug","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","bug-that_S-passive-positive-matrix"
"4533",22,6,45,"shriek","that_S","active","positive","False","yes",7,"True","False",1,"matrix","shriek-that_S-active-positive-matrix"
"4534",22,6,46,"say","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","say-that_S-active-negative-matrix"
"4535",22,6,47,"ignore","that_S","active","positive","False","yes",7,"True","False",1,"matrix","ignore-that_S-active-positive-matrix"
"4536",22,6,48,"fax","that_S","passive","positive","False","maybe",7,"True","False",0,"matrix","fax-that_S-passive-positive-matrix"
"4537",22,6,49,"reconsider","that_S","active","positive","False","maybe",4,"True","False",0,"matrix","reconsider-that_S-active-positive-matrix"
"4538",22,6,50,"lie","that_S","active","negative","False","yes",7,"True","False",1,"matrix","lie-that_S-active-negative-matrix"
"4539",22,6,51,"address","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","address-that_S-active-negative-matrix"
"4540",22,6,52,"fascinate","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","fascinate-that_S-passive-positive-matrix"
"4541",22,6,53,"overhear","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","overhear-that_S-active-negative-matrix"
"4542",22,6,54,"bless","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","bless-that_S-passive-positive-matrix"
"4543",22,6,55,"puzzle","that_S","passive","positive","False","maybe",6,"True","False",0,"matrix","puzzle-that_S-passive-positive-matrix"
"4544",22,6,56,"prejudge","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","prejudge-that_S-active-negative-matrix"
"4545",22,6,57,"promise","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","promise-that_S-active-negative-matrix"
"4546",22,6,58,"move","that_S","passive","negative","False","yes",7,"True","False",1,"matrix","move-that_S-passive-negative-matrix"
"4547",22,6,59,"find_out","that_S","active","positive","False","yes",7,"True","False",1,"matrix","find_out-that_S-active-positive-matrix"
"4548",22,6,60,"overhear","that_S","passive","negative","False","maybe",5,"True","False",0,"matrix","overhear-that_S-passive-negative-matrix"
"4549",22,6,61,"rant","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","rant-that_S-active-positive-matrix"
"4550",22,6,62,"state","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","state-that_S-active-positive-matrix"
"4551",22,6,63,"chronicle","that_S","active","positive","False","yes",7,"True","False",1,"matrix","chronicle-that_S-active-positive-matrix"
"4552",22,6,64,"resolve","that_S","active","positive","False","maybe",6,"True","False",0,"matrix","resolve-that_S-active-positive-matrix"
"4553",22,6,65,"utter","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","utter-that_S-active-negative-matrix"
"4554",22,6,66,"foresee","that_S","active","negative","False","maybe",7,"True","False",0,"matrix","foresee-that_S-active-negative-matrix"
"4555",22,6,67,"tweet","that_S","passive","negative","False","maybe",6,"True","False",0,"matrix","tweet-that_S-passive-negative-matrix"
"4556",22,6,68,"stupefy","that_S","passive","negative","False","maybe",6,"True","False",0,"matrix","stupefy-that_S-passive-negative-matrix"
"4557",81,6,1,"miff","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","miff-that_S-passive-positive-matrix"
"4558",81,6,2,"grieve","that_S","active","positive","False","yes",4,"True","False",1,"matrix","grieve-that_S-active-positive-matrix"
"4559",81,6,3,"scribble","that_S","active","positive","False","yes",4,"True","False",1,"matrix","scribble-that_S-active-positive-matrix"
"4560",81,6,4,"debate","that_S","active","negative","False","yes",5,"True","False",1,"matrix","debate-that_S-active-negative-matrix"
"4561",81,6,5,"embarrass","that_S","passive","negative","False","yes",7,"True","False",1,"matrix","embarrass-that_S-passive-negative-matrix"
"4562",81,6,6,"elate","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","elate-that_S-passive-positive-matrix"
"4563",81,6,7,"snap","that_S","active","positive","False","yes",5,"True","False",1,"matrix","snap-that_S-active-positive-matrix"
"4564",81,6,8,"assert","that_S","active","negative","False","yes",5,"True","False",1,"matrix","assert-that_S-active-negative-matrix"
"4565",81,6,9,"blog","that_S","active","positive","False","yes",5,"True","False",1,"matrix","blog-that_S-active-positive-matrix"
"4566",81,6,10,"complain","that_S","active","negative","False","yes",4,"True","False",1,"matrix","complain-that_S-active-negative-matrix"
"4567",81,6,11,"content","that_S","passive","negative","False","yes",4,"True","False",1,"matrix","content-that_S-passive-negative-matrix"
"4568",81,6,12,"doubt","that_S","active","positive","False","yes",6,"True","False",1,"matrix","doubt-that_S-active-positive-matrix"
"4569",81,6,13,"hint","that_S","active","positive","False","yes",6,"True","False",1,"matrix","hint-that_S-active-positive-matrix"
"4570",81,6,14,"fantasize","that_S","active","positive","False","maybe",5,"True","False",0,"matrix","fantasize-that_S-active-positive-matrix"
"4571",81,6,15,"figure_out","that_S","active","positive","False","yes",6,"True","False",1,"matrix","figure_out-that_S-active-positive-matrix"
"4572",81,6,16,"maintain","that_S","active","positive","False","yes",6,"True","False",1,"matrix","maintain-that_S-active-positive-matrix"
"4573",81,6,17,"indicate","that_S","active","negative","False","yes",5,"True","False",1,"matrix","indicate-that_S-active-negative-matrix"
"4574",81,6,18,"yell","that_S","active","negative","False","yes",2,"True","False",1,"matrix","yell-that_S-active-negative-matrix"
"4575",81,6,19,"fluster","that_S","passive","negative","False","yes",5,"True","False",1,"matrix","fluster-that_S-passive-negative-matrix"
"4576",81,6,20,"disclose","that_S","active","positive","False","yes",6,"True","False",1,"matrix","disclose-that_S-active-positive-matrix"
"4577",81,6,21,"gratify","that_S","passive","negative","False","yes",2,"True","False",1,"matrix","gratify-that_S-passive-negative-matrix"
"4578",81,6,22,"agonize","that_S","active","positive","False","yes",5,"True","False",1,"matrix","agonize-that_S-active-positive-matrix"
"4579",81,6,23,"measure","that_S","active","positive","False","yes",4,"True","False",1,"matrix","measure-that_S-active-positive-matrix"
"4580",81,6,24,"conceal","that_S","active","negative","False","yes",5,"True","False",1,"matrix","conceal-that_S-active-negative-matrix"
"4581",81,6,25,"forget","that_S","active","negative","False","yes",5,"True","False",1,"matrix","forget-that_S-active-negative-matrix"
"4582",81,6,26,"rant","that_S","active","negative","False","yes",2,"True","False",1,"matrix","rant-that_S-active-negative-matrix"
"4583",81,6,27,"learn","that_S","active","negative","False","yes",6,"True","False",1,"matrix","learn-that_S-active-negative-matrix"
"4584",81,6,28,"document","that_S","active","negative","False","yes",7,"True","False",1,"matrix","document-that_S-active-negative-matrix"
"4585",81,6,29,"infuriate","that_S","passive","negative","False","yes",4,"True","False",1,"matrix","infuriate-that_S-passive-negative-matrix"
"4586",81,6,30,"posit","that_S","active","positive","False","yes",6,"True","False",1,"matrix","posit-that_S-active-positive-matrix"
"4587",81,6,31,"elaborate","that_S","active","positive","False","yes",6,"True","False",1,"matrix","elaborate-that_S-active-positive-matrix"
"4588",81,6,32,"grieve","that_S","active","negative","False","yes",2,"True","False",1,"matrix","grieve-that_S-active-negative-matrix"
"4589",81,6,33,"cheer","that_S","passive","negative","False","yes",2,"True","False",1,"matrix","cheer-that_S-passive-negative-matrix"
"4590",81,6,34,"hope","that_S","active","negative","False","yes",4,"True","False",1,"matrix","hope-that_S-active-negative-matrix"
"4591",81,6,35,"publish","that_S","active","negative","False","yes",5,"True","False",1,"matrix","publish-that_S-active-negative-matrix"
"4592",81,6,36,"retract","that_S","active","negative","False","yes",2,"True","False",1,"matrix","retract-that_S-active-negative-matrix"
"4593",81,6,37,"scare","that_S","passive","positive","False","yes",6,"True","False",1,"matrix","scare-that_S-passive-positive-matrix"
"4594",81,6,38,"specify","that_S","active","positive","False","yes",6,"True","False",1,"matrix","specify-that_S-active-positive-matrix"
"4595",81,6,39,"videotape","that_S","active","negative","False","yes",4,"True","False",1,"matrix","videotape-that_S-active-negative-matrix"
"4596",81,6,40,"establish","that_S","active","positive","False","yes",5,"True","False",1,"matrix","establish-that_S-active-positive-matrix"
"4597",81,6,41,"cringe","that_S","active","positive","False","yes",6,"True","False",1,"matrix","cringe-that_S-active-positive-matrix"
"4598",81,6,42,"reason","that_S","active","negative","False","yes",3,"True","False",1,"matrix","reason-that_S-active-negative-matrix"
"4599",81,6,43,"advise","that_S","active","positive","False","yes",7,"True","False",1,"matrix","advise-that_S-active-positive-matrix"
"4600",81,6,44,"bug","that_S","passive","positive","False","yes",4,"True","False",1,"matrix","bug-that_S-passive-positive-matrix"
"4601",81,6,45,"shriek","that_S","active","positive","False","yes",5,"True","False",1,"matrix","shriek-that_S-active-positive-matrix"
"4602",81,6,46,"say","that_S","active","negative","False","yes",5,"True","False",1,"matrix","say-that_S-active-negative-matrix"
"4603",81,6,47,"ignore","that_S","active","positive","False","yes",5,"True","False",1,"matrix","ignore-that_S-active-positive-matrix"
"4604",81,6,48,"fax","that_S","passive","positive","False","yes",1,"True","False",1,"matrix","fax-that_S-passive-positive-matrix"
"4605",81,6,49,"reconsider","that_S","active","positive","False","yes",4,"True","False",1,"matrix","reconsider-that_S-active-positive-matrix"
"4606",81,6,50,"lie","that_S","active","negative","False","yes",3,"True","False",1,"matrix","lie-that_S-active-negative-matrix"
"4607",81,6,51,"address","that_S","active","negative","False","yes",4,"True","False",1,"matrix","address-that_S-active-negative-matrix"
"4608",81,6,52,"fascinate","that_S","passive","positive","False","yes",6,"True","False",1,"matrix","fascinate-that_S-passive-positive-matrix"
"4609",81,6,53,"overhear","that_S","active","negative","False","yes",3,"True","False",1,"matrix","overhear-that_S-active-negative-matrix"
"4610",81,6,54,"bless","that_S","passive","positive","False","yes",5,"True","False",1,"matrix","bless-that_S-passive-positive-matrix"
"4611",81,6,55,"puzzle","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","puzzle-that_S-passive-positive-matrix"
"4612",81,6,56,"prejudge","that_S","active","negative","False","yes",3,"True","False",1,"matrix","prejudge-that_S-active-negative-matrix"
"4613",81,6,57,"promise","that_S","active","negative","False","yes",2,"True","False",1,"matrix","promise-that_S-active-negative-matrix"
"4614",81,6,58,"move","that_S","passive","negative","False","yes",4,"True","False",1,"matrix","move-that_S-passive-negative-matrix"
"4615",81,6,59,"find_out","that_S","active","positive","False","yes",7,"True","False",1,"matrix","find_out-that_S-active-positive-matrix"
"4616",81,6,60,"overhear","that_S","passive","negative","False","yes",1,"True","False",1,"matrix","overhear-that_S-passive-negative-matrix"
"4617",81,6,61,"rant","that_S","active","positive","False","yes",5,"True","False",1,"matrix","rant-that_S-active-positive-matrix"
"4618",81,6,62,"state","that_S","active","positive","False","yes",7,"True","False",1,"matrix","state-that_S-active-positive-matrix"
"4619",81,6,63,"chronicle","that_S","active","positive","False","yes",5,"True","False",1,"matrix","chronicle-that_S-active-positive-matrix"
"4620",81,6,64,"resolve","that_S","active","positive","False","yes",4,"True","False",1,"matrix","resolve-that_S-active-positive-matrix"
"4621",81,6,65,"utter","that_S","active","negative","False","yes",3,"True","False",1,"matrix","utter-that_S-active-negative-matrix"
"4622",81,6,66,"foresee","that_S","active","negative","False","yes",5,"True","False",1,"matrix","foresee-that_S-active-negative-matrix"
"4623",81,6,67,"tweet","that_S","passive","negative","False","yes",1,"True","False",1,"matrix","tweet-that_S-passive-negative-matrix"
"4624",81,6,68,"stupefy","that_S","passive","negative","False","yes",2,"True","False",1,"matrix","stupefy-that_S-passive-negative-matrix"
"4625",279,6,1,"miff","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","miff-that_S-passive-positive-matrix"
"4626",279,6,2,"grieve","that_S","active","positive","False","yes",7,"True","False",1,"matrix","grieve-that_S-active-positive-matrix"
"4627",279,6,3,"scribble","that_S","active","positive","False","maybe",6,"True","False",0,"matrix","scribble-that_S-active-positive-matrix"
"4628",279,6,4,"debate","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","debate-that_S-active-negative-matrix"
"4629",279,6,5,"embarrass","that_S","passive","negative","False","yes",6,"True","False",1,"matrix","embarrass-that_S-passive-negative-matrix"
"4630",279,6,6,"elate","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","elate-that_S-passive-positive-matrix"
"4631",279,6,7,"snap","that_S","active","positive","False","maybe",2,"True","False",0,"matrix","snap-that_S-active-positive-matrix"
"4632",279,6,8,"assert","that_S","active","negative","False","maybe",3,"True","False",0,"matrix","assert-that_S-active-negative-matrix"
"4633",279,6,9,"blog","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","blog-that_S-active-positive-matrix"
"4634",279,6,10,"complain","that_S","active","negative","False","maybe",3,"True","False",0,"matrix","complain-that_S-active-negative-matrix"
"4635",279,6,11,"content","that_S","passive","negative","False","yes",5,"True","False",1,"matrix","content-that_S-passive-negative-matrix"
"4636",279,6,12,"doubt","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","doubt-that_S-active-positive-matrix"
"4637",279,6,13,"hint","that_S","active","positive","False","maybe",7,"True","False",0,"matrix","hint-that_S-active-positive-matrix"
"4638",279,6,14,"fantasize","that_S","active","positive","False","no",6,"True","False",-1,"matrix","fantasize-that_S-active-positive-matrix"
"4639",279,6,15,"figure_out","that_S","active","positive","False","yes",6,"True","False",1,"matrix","figure_out-that_S-active-positive-matrix"
"4640",279,6,16,"maintain","that_S","active","positive","False","maybe",5,"True","False",0,"matrix","maintain-that_S-active-positive-matrix"
"4641",279,6,17,"indicate","that_S","active","negative","False","maybe",4,"True","False",0,"matrix","indicate-that_S-active-negative-matrix"
"4642",279,6,18,"yell","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","yell-that_S-active-negative-matrix"
"4643",279,6,19,"fluster","that_S","passive","negative","False","yes",6,"True","False",1,"matrix","fluster-that_S-passive-negative-matrix"
"4644",279,6,20,"disclose","that_S","active","positive","False","maybe",6,"True","False",0,"matrix","disclose-that_S-active-positive-matrix"
"4645",279,6,21,"gratify","that_S","passive","negative","False","maybe",4,"True","False",0,"matrix","gratify-that_S-passive-negative-matrix"
"4646",279,6,22,"agonize","that_S","active","positive","False","maybe",2,"True","False",0,"matrix","agonize-that_S-active-positive-matrix"
"4647",279,6,23,"measure","that_S","active","positive","False","maybe",4,"True","False",0,"matrix","measure-that_S-active-positive-matrix"
"4648",279,6,24,"conceal","that_S","active","negative","False","yes",5,"True","False",1,"matrix","conceal-that_S-active-negative-matrix"
"4649",279,6,25,"forget","that_S","active","negative","False","yes",5,"True","False",1,"matrix","forget-that_S-active-negative-matrix"
"4650",279,6,26,"rant","that_S","active","negative","False","maybe",3,"True","False",0,"matrix","rant-that_S-active-negative-matrix"
"4651",279,6,27,"learn","that_S","active","negative","False","yes",6,"True","False",1,"matrix","learn-that_S-active-negative-matrix"
"4652",279,6,28,"document","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","document-that_S-active-negative-matrix"
"4653",279,6,29,"infuriate","that_S","passive","negative","False","maybe",2,"True","False",0,"matrix","infuriate-that_S-passive-negative-matrix"
"4654",279,6,30,"posit","that_S","active","positive","False","maybe",5,"True","False",0,"matrix","posit-that_S-active-positive-matrix"
"4655",279,6,31,"elaborate","that_S","active","positive","False","yes",5,"True","False",1,"matrix","elaborate-that_S-active-positive-matrix"
"4656",279,6,32,"grieve","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","grieve-that_S-active-negative-matrix"
"4657",279,6,33,"cheer","that_S","passive","negative","False","maybe",4,"True","False",0,"matrix","cheer-that_S-passive-negative-matrix"
"4658",279,6,34,"hope","that_S","active","negative","False","maybe",4,"True","False",0,"matrix","hope-that_S-active-negative-matrix"
"4659",279,6,35,"publish","that_S","active","negative","False","maybe",2,"True","False",0,"matrix","publish-that_S-active-negative-matrix"
"4660",279,6,36,"retract","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","retract-that_S-active-negative-matrix"
"4661",279,6,37,"scare","that_S","passive","positive","False","maybe",6,"True","False",0,"matrix","scare-that_S-passive-positive-matrix"
"4662",279,6,38,"specify","that_S","active","positive","False","yes",7,"True","False",1,"matrix","specify-that_S-active-positive-matrix"
"4663",279,6,39,"videotape","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","videotape-that_S-active-negative-matrix"
"4664",279,6,40,"establish","that_S","active","positive","False","maybe",4,"True","False",0,"matrix","establish-that_S-active-positive-matrix"
"4665",279,6,41,"cringe","that_S","active","positive","False","maybe",5,"True","False",0,"matrix","cringe-that_S-active-positive-matrix"
"4666",279,6,42,"reason","that_S","active","negative","False","maybe",3,"True","False",0,"matrix","reason-that_S-active-negative-matrix"
"4667",279,6,43,"advise","that_S","active","positive","False","maybe",1,"True","False",0,"matrix","advise-that_S-active-positive-matrix"
"4668",279,6,44,"bug","that_S","passive","positive","False","yes",5,"True","False",1,"matrix","bug-that_S-passive-positive-matrix"
"4669",279,6,45,"shriek","that_S","active","positive","False","maybe",5,"True","False",0,"matrix","shriek-that_S-active-positive-matrix"
"4670",279,6,46,"say","that_S","active","negative","False","maybe",6,"True","False",0,"matrix","say-that_S-active-negative-matrix"
"4671",279,6,47,"ignore","that_S","active","positive","False","yes",7,"True","False",1,"matrix","ignore-that_S-active-positive-matrix"
"4672",279,6,48,"fax","that_S","passive","positive","False","maybe",5,"True","False",0,"matrix","fax-that_S-passive-positive-matrix"
"4673",279,6,49,"reconsider","that_S","active","positive","False","maybe",3,"True","False",0,"matrix","reconsider-that_S-active-positive-matrix"
"4674",279,6,50,"lie","that_S","active","negative","False","maybe",4,"True","False",0,"matrix","lie-that_S-active-negative-matrix"
"4675",279,6,51,"address","that_S","active","negative","False","yes",5,"True","False",1,"matrix","address-that_S-active-negative-matrix"
"4676",279,6,52,"fascinate","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","fascinate-that_S-passive-positive-matrix"
"4677",279,6,53,"overhear","that_S","active","negative","False","maybe",4,"True","False",0,"matrix","overhear-that_S-active-negative-matrix"
"4678",279,6,54,"bless","that_S","passive","positive","False","maybe",4,"True","False",0,"matrix","bless-that_S-passive-positive-matrix"
"4679",279,6,55,"puzzle","that_S","passive","positive","False","yes",7,"True","False",1,"matrix","puzzle-that_S-passive-positive-matrix"
"4680",279,6,56,"prejudge","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","prejudge-that_S-active-negative-matrix"
"4681",279,6,57,"promise","that_S","active","negative","False","maybe",5,"True","False",0,"matrix","promise-that_S-active-negative-matrix"
"4682",279,6,58,"move","that_S","passive","negative","False","yes",6,"True","False",1,"matrix","move-that_S-passive-negative-matrix"
"4683",279,6,59,"find_out","that_S","active","positive","False","yes",7,"True","False",1,"matrix","find_out-that_S-active-positive-matrix"
"4684",279,6,60,"overhear","that_S","passive","negative","False","maybe",1,"True","False",0,"matrix","overhear-that_S-passive-negative-matrix"
"4685",279,6,61,"rant","that_S","active","positive","False","maybe",3,"True","False",0,"matrix","rant-that_S-active-positive-matrix"
