participant,list,presentationorder,verb,frame,voice,polarity,conditional,veridicality,acceptability,nativeenglish,exclude
248,4,46,perplex,that_S,passive,negative,False,yes,7,True,False
248,4,47,pretend,that_S,active,negative,False,yes,5,True,False
248,4,48,remark,that_S,active,positive,False,yes,5,True,False
248,4,49,freak_out,that_S,active,negative,False,yes,7,True,False
248,4,50,disagree,that_S,active,negative,False,maybe,5,True,False
248,4,51,contest,that_S,active,negative,False,yes,5,True,False
248,4,52,remember,that_S,active,negative,False,yes,7,True,False
248,4,53,pray,that_S,active,positive,False,maybe,3,True,False
248,4,54,confess,that_S,active,positive,False,yes,7,True,False
248,4,55,imply,that_S,active,negative,False,maybe,6,True,False
248,4,56,test,that_S,active,negative,False,maybe,4,True,False
248,4,57,exasperate,that_S,passive,negative,False,yes,6,True,False
248,4,58,decide,that_S,active,positive,False,maybe,4,True,False
248,4,59,feign,that_S,active,negative,False,maybe,4,True,False
248,4,60,tell,that_S,passive,negative,False,maybe,5,True,False
248,4,61,discuss,that_S,active,negative,False,yes,4,True,False
248,4,62,thrill,that_S,passive,negative,False,yes,6,True,False
248,4,63,foretell,that_S,passive,positive,False,maybe,5,True,False
248,4,64,showcase,that_S,active,positive,False,maybe,4,True,False
248,4,65,find,that_S,active,negative,False,maybe,4,True,False
248,4,66,read,that_S,active,positive,False,yes,7,True,False
248,4,67,amaze,that_S,passive,negative,False,yes,6,True,False
248,4,68,horrify,that_S,passive,positive,False,yes,6,True,False
138,4,1,witness,that_S,active,negative,False,maybe,5,True,False
138,4,2,restate,that_S,active,negative,False,maybe,4,True,False
138,4,3,address,that_S,active,positive,False,yes,5,True,False
138,4,4,learn,that_S,active,positive,False,yes,6,True,False
138,4,5,hurt,that_S,passive,positive,False,yes,7,True,False
138,4,6,certify,that_S,active,positive,False,yes,7,True,False
138,4,7,cheer,that_S,passive,positive,False,yes,6,True,False
138,4,8,despair,that_S,active,negative,False,maybe,5,True,False
138,4,9,contend,that_S,active,negative,False,maybe,6,True,False
138,4,10,generalize,that_S,active,negative,False,maybe,5,True,False
138,4,11,dismiss,that_S,active,positive,False,maybe,5,True,False
138,4,12,testify,that_S,active,positive,False,yes,5,True,False
138,4,13,dictate,that_S,active,positive,False,yes,3,True,False
138,4,14,like,that_S,active,positive,False,yes,5,True,False
138,4,15,simulate,that_S,active,positive,False,yes,4,True,False
138,4,16,reason_out,that_S,active,positive,False,maybe,3,True,False
138,4,17,disagree,that_S,active,positive,False,maybe,6,True,False
138,4,18,piece_together,that_S,active,positive,False,yes,5,True,False
138,4,19,exhibit,that_S,active,positive,False,yes,5,True,False
138,4,20,whisper,that_S,active,positive,False,yes,6,True,False
138,4,21,underscore,that_S,active,positive,False,maybe,5,True,False
138,4,22,frustrate,that_S,passive,negative,False,yes,4,True,False
138,4,23,measure,that_S,active,negative,False,maybe,4,True,False
138,4,24,cackle,that_S,active,negative,False,yes,4,True,False
138,4,25,sigh,that_S,active,negative,False,maybe,4,True,False
138,4,26,fear,that_S,active,negative,False,yes,2,True,False
138,4,27,disillusion,that_S,passive,positive,False,maybe,4,True,False
138,4,28,rave,that_S,active,negative,False,yes,5,True,False
138,4,29,gasp,that_S,active,negative,False,yes,3,True,False
138,4,30,hush_up,that_S,active,negative,False,maybe,5,True,False
138,4,31,beam,that_S,active,positive,False,yes,5,True,False
138,4,32,shock,that_S,passive,negative,False,yes,6,True,False
138,4,33,unsettle,that_S,passive,negative,False,yes,6,True,False
138,4,34,agonize,that_S,passive,positive,False,yes,5,True,False
138,4,35,grin,that_S,active,positive,False,yes,4,True,False
138,4,36,decide,that_S,active,negative,False,maybe,2,True,False
138,4,37,endorse,that_S,active,negative,False,maybe,5,True,False
138,4,38,fess_up,that_S,active,positive,False,maybe,5,True,False
138,4,39,alarm,that_S,passive,positive,False,yes,6,True,False
138,4,40,judge,that_S,active,positive,False,maybe,5,True,False
138,4,41,love,that_S,active,positive,False,yes,7,True,False
138,4,42,humble,that_S,passive,positive,False,yes,6,True,False
138,4,43,share,that_S,active,positive,False,yes,6,True,False
138,4,44,notice,that_S,active,negative,False,yes,5,True,False
138,4,45,mention,that_S,active,negative,False,yes,3,True,False
138,4,46,perplex,that_S,passive,negative,False,maybe,5,True,False
138,4,47,pretend,that_S,active,negative,False,maybe,6,True,False
138,4,48,remark,that_S,active,positive,False,yes,3,True,False
138,4,49,freak_out,that_S,active,negative,False,yes,3,True,False
138,4,50,disagree,that_S,active,negative,False,yes,5,True,False
138,4,51,contest,that_S,active,negative,False,maybe,5,True,False
138,4,52,remember,that_S,active,negative,False,maybe,3,True,False
138,4,53,pray,that_S,active,positive,False,maybe,4,True,False
138,4,54,confess,that_S,active,positive,False,yes,6,True,False
138,4,55,imply,that_S,active,negative,False,maybe,3,True,False
138,4,56,test,that_S,active,negative,False,maybe,2,True,False
138,4,57,exasperate,that_S,passive,negative,False,maybe,5,True,False
138,4,58,decide,that_S,active,positive,False,maybe,5,True,False
138,4,59,feign,that_S,active,negative,False,maybe,3,True,False
138,4,60,tell,that_S,passive,negative,False,yes,5,True,False
138,4,61,discuss,that_S,active,negative,False,maybe,5,True,False
138,4,62,thrill,that_S,passive,negative,False,yes,3,True,False
138,4,63,foretell,that_S,passive,positive,False,yes,4,True,False
138,4,64,showcase,that_S,active,positive,False,yes,5,True,False
138,4,65,find,that_S,active,negative,False,yes,3,True,False
138,4,66,read,that_S,active,positive,False,yes,7,True,False
138,4,67,amaze,that_S,passive,negative,False,yes,3,True,False
138,4,68,horrify,that_S,passive,positive,False,yes,6,True,False
228,4,1,witness,that_S,active,negative,False,maybe,5,True,False
228,4,2,restate,that_S,active,negative,False,maybe,5,True,False
228,4,3,address,that_S,active,positive,False,yes,5,True,False
228,4,4,learn,that_S,active,positive,False,maybe,5,True,False
228,4,5,hurt,that_S,passive,positive,False,maybe,3,True,False
228,4,6,certify,that_S,active,positive,False,yes,6,True,False
228,4,7,cheer,that_S,passive,positive,False,yes,5,True,False
228,4,8,despair,that_S,active,negative,False,yes,5,True,False
228,4,9,contend,that_S,active,negative,False,no,4,True,False
228,4,10,generalize,that_S,active,negative,False,maybe,3,True,False
228,4,11,dismiss,that_S,active,positive,False,maybe,3,True,False
228,4,12,testify,that_S,active,positive,False,maybe,7,True,False
228,4,13,dictate,that_S,active,positive,False,yes,6,True,False
228,4,14,like,that_S,active,positive,False,yes,5,True,False
228,4,15,simulate,that_S,active,positive,False,maybe,5,True,False
228,4,16,reason_out,that_S,active,positive,False,yes,4,True,False
228,4,17,disagree,that_S,active,positive,False,yes,6,True,False
228,4,18,piece_together,that_S,active,positive,False,maybe,4,True,False
228,4,19,exhibit,that_S,active,positive,False,yes,5,True,False
228,4,20,whisper,that_S,active,positive,False,no,3,True,False
228,4,21,underscore,that_S,active,positive,False,no,3,True,False
228,4,22,frustrate,that_S,passive,negative,False,maybe,5,True,False
228,4,23,measure,that_S,active,negative,False,maybe,3,True,False
228,4,24,cackle,that_S,active,negative,False,maybe,4,True,False
228,4,25,sigh,that_S,active,negative,False,no,4,True,False
228,4,26,fear,that_S,active,negative,False,maybe,5,True,False
228,4,27,disillusion,that_S,passive,positive,False,yes,5,True,False
228,4,28,rave,that_S,active,negative,False,no,5,True,False
228,4,29,gasp,that_S,active,negative,False,no,3,True,False
228,4,30,hush_up,that_S,active,negative,False,maybe,5,True,False
228,4,31,beam,that_S,active,positive,False,maybe,3,True,False
228,4,32,shock,that_S,passive,negative,False,maybe,5,True,False
228,4,33,unsettle,that_S,passive,negative,False,maybe,5,True,False
228,4,34,agonize,that_S,passive,positive,False,maybe,5,True,False
228,4,35,grin,that_S,active,positive,False,yes,5,True,False
228,4,36,decide,that_S,active,negative,False,maybe,3,True,False
228,4,37,endorse,that_S,active,negative,False,maybe,3,True,False
228,4,38,fess_up,that_S,active,positive,False,maybe,6,True,False
228,4,39,alarm,that_S,passive,positive,False,yes,3,True,False
228,4,40,judge,that_S,active,positive,False,maybe,7,True,False
228,4,41,love,that_S,active,positive,False,yes,5,True,False
228,4,42,humble,that_S,passive,positive,False,yes,4,True,False
228,4,43,share,that_S,active,positive,False,maybe,5,True,False
228,4,44,notice,that_S,active,negative,False,maybe,5,True,False
228,4,45,mention,that_S,active,negative,False,no,5,True,False
228,4,46,perplex,that_S,passive,negative,False,yes,4,True,False
228,4,47,pretend,that_S,active,negative,False,maybe,5,True,False
228,4,48,remark,that_S,active,positive,False,yes,5,True,False
228,4,49,freak_out,that_S,active,negative,False,yes,6,True,False
228,4,50,disagree,that_S,active,negative,False,maybe,5,True,False
228,4,51,contest,that_S,active,negative,False,maybe,4,True,False
228,4,52,remember,that_S,active,negative,False,no,3,True,False
228,4,53,pray,that_S,active,positive,False,maybe,5,True,False
228,4,54,confess,that_S,active,positive,False,maybe,5,True,False
228,4,55,imply,that_S,active,negative,False,no,3,True,False
228,4,56,test,that_S,active,negative,False,maybe,4,True,False
228,4,57,exasperate,that_S,passive,negative,False,yes,4,True,False
228,4,58,decide,that_S,active,positive,False,yes,6,True,False
228,4,59,feign,that_S,active,negative,False,no,4,True,False
228,4,60,tell,that_S,passive,negative,False,no,4,True,False
228,4,61,discuss,that_S,active,negative,False,maybe,3,True,False
228,4,62,thrill,that_S,passive,negative,False,yes,5,True,False
228,4,63,foretell,that_S,passive,positive,False,maybe,5,True,False
228,4,64,showcase,that_S,active,positive,False,no,3,True,False
228,4,65,find,that_S,active,negative,False,no,4,True,False
228,4,66,read,that_S,active,positive,False,yes,7,True,False
228,4,67,amaze,that_S,passive,negative,False,maybe,3,True,False
228,4,68,horrify,that_S,passive,positive,False,yes,5,True,False
2,5,1,freak_out,that_S,passive,positive,False,yes,7,True,False
2,5,2,theorize,that_S,active,positive,False,maybe,6,True,False
2,5,3,quote,that_S,passive,positive,False,yes,4,True,False
2,5,4,daze,that_S,passive,negative,False,yes,7,True,False
2,5,5,delude,that_S,passive,negative,False,maybe,6,True,False
2,5,6,discuss,that_S,active,positive,False,yes,7,True,False
2,5,7,miss,that_S,active,positive,False,maybe,6,True,False
2,5,8,relish,that_S,active,positive,False,yes,7,True,False
2,5,9,suggest,that_S,active,negative,False,no,4,True,False
2,5,10,gush,that_S,active,positive,False,yes,7,True,False
2,5,11,lecture,that_S,active,positive,False,yes,7,True,False
2,5,12,require,that_S,active,positive,False,maybe,6,True,False
2,5,13,announce,that_S,active,positive,False,yes,7,True,False
2,5,14,agonize,that_S,active,negative,False,maybe,6,True,False
2,5,15,spellbind,that_S,passive,negative,False,yes,5,True,False
2,5,16,agree,that_S,active,negative,False,yes,6,True,False
2,5,17,marvel,that_S,passive,positive,False,yes,6,True,False
2,5,18,cheer,that_S,active,positive,False,yes,7,True,False
2,5,19,grumble,that_S,active,positive,False,yes,7,True,False
2,5,20,relieve,that_S,passive,positive,False,yes,7,True,False
2,5,21,log,that_S,active,positive,False,yes,7,True,False
2,5,22,flip_out,that_S,passive,negative,False,yes,7,True,False
2,5,23,madden,that_S,passive,positive,False,yes,7,True,False
2,5,24,insinuate,that_S,active,positive,False,maybe,7,True,False
2,5,25,dislike,that_S,active,positive,False,yes,7,True,False
2,5,26,signal,that_S,active,positive,False,yes,7,True,False
2,5,27,allege,that_S,active,positive,False,maybe,7,True,False
2,5,28,offend,that_S,passive,negative,False,yes,6,True,False
2,5,29,dismiss,that_S,active,negative,False,yes,6,True,False
2,5,30,incense,that_S,passive,negative,False,yes,6,True,False
2,5,31,endorse,that_S,active,positive,False,yes,7,True,False
2,5,32,fax,that_S,passive,negative,False,maybe,1,True,False
2,5,33,reassert,that_S,active,negative,False,yes,7,True,False
2,5,34,disgrace,that_S,passive,negative,False,yes,7,True,False
2,5,35,miff,that_S,passive,negative,False,yes,7,True,False
2,5,36,request,that_S,active,positive,False,maybe,6,True,False
2,5,37,vote,that_S,active,positive,False,yes,7,True,False
2,5,38,misinform,that_S,passive,positive,False,no,7,True,False
2,5,39,confide,that_S,active,positive,False,yes,7,True,False
2,5,40,check,that_S,active,positive,False,maybe,7,True,False
2,5,41,come_out,that_S,active,positive,False,maybe,1,True,False
2,5,42,categorize,that_S,active,positive,False,yes,4,True,False
2,5,43,bicker,that_S,active,positive,False,yes,7,True,False
2,5,44,determine,that_S,active,positive,False,yes,6,True,False
2,5,45,negotiate,that_S,active,positive,False,maybe,7,True,False
2,5,46,delude,that_S,passive,positive,False,maybe,5,True,False
2,5,47,hear,that_S,active,positive,False,maybe,7,True,False
2,5,48,visualize,that_S,active,negative,False,yes,7,True,False
2,5,49,persuade,that_S,passive,negative,False,maybe,6,True,False
2,5,50,promise,that_S,passive,negative,False,no,6,True,False
2,5,51,suppose,that_S,active,negative,False,no,5,True,False
2,5,52,hint,that_S,active,negative,False,maybe,6,True,False
2,5,53,mark,that_S,active,negative,False,maybe,6,True,False
2,5,54,praise,that_S,active,negative,False,yes,5,True,False
2,5,55,satisfy,that_S,passive,positive,False,yes,7,True,False
2,5,56,fool,that_S,passive,negative,False,yes,6,True,False
2,5,57,fluster,that_S,passive,positive,False,yes,7,True,False
2,5,58,dispute,that_S,active,negative,False,yes,7,True,False
2,5,59,gloat,that_S,active,negative,False,no,5,True,False
2,5,60,resolve,that_S,active,negative,False,yes,6,True,False
2,5,61,confirm,that_S,active,negative,False,maybe,7,True,False
2,5,62,contact,that_S,passive,negative,False,maybe,5,True,False
2,5,63,flaunt,that_S,active,positive,False,yes,7,True,False
2,5,64,stun,that_S,passive,positive,False,yes,7,True,False
2,5,65,feel,that_S,active,negative,False,yes,5,True,False
2,5,66,realize,that_S,active,positive,False,yes,7,True,False
2,5,67,uncover,that_S,active,positive,False,yes,7,True,False
2,5,68,spot,that_S,active,positive,False,yes,7,True,False
288,5,1,freak_out,that_S,passive,positive,False,yes,7,True,False
288,5,2,theorize,that_S,active,positive,False,maybe,7,True,False
288,5,3,quote,that_S,passive,positive,False,yes,7,True,False
288,5,4,daze,that_S,passive,negative,False,no,7,True,False
288,5,5,delude,that_S,passive,negative,False,maybe,7,True,False
288,5,6,discuss,that_S,active,positive,False,yes,7,True,False
288,5,7,miss,that_S,active,positive,False,yes,7,True,False
288,5,8,relish,that_S,active,positive,False,yes,7,True,False
288,5,9,suggest,that_S,active,negative,False,no,7,True,False
288,5,10,gush,that_S,active,positive,False,yes,7,True,False
288,5,11,lecture,that_S,active,positive,False,yes,7,True,False
288,5,12,require,that_S,active,positive,False,yes,7,True,False
288,5,13,announce,that_S,active,positive,False,yes,7,True,False
288,5,14,agonize,that_S,active,negative,False,maybe,5,True,False
288,5,15,spellbind,that_S,passive,negative,False,maybe,4,True,False
288,5,16,agree,that_S,active,negative,False,maybe,7,True,False
288,5,17,marvel,that_S,passive,positive,False,yes,7,True,False
288,5,18,cheer,that_S,active,positive,False,yes,7,True,False
288,5,19,grumble,that_S,active,positive,False,yes,6,True,False
288,5,20,relieve,that_S,passive,positive,False,yes,7,True,False
288,5,21,log,that_S,active,positive,False,yes,7,True,False
288,5,22,flip_out,that_S,passive,negative,False,maybe,4,True,False
288,5,23,madden,that_S,passive,positive,False,yes,7,True,False
288,5,24,insinuate,that_S,active,positive,False,maybe,4,True,False
288,5,25,dislike,that_S,active,positive,False,yes,6,True,False
288,5,26,signal,that_S,active,positive,False,yes,6,True,False
288,5,27,allege,that_S,active,positive,False,yes,7,True,False
288,5,28,offend,that_S,passive,negative,False,yes,7,True,False
288,5,29,dismiss,that_S,active,negative,False,maybe,4,True,False
288,5,30,incense,that_S,passive,negative,False,no,7,True,False
288,5,31,endorse,that_S,active,positive,False,yes,7,True,False
288,5,32,fax,that_S,passive,negative,False,yes,7,True,False
288,5,33,reassert,that_S,active,negative,False,no,7,True,False
288,5,34,disgrace,that_S,passive,negative,False,yes,7,True,False
288,5,35,miff,that_S,passive,negative,False,maybe,4,True,False
288,5,36,request,that_S,active,positive,False,maybe,4,True,False
288,5,37,vote,that_S,active,positive,False,yes,7,True,False
288,5,38,misinform,that_S,passive,positive,False,maybe,7,True,False
288,5,39,confide,that_S,active,positive,False,yes,7,True,False
288,5,40,check,that_S,active,positive,False,yes,7,True,False
288,5,41,come_out,that_S,active,positive,False,yes,1,True,False
288,5,42,categorize,that_S,active,positive,False,yes,7,True,False
288,5,43,bicker,that_S,active,positive,False,yes,7,True,False
288,5,44,determine,that_S,active,positive,False,yes,7,True,False
288,5,45,negotiate,that_S,active,positive,False,maybe,6,True,False
288,5,46,delude,that_S,passive,positive,False,yes,7,True,False
288,5,47,hear,that_S,active,positive,False,yes,7,True,False
288,5,48,visualize,that_S,active,negative,False,no,7,True,False
288,5,49,persuade,that_S,passive,negative,False,maybe,6,True,False
288,5,50,promise,that_S,passive,negative,False,maybe,4,True,False
288,5,51,suppose,that_S,active,negative,False,maybe,7,True,False
288,5,52,hint,that_S,active,negative,False,maybe,7,True,False
288,5,53,mark,that_S,active,negative,False,maybe,4,True,False
288,5,54,praise,that_S,active,negative,False,maybe,4,True,False
288,5,55,satisfy,that_S,passive,positive,False,yes,7,True,False
288,5,56,fool,that_S,passive,negative,False,no,7,True,False
288,5,57,fluster,that_S,passive,positive,False,yes,7,True,False
288,5,58,dispute,that_S,active,negative,False,maybe,7,True,False
288,5,59,gloat,that_S,active,negative,False,maybe,7,True,False
288,5,60,resolve,that_S,active,negative,False,no,6,True,False
288,5,61,confirm,that_S,active,negative,False,maybe,7,True,False
288,5,62,contact,that_S,passive,negative,False,maybe,7,True,False
288,5,63,flaunt,that_S,active,positive,False,yes,7,True,False
288,5,64,stun,that_S,passive,positive,False,yes,7,True,False
288,5,65,feel,that_S,active,negative,False,maybe,4,True,False
288,5,66,realize,that_S,active,positive,False,yes,7,True,False
288,5,67,uncover,that_S,active,positive,False,yes,7,True,False
288,5,68,spot,that_S,active,positive,False,yes,7,True,False
95,5,1,freak_out,that_S,passive,positive,False,yes,7,True,False
95,5,2,theorize,that_S,active,positive,False,maybe,7,True,False
95,5,3,quote,that_S,passive,positive,False,maybe,6,True,False
95,5,4,daze,that_S,passive,negative,False,yes,7,True,False
95,5,5,delude,that_S,passive,negative,False,maybe,4,True,False
95,5,6,discuss,that_S,active,positive,False,yes,7,True,False
95,5,7,miss,that_S,active,positive,False,yes,6,True,False
95,5,8,relish,that_S,active,positive,False,yes,7,True,False
95,5,9,suggest,that_S,active,negative,False,maybe,6,True,False
95,5,10,gush,that_S,active,positive,False,yes,7,True,False
95,5,11,lecture,that_S,active,positive,False,maybe,6,True,False
95,5,12,require,that_S,active,positive,False,maybe,6,True,False
95,5,13,announce,that_S,active,positive,False,yes,7,True,False
95,5,14,agonize,that_S,active,negative,False,maybe,6,True,False
95,5,15,spellbind,that_S,passive,negative,False,yes,5,True,False
95,5,16,agree,that_S,active,negative,False,maybe,7,True,False
95,5,17,marvel,that_S,passive,positive,False,yes,7,True,False
95,5,18,cheer,that_S,active,positive,False,yes,7,True,False
95,5,19,grumble,that_S,active,positive,False,yes,7,True,False
95,5,20,relieve,that_S,passive,positive,False,yes,7,True,False
95,5,21,log,that_S,active,positive,False,yes,7,True,False
95,5,22,flip_out,that_S,passive,negative,False,yes,4,True,False
95,5,23,madden,that_S,passive,positive,False,yes,7,True,False
95,5,24,insinuate,that_S,active,positive,False,maybe,7,True,False
95,5,25,dislike,that_S,active,positive,False,yes,7,True,False
95,5,26,signal,that_S,active,positive,False,yes,7,True,False
95,5,27,allege,that_S,active,positive,False,maybe,6,True,False
95,5,28,offend,that_S,passive,negative,False,yes,7,True,False
95,5,29,dismiss,that_S,active,negative,False,maybe,6,True,False
95,5,30,incense,that_S,passive,negative,False,yes,6,True,False
95,5,31,endorse,that_S,active,positive,False,maybe,7,True,False
95,5,32,fax,that_S,passive,negative,False,maybe,2,True,False
95,5,33,reassert,that_S,active,negative,False,maybe,4,True,False
95,5,34,disgrace,that_S,passive,negative,False,yes,5,True,False
95,5,35,miff,that_S,passive,negative,False,yes,6,True,False
95,5,36,request,that_S,active,positive,False,maybe,6,True,False
95,5,37,vote,that_S,active,positive,False,maybe,4,True,False
95,5,38,misinform,that_S,passive,positive,False,no,7,True,False
95,5,39,confide,that_S,active,positive,False,yes,7,True,False
95,5,40,check,that_S,active,positive,False,maybe,7,True,False
95,5,41,come_out,that_S,active,positive,False,maybe,4,True,False
95,5,42,categorize,that_S,active,positive,False,maybe,6,True,False
95,5,43,bicker,that_S,active,positive,False,maybe,7,True,False
95,5,44,determine,that_S,active,positive,False,yes,7,True,False
95,5,45,negotiate,that_S,active,positive,False,maybe,4,True,False
95,5,46,delude,that_S,passive,positive,False,no,6,True,False
95,5,47,hear,that_S,active,positive,False,maybe,7,True,False
95,5,48,visualize,that_S,active,negative,False,maybe,6,True,False
95,5,49,persuade,that_S,passive,negative,False,maybe,6,True,False
95,5,50,promise,that_S,passive,negative,False,maybe,6,True,False
95,5,51,suppose,that_S,active,negative,False,maybe,6,True,False
95,5,52,hint,that_S,active,negative,False,maybe,6,True,False
95,5,53,mark,that_S,active,negative,False,maybe,6,True,False
95,5,54,praise,that_S,active,negative,False,maybe,4,True,False
95,5,55,satisfy,that_S,passive,positive,False,yes,6,True,False
95,5,56,fool,that_S,passive,negative,False,no,4,True,False
95,5,57,fluster,that_S,passive,positive,False,yes,7,True,False
95,5,58,dispute,that_S,active,negative,False,yes,7,True,False
95,5,59,gloat,that_S,active,negative,False,yes,7,True,False
95,5,60,resolve,that_S,active,negative,False,maybe,4,True,False
95,5,61,confirm,that_S,active,negative,False,maybe,7,True,False
95,5,62,contact,that_S,passive,negative,False,yes,5,True,False
95,5,63,flaunt,that_S,active,positive,False,yes,7,True,False
95,5,64,stun,that_S,passive,positive,False,yes,7,True,False
95,5,65,feel,that_S,active,negative,False,maybe,7,True,False
95,5,66,realize,that_S,active,positive,False,yes,7,True,False
95,5,67,uncover,that_S,active,positive,False,yes,7,True,False
95,5,68,spot,that_S,active,positive,False,yes,7,True,False
6,5,1,freak_out,that_S,passive,positive,False,yes,7,True,False
6,5,2,theorize,that_S,active,positive,False,maybe,6,True,False
6,5,3,quote,that_S,passive,positive,False,maybe,7,True,False
6,5,4,daze,that_S,passive,negative,False,yes,6,True,False
6,5,5,delude,that_S,passive,negative,False,no,7,True,False
6,5,6,discuss,that_S,active,positive,False,yes,6,True,False
6,5,7,miss,that_S,active,positive,False,maybe,6,True,False
6,5,8,relish,that_S,active,positive,False,yes,6,True,False
6,5,9,suggest,that_S,active,negative,False,maybe,6,True,False
6,5,10,gush,that_S,active,positive,False,yes,7,True,False
6,5,11,lecture,that_S,active,positive,False,yes,6,True,False
6,5,12,require,that_S,active,positive,False,maybe,6,True,False
6,5,13,announce,that_S,active,positive,False,yes,6,True,False
6,5,14,agonize,that_S,active,negative,False,yes,6,True,False
6,5,15,spellbind,that_S,passive,negative,False,yes,6,True,False
6,5,16,agree,that_S,active,negative,False,maybe,6,True,False
6,5,17,marvel,that_S,passive,positive,False,yes,1,True,False
6,5,18,cheer,that_S,active,positive,False,yes,6,True,False
6,5,19,grumble,that_S,active,positive,False,yes,6,True,False
6,5,20,relieve,that_S,passive,positive,False,yes,6,True,False
6,5,21,log,that_S,active,positive,False,yes,6,True,False
6,5,22,flip_out,that_S,passive,negative,False,yes,7,True,False
6,5,23,madden,that_S,passive,positive,False,yes,7,True,False
6,5,24,insinuate,that_S,active,positive,False,maybe,6,True,False
6,5,25,dislike,that_S,active,positive,False,yes,6,True,False
6,5,26,signal,that_S,active,positive,False,yes,6,True,False
6,5,27,allege,that_S,active,positive,False,maybe,6,True,False
6,5,28,offend,that_S,passive,negative,False,yes,6,True,False
6,5,29,dismiss,that_S,active,negative,False,yes,6,True,False
6,5,30,incense,that_S,passive,negative,False,yes,6,True,False
6,5,31,endorse,that_S,active,positive,False,yes,7,True,False
6,5,32,fax,that_S,passive,negative,False,maybe,6,True,False
6,5,33,reassert,that_S,active,negative,False,maybe,6,True,False
6,5,34,disgrace,that_S,passive,negative,False,yes,6,True,False
6,5,35,miff,that_S,passive,negative,False,yes,6,True,False
6,5,36,request,that_S,active,positive,False,no,2,True,False
6,5,37,vote,that_S,active,positive,False,maybe,7,True,False
6,5,38,misinform,that_S,passive,positive,False,no,7,True,False
6,5,39,confide,that_S,active,positive,False,yes,6,True,False
6,5,40,check,that_S,active,positive,False,maybe,6,True,False
6,5,41,come_out,that_S,active,positive,False,yes,2,True,False
6,5,42,categorize,that_S,active,positive,False,yes,6,True,False
6,5,43,bicker,that_S,active,positive,False,maybe,7,True,False
6,5,44,determine,that_S,active,positive,False,yes,6,True,False
6,5,45,negotiate,that_S,active,positive,False,maybe,6,True,False
6,5,46,delude,that_S,passive,positive,False,no,6,True,False
6,5,47,hear,that_S,active,positive,False,maybe,6,True,False
6,5,48,visualize,that_S,active,negative,False,maybe,6,True,False
6,5,49,persuade,that_S,passive,negative,False,maybe,6,True,False
6,5,50,promise,that_S,passive,negative,False,maybe,6,True,False
6,5,51,suppose,that_S,active,negative,False,maybe,6,True,False
6,5,52,hint,that_S,active,negative,False,maybe,6,True,False
6,5,53,mark,that_S,active,negative,False,maybe,7,True,False
6,5,54,praise,that_S,active,negative,False,yes,6,True,False
6,5,55,satisfy,that_S,passive,positive,False,yes,6,True,False
6,5,56,fool,that_S,passive,negative,False,no,6,True,False
6,5,57,fluster,that_S,passive,positive,False,yes,6,True,False
6,5,58,dispute,that_S,active,negative,False,maybe,6,True,False
6,5,59,gloat,that_S,active,negative,False,maybe,5,True,False
6,5,60,resolve,that_S,active,negative,False,maybe,6,True,False
6,5,61,confirm,that_S,active,negative,False,maybe,7,True,False
6,5,62,contact,that_S,passive,negative,False,maybe,6,True,False
6,5,63,flaunt,that_S,active,positive,False,yes,6,True,False
6,5,64,stun,that_S,passive,positive,False,yes,7,True,False
6,5,65,feel,that_S,active,negative,False,maybe,6,True,False
6,5,66,realize,that_S,active,positive,False,yes,6,True,False
6,5,67,uncover,that_S,active,positive,False,yes,6,True,False
6,5,68,spot,that_S,active,positive,False,yes,6,True,False
210,5,1,freak_out,that_S,passive,positive,False,yes,7,True,False
210,5,2,theorize,that_S,active,positive,False,maybe,7,True,False
210,5,3,quote,that_S,passive,positive,False,maybe,7,True,False
210,5,4,daze,that_S,passive,negative,False,yes,5,True,False
210,5,5,delude,that_S,passive,negative,False,no,5,True,False
210,5,6,discuss,that_S,active,positive,False,maybe,7,True,False
210,5,7,miss,that_S,active,positive,False,yes,6,True,False
210,5,8,relish,that_S,active,positive,False,yes,7,True,False
210,5,9,suggest,that_S,active,negative,False,maybe,7,True,False
210,5,10,gush,that_S,active,positive,False,maybe,6,True,False
210,5,11,lecture,that_S,active,positive,False,maybe,6,True,False
210,5,12,require,that_S,active,positive,False,maybe,5,True,False
210,5,13,announce,that_S,active,positive,False,maybe,7,True,False
210,5,14,agonize,that_S,active,negative,False,maybe,7,True,False
210,5,15,spellbind,that_S,passive,negative,False,yes,5,True,False
210,5,16,agree,that_S,active,negative,False,maybe,7,True,False
210,5,17,marvel,that_S,passive,positive,False,yes,6,True,False
210,5,18,cheer,that_S,active,positive,False,yes,7,True,False
210,5,19,grumble,that_S,active,positive,False,yes,7,True,False
210,5,20,relieve,that_S,passive,positive,False,yes,7,True,False
210,5,21,log,that_S,active,positive,False,yes,5,True,False
210,5,22,flip_out,that_S,passive,negative,False,yes,6,True,False
210,5,23,madden,that_S,passive,positive,False,yes,6,True,False
210,5,24,insinuate,that_S,active,positive,False,maybe,7,True,False
210,5,25,dislike,that_S,active,positive,False,yes,7,True,False
210,5,26,signal,that_S,active,positive,False,maybe,7,True,False
210,5,27,allege,that_S,active,positive,False,maybe,6,True,False
210,5,28,offend,that_S,passive,negative,False,yes,7,True,False
210,5,29,dismiss,that_S,active,negative,False,maybe,7,True,False
210,5,30,incense,that_S,passive,negative,False,yes,6,True,False
