"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"2750",461,45547,"Julian dances salsa","F","F","pretend","Did Kathleen pretend that Julian dances salsa?","18","NonProj","No",21,38,"English","Yes",0,"f","",11.1618833333333,0
"2751",461,5184,"Emma studied on Saturday morning","M","M","hear","Did Justin hear that Emma studied on Saturday morning?","3","C","Yes",22,38,"English","Yes",0,"f","",11.1618833333333,1
"2752",461,4278,"Mia drank 2 cocktails last night","M","F","demonstrate","Did Ray demonstrate that Mia drank 2 cocktails last night?","6","C","Yes",23,38,"English","Yes",0,"f","",11.1618833333333,1
"2753",461,4064,"Jayden rented a car","F","F","announce","Did Stephanie announce that Jayden rented a car?","14","C","Yes",24,38,"English","Yes",0,"f","",11.1618833333333,1
"2754",461,3769,"Tony had a drink last night","F","F","discover","Did Rebecca discover that Tony had a drink last night?","15","NonProj","Yes",25,38,"English","Yes",0,"f","",11.1618833333333,1
"2755",461,6088,"Emily bought a car yesterday","M","F","inform","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes",26,38,"English","Yes",0,"f","",11.1618833333333,1
"2756",461,5284,"Frank got a cat","F","M","establish","Did Melissa establish that Frank got a cat?","12","NonProj","No",27,38,"English","Yes",0,"f","",11.1618833333333,0
"2757",467,5264,"Mary is pregnant","M","F","inform","Did Patrick inform Sam that Mary is pregnant?","1","C","Yes",2,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2758",467,6327,"Tony had a drink last night","F","F","confess","Did Rebecca confess that Tony had a drink last night?","15","C","No",3,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2759",467,5679,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",4,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2760",467,5752,"Grace visited her sister","M","M","be_annoyed","Is Andrew annoyed that Grace visited her sister?","9","NonProj","Yes",5,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2761",467,5584,"Olivia sleeps until noon","M","F","hear","Did Jerry hear that Olivia sleeps until noon?","4","C","Yes",6,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2762",467,12598,"Emma studied on Saturday morning","M","F","demonstrate","Did Justin demonstrate that Emma studied on Saturday morning?","3","C","No",7,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2763",467,4607,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",8,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2764",467,5791,"Josh learned to ride a bike yesterday","F","M","think","Does Sharon think that Josh learned to ride a bike yesterday?","16","NonProj","No",9,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2765",467,5335,"Jackson ran 10 miles","F","F","suggest","Did Laura suggest that Jackson ran 10 miles?","13","C","No",10,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2766",467,7561,"Josie went on vacation to France","M","F","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",11,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2767",467,5935,"Jayden rented a car","F","F","see","Did Stephanie see that Jayden rented a car?","14","NonProj","Yes",12,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2768",467,4056,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",13,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2769",467,5439,"Frank got a cat","F","M","know","Does Melissa know that Frank got a cat?","12","NonProj","Yes",14,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2770",467,3423,"Jon walks to work","F","F","be_right","Is Ruth right that Jon walks to work?","19","C","No",15,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2771",467,5663,"Julian dances salsa","F","F","admit","Did Kathleen admit that Julian dances salsa?","18","C","No",16,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2772",467,5624,"Owen shoveled snow last winter","F","F","confirm","Did Cynthia confirm that Owen shoveled snow last winter?","17","C","No",17,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2773",467,5439,"Mia drank 2 cocktails last night","M","F","say","Did Ray say that Mia drank 2 cocktails last night?","6","C","No",18,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2774",467,5687,"Isabella ate a steak on Sunday","M","M","pretend","Did Kevin pretend that Isabella ate a steak on Sunday?","7","NonProj","No",19,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2775",467,3575,"Sophia got a tattoo","M","F","establish","Did Ben establish that Sophia got a tattoo?","5","NonProj","No",20,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2776",467,3935,"Emily bought a car yesterday","M","F","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes",21,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2777",467,4425,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",22,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2778",467,4216,"Zoe calculated the tip","M","M","reveal","Did Tim reveal that Zoe calculated the tip?","10","NonProj","No",23,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2779",467,2216,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",24,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2780",467,2775,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",25,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2781",467,3112,"Charley speaks Spanish","F","F","announce","Did Anna announce that Charley speaks Spanish?","20","C","No",26,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,0
"2782",467,5335,"Danny ate the last cupcake","F","M","acknowledge","Did Amanda acknowledge that Danny ate the last cupcake?","11","C","Yes",27,42,"english","Yes",0,"m","fun hit, fair price, no technical difficulties!",3.1616,1
"2783",232,6514,"Tony had a drink last night","F","F","acknowledge","Did Rebecca acknowledge that Tony had a drink last night?","15","C","Yes",2,31,"English","Yes",0,"f","",3.3756,1
"2784",232,5481,"Charley speaks Spanish","F","M","say","Did Anna say that Charley speaks Spanish?","20","C","No",3,31,"English","Yes",0,"f","",3.3756,0
"2785",232,5223,"Jon walks to work","F","F","know","Does Ruth know that Jon walks to work?","19","NonProj","Yes",4,31,"English","Yes",0,"f","",3.3756,1
"2786",232,6357,"Julian dances salsa","F","M","be_right","Is Kathleen right that Julian dances salsa?","18","C","No",5,31,"English","Yes",0,"f","",3.3756,0
"2787",232,6622,"Zoe calculated the tip","M","M","discover","Did Tim discover that Zoe calculated the tip?","10","NonProj","Yes",6,31,"English","Yes",0,"f","",3.3756,1
"2788",232,5824,"Owen shoveled snow last winter","F","F","prove","Did Cynthia prove that Owen shoveled snow last winter?","17","C","No",7,31,"English","Yes",0,"f","",3.3756,0
"2789",232,6056,"Olivia sleeps until noon","M","M","pretend","Did Jerry pretend that Olivia sleeps until noon?","4","NonProj","No",8,31,"English","Yes",0,"f","",3.3756,0
"2790",232,4306,"Jayden rented a car","F","F","suggest","Did Stephanie suggest that Jayden rented a car?","14","C","No",9,31,"English","Yes",0,"f","",3.3756,0
"2791",232,4041,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",10,31,"English","Yes",0,"f","",3.3756,0
"2792",232,6143,"Frank got a cat","F","F","think","Does Melissa think that Frank got a cat?","12","NonProj","No",11,31,"English","Yes",0,"f","",3.3756,0
"2793",232,3920,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",12,31,"English","Yes",0,"f","",3.3756,0
"2794",232,4504,"Grace visited her sister","M","M","establish","Did Andrew establish that Grace visited her sister?","9","NonProj","No",13,31,"English","Yes",0,"f","",3.3756,0
"2795",232,5504,"Emily bought a car yesterday","M","F","announce","Did Brian announce that Emily bought a car yesterday?","8","C","Yes",14,31,"English","Yes",0,"f","",3.3756,1
"2796",232,3512,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",15,31,"English","Yes",0,"f","",3.3756,0
"2797",232,6150,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",16,31,"English","Yes",0,"f","",3.3756,0
"2798",232,6975,"Jackson ran 10 miles","F","F","confirm","Did Laura confirm that Jackson ran 10 miles?","13","C","No",17,31,"English","Yes",0,"f","",3.3756,0
"2799",232,5081,"Sophia got a tattoo","M","M","reveal","Did Ben reveal that Sophia got a tattoo?","5","NonProj","Yes",18,31,"English","Yes",0,"f","",3.3756,1
"2800",232,3414,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",19,31,"English","Yes",0,"f","",3.3756,0
"2801",232,5536,"Mia drank 2 cocktails last night","M","F","see","Did Ray see that Mia drank 2 cocktails last night?","6","NonProj","Yes",20,31,"English","Yes",0,"f","",3.3756,1
"2802",232,22996,"Isabella ate a steak on Sunday","M","F","admit","Did Kevin admit that Isabella ate a steak on Sunday?","7","C","No",21,31,"English","Yes",0,"f","",3.3756,0
"2803",232,3664,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",22,31,"English","Yes",0,"f","",3.3756,0
"2804",232,6936,"Emma studied on Saturday morning","M","F","confess","Did Justin confess that Emma studied on Saturday morning?","3","C","No",23,31,"English","Yes",0,"f","",3.3756,0
"2805",232,3407,"Danny ate the last cupcake","F","M","demonstrate","Did Amanda demonstrate that Danny ate the last cupcake?","11","C","No",24,31,"English","Yes",0,"f","",3.3756,0
"2806",232,6135,"Josie went on vacation to France","M","F","inform","Did Scott inform Sam that Josie went on vacation to France?","2","C","Yes",25,31,"English","Yes",0,"f","",3.3756,1
"2807",232,5537,"Josh learned to ride a bike yesterday","F","M","be_annoyed","Is Sharon annoyed that Josh learned to ride a bike yesterday?","16","NonProj","Yes",26,31,"English","Yes",0,"f","",3.3756,1
"2808",232,3497,"Mary is pregnant","M","F","hear","Did Patrick hear that Mary is pregnant?","1","C","Yes",27,31,"English","Yes",0,"f","",3.3756,1
"2809",220,16286,"Mary is pregnant","M","F","confirm","Did Patrick confirm that Mary is pregnant?","1","C","No",2,32,"English","Yes",0,"m","",5.78443333333333,0
"2810",220,17119,"Frank got a cat","F","F","admit","Did Melissa admit that Frank got a cat?","12","C","No",3,32,"English","Yes",0,"m","",5.78443333333333,0
"2811",220,10648,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",4,32,"English","Yes",0,"m","",5.78443333333333,0
"2812",220,22022,"Isabella ate a steak on Sunday","M","M","know","Does Kevin know that Isabella ate a steak on Sunday?","7","NonProj","No",5,32,"English","Yes",0,"m","",5.78443333333333,0
"2813",220,7632,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",6,32,"English","Yes",0,"m","",5.78443333333333,0
"2814",220,6176,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",7,32,"English","Yes",0,"m","",5.78443333333333,0
"2815",220,16736,"Emily bought a car yesterday","M","F","confess","Did Brian confess that Emily bought a car yesterday?","8","C","No",8,32,"English","Yes",0,"m","",5.78443333333333,0
"2816",220,13264,"Emma studied on Saturday morning","M","F","establish","Did Justin establish that Emma studied on Saturday morning?","3","NonProj","No",9,32,"English","Yes",0,"m","",5.78443333333333,0
"2817",220,7864,"Zoe calculated the tip","M","F","reveal","Did Tim reveal that Zoe calculated the tip?","10","NonProj","No",10,32,"English","Yes",0,"m","",5.78443333333333,0
"2818",220,15528,"Danny ate the last cupcake","F","M","inform","Did Amanda inform Sam that Danny ate the last cupcake?","11","C","Yes",11,32,"English","Yes",0,"m","",5.78443333333333,1
"2819",220,21295,"Owen shoveled snow last winter","F","M","acknowledge","Did Cynthia acknowledge that Owen shoveled snow last winter?","17","C","No",12,32,"English","Yes",0,"m","",5.78443333333333,0
"2820",220,14520,"Sophia got a tattoo","M","F","see","Did Ben see that Sophia got a tattoo?","5","NonProj","Yes",13,32,"English","Yes",0,"m","",5.78443333333333,1
"2821",220,14592,"Josie went on vacation to France","M","F","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",14,32,"English","Yes",0,"m","",5.78443333333333,0
"2822",220,8941,"Julian dances salsa","F","F","hear","Did Kathleen hear that Julian dances salsa?","18","C","No",15,32,"English","Yes",0,"m","",5.78443333333333,0
"2823",220,10943,"Josh learned to ride a bike yesterday","F","F","demonstrate","Did Sharon demonstrate that Josh learned to ride a bike yesterday?","16","C","No",16,32,"English","Yes",0,"m","",5.78443333333333,0
"2824",220,8416,"Olivia sleeps until noon","M","M","announce","Did Jerry announce that Olivia sleeps until noon?","4","C","No",17,32,"English","Yes",0,"m","",5.78443333333333,0
"2825",220,12848,"Charley speaks Spanish","F","F","be_annoyed","Is Anna annoyed that Charley speaks Spanish?","20","NonProj","Yes",18,32,"English","Yes",0,"m","",5.78443333333333,1
"2826",220,15848,"Jayden rented a car","F","F","be_right","Is Stephanie right that Jayden rented a car?","14","C","No",19,32,"English","Yes",0,"m","",5.78443333333333,0
"2827",220,4303,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",20,32,"English","Yes",0,"m","",5.78443333333333,0
"2828",220,9061,"Grace visited her sister","M","F","discover","Did Andrew discover that Grace visited her sister?","9","NonProj","Yes",21,32,"English","Yes",0,"m","",5.78443333333333,1
"2829",220,5016,"Mia drank 2 cocktails last night","M","M","think","Does Ray think that Mia drank 2 cocktails last night?","6","NonProj","No",22,32,"English","Yes",0,"m","",5.78443333333333,0
"2830",220,4736,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",23,32,"English","Yes",0,"m","",5.78443333333333,0
"2831",220,10103,"Tony had a drink last night","F","M","pretend","Did Rebecca pretend that Tony had a drink last night?","15","NonProj","No",24,32,"English","Yes",0,"m","",5.78443333333333,0
"2832",220,4111,"Jon walks to work","F","M","say","Did Ruth say that Jon walks to work?","19","C","No",25,32,"English","Yes",0,"m","",5.78443333333333,0
"2833",220,5136,"Jackson ran 10 miles","F","M","suggest","Did Laura suggest that Jackson ran 10 miles?","13","C","No",26,32,"English","Yes",0,"m","",5.78443333333333,0
"2834",220,3864,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",27,32,"English","Yes",0,"m","",5.78443333333333,0
"2835",451,6941,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",2,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2836",451,8948,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",3,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2837",451,34093,"Emily bought a car yesterday","M","F","think","Does Brian think that Emily bought a car yesterday?","8","NonProj","No",4,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2838",451,16515,"Josh learned to ride a bike yesterday","F","M","prove","Did Sharon prove that Josh learned to ride a bike yesterday?","16","C","No",5,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2839",451,9297,"Emma studied on Saturday morning","M","F","say","Did Justin say that Emma studied on Saturday morning?","3","C","No",6,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2840",451,12037,"Mary is pregnant","M","F","inform","Did Patrick inform Sam that Mary is pregnant?","1","C","Yes",7,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2841",451,7797,"Julian dances salsa","F","F","confess","Did Kathleen confess that Julian dances salsa?","18","C","Yes",8,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2842",451,13545,"Isabella ate a steak on Sunday","M","M","discover","Did Kevin discover that Isabella ate a steak on Sunday?","7","NonProj","Yes",9,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2843",451,16838,"Mia drank 2 cocktails last night","M","M","confirm","Did Ray confirm that Mia drank 2 cocktails last night?","6","C","No",10,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2844",451,8036,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",11,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2845",451,7168,"Jackson ran 10 miles","F","F","be_annoyed","Is Laura annoyed that Jackson ran 10 miles?","13","NonProj","Yes",12,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2846",451,22030,"Zoe calculated the tip","M","F","pretend","Did Tim pretend that Zoe calculated the tip?","10","NonProj","No",13,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2847",451,7140,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",14,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2848",451,8442,"Olivia sleeps until noon","M","F","see","Did Jerry see that Olivia sleeps until noon?","4","NonProj","Yes",15,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2849",451,6806,"Charley speaks Spanish","F","M","acknowledge","Did Anna acknowledge that Charley speaks Spanish?","20","C","Yes",16,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2850",451,5972,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",17,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2851",451,6431,"Sophia got a tattoo","M","F","know","Does Ben know that Sophia got a tattoo?","5","NonProj","Yes",18,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2852",451,7910,"Danny ate the last cupcake","F","M","demonstrate","Did Amanda demonstrate that Danny ate the last cupcake?","11","C","No",19,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2853",451,11040,"Josie went on vacation to France","M","F","announce","Did Scott announce that Josie went on vacation to France?","2","C","Yes",20,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2854",451,8646,"Owen shoveled snow last winter","F","F","establish","Did Cynthia establish that Owen shoveled snow last winter?","17","NonProj","No",21,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2855",451,7496,"Tony had a drink last night","F","F","reveal","Did Rebecca reveal that Tony had a drink last night?","15","NonProj","No",22,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2856",451,10086,"Grace visited her sister","M","M","suggest","Did Andrew suggest that Grace visited her sister?","9","C","No",23,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2857",451,7824,"Frank got a cat","F","M","be_right","Is Melissa right that Frank got a cat?","12","C","No",24,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2858",451,9870,"Jayden rented a car","F","F","admit","Did Stephanie admit that Jayden rented a car?","14","C","No",25,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2859",451,11172,"Jon walks to work","F","M","hear","Did Ruth hear that Jon walks to work?","19","C","Yes",26,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,1
"2860",451,8726,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",27,38,"english","Yes",0,"m","1.00 is perfect",6.17436666666667,0
"2861",353,10707,"Emily bought a car yesterday","M","F","hear","Did Brian hear that Emily bought a car yesterday?","8","C","No",2,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2862",353,8410,"Owen shoveled snow last winter","F","F","discover","Did Cynthia discover that Owen shoveled snow last winter?","17","NonProj","No",3,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2863",353,15400,"Jon walks to work","F","M","confirm","Did Ruth confirm that Jon walks to work?","19","C","No",4,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2864",353,6008,"Jayden rented a car","F","M","reveal","Did Stephanie reveal that Jayden rented a car?","14","NonProj","Yes",5,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2865",353,4903,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",6,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2866",353,11695,"Grace visited her sister","M","M","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No",7,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2867",353,6904,"Mary is pregnant","M","F","be_annoyed","Is Patrick annoyed that Mary is pregnant?","1","NonProj","Yes",8,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2868",353,5383,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",9,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2869",353,4951,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",10,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2870",353,15339,"Sophia got a tattoo","M","F","think","Does Ben think that Sophia got a tattoo?","5","NonProj","No",11,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2871",353,15136,"Frank got a cat","F","F","confess","Did Melissa confess that Frank got a cat?","12","C","Yes",12,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2872",353,25776,"Julian dances salsa","F","M","establish","Did Kathleen establish that Julian dances salsa?","18","NonProj","No",13,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2873",353,3684,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",14,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2874",353,8903,"Danny ate the last cupcake","F","M","announce","Did Amanda announce that Danny ate the last cupcake?","11","C","Yes",15,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2875",353,9160,"Isabella ate a steak on Sunday","M","F","prove","Did Kevin prove that Isabella ate a steak on Sunday?","7","C","No",16,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2876",353,8671,"Jackson ran 10 miles","F","M","inform","Did Laura inform Sam that Jackson ran 10 miles?","13","C","Yes",17,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2877",353,8140,"Josh learned to ride a bike yesterday","F","F","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","No",18,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2878",353,11220,"Tony had a drink last night","F","M","know","Does Rebecca know that Tony had a drink last night?","15","NonProj","Yes",19,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2879",353,5880,"Mia drank 2 cocktails last night","M","M","see","Did Ray see that Mia drank 2 cocktails last night?","6","NonProj","No",20,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2880",353,4012,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",21,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2881",353,3447,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",22,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2882",353,6100,"Olivia sleeps until noon","M","F","suggest","Did Jerry suggest that Olivia sleeps until noon?","4","C","No",23,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2883",353,10838,"Charley speaks Spanish","F","F","admit","Did Anna admit that Charley speaks Spanish?","20","C","Yes",24,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,1
"2884",353,9932,"Josie went on vacation to France","M","F","demonstrate","Did Scott demonstrate that Josie went on vacation to France?","2","C","No",25,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2885",353,5756,"Emma studied on Saturday morning","M","F","be_right","Is Justin right that Emma studied on Saturday morning?","3","C","No",26,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2886",353,5979,"Zoe calculated the tip","M","F","say","Did Tim say that Zoe calculated the tip?","10","C","No",27,50,"English","Yes",0,"f","I would like to see more of these kind of HITs.",4.78271666666667,0
"2887",287,44438,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",2,30,"English","Yes",0,"m","",5.60803333333333,0
"2888",287,74527,"Tony had a drink last night","F","M","know","Does Rebecca know that Tony had a drink last night?","15","NonProj","Yes",3,30,"English","Yes",0,"m","",5.60803333333333,1
"2889",287,5135,"Grace visited her sister","M","F","establish","Did Andrew establish that Grace visited her sister?","9","NonProj","Yes",4,30,"English","Yes",0,"m","",5.60803333333333,1
"2890",287,18457,"Zoe calculated the tip","M","F","say","Did Tim say that Zoe calculated the tip?","10","C","No",5,30,"English","Yes",0,"m","",5.60803333333333,0
"2891",287,23055,"Charley speaks Spanish","F","M","announce","Did Anna announce that Charley speaks Spanish?","20","C","Yes",6,30,"English","Yes",0,"m","",5.60803333333333,1
"2892",287,8968,"Frank got a cat","F","F","be_right","Is Melissa right that Frank got a cat?","12","C","No",7,30,"English","Yes",0,"m","",5.60803333333333,0
"2893",287,5656,"Mia drank 2 cocktails last night","M","F","acknowledge","Did Ray acknowledge that Mia drank 2 cocktails last night?","6","C","Yes",8,30,"English","Yes",0,"m","",5.60803333333333,1
"2894",287,3127,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",9,30,"English","Yes",0,"m","",5.60803333333333,0
"2895",287,4519,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",10,30,"English","Yes",0,"m","",5.60803333333333,0
"2896",287,4280,"Josie went on vacation to France","M","F","be_annoyed","Is Scott annoyed that Josie went on vacation to France?","2","NonProj","Yes",11,30,"English","Yes",0,"m","",5.60803333333333,1
"2897",287,6249,"Sophia got a tattoo","M","F","hear","Did Ben hear that Sophia got a tattoo?","5","C","Yes",12,30,"English","Yes",0,"m","",5.60803333333333,1
"2898",287,4455,"Julian dances salsa","F","F","see","Did Kathleen see that Julian dances salsa?","18","NonProj","Yes",13,30,"English","Yes",0,"m","",5.60803333333333,1
"2899",287,3888,"Olivia sleeps until noon","M","F","think","Does Jerry think that Olivia sleeps until noon?","4","NonProj","No",14,30,"English","Yes",0,"m","",5.60803333333333,0
"2900",287,5049,"Jackson ran 10 miles","F","F","reveal","Did Laura reveal that Jackson ran 10 miles?","13","NonProj","Yes",15,30,"English","Yes",0,"m","",5.60803333333333,1
"2901",287,6519,"Danny ate the last cupcake","F","M","suggest","Did Amanda suggest that Danny ate the last cupcake?","11","C","No",16,30,"English","Yes",0,"m","",5.60803333333333,0
"2902",287,3711,"Jayden rented a car","F","F","demonstrate","Did Stephanie demonstrate that Jayden rented a car?","14","C","No",17,30,"English","Yes",0,"m","",5.60803333333333,0
"2903",287,3608,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",18,30,"English","Yes",0,"m","",5.60803333333333,0
