"","workerid","rt","subjectGender","speakerGender","content","verb","fact","fact_type","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","assignmentid"
"2559",98,3616,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.01,12,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2560",98,8665,"F","M","Jon walks to work","see","Jon lives 10 miles away from work","factL","19","NonProj",0.02,13,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2561",98,4080,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.04,14,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2562",98,5768,"M","F","Sophia got a tattoo","think","Sophia is a high end fashion model","factL","5","NonProj",0,15,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2563",98,4959,"F","M","Julian dances salsa","inform_Sam","Julian is German","factL","18","C",0.01,16,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2564",98,8592,"F","M","Jayden rented a car","prove","Jayden&quotechars car is in the shop","factH","14","C",0.19,17,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2565",98,4512,"F","F","Frank got a cat","know","Frank is allergic to cats","factL","12","NonProj",0.01,18,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2566",98,8512,"F","F","Tony had a drink last night","be_right_that","Tony really likes to party with his friends","factH","15","C",0.52,19,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2567",98,4184,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.04,20,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2568",98,6472,"M","M","Olivia sleeps until noon","pretend","Olivia works the third shift","factH","4","NonProj",0.04,21,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2569",98,10447,"F","M","Josh learned to ride a bike yesterday","discover","Josh is a 75-year old man","factL","16","NonProj",0.19,22,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2570",98,3617,"F","F","Charley speaks Spanish","demonstrate","Charley lives in Mexico","factH","20","C",0.5,23,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2571",98,29447,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.28,24,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2572",98,4480,"F","F","Danny ate the last cupcake","confirm","Danny is a diabetic","factL","11","C",0.24,25,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2573",98,2944,"M","F","Grace visited her sister","announce","Grace loves her sister","factH","9","C",0.06,26,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2574",98,3336,"M","M","Mary is pregnant","reveal","Mary is a middle school student","factL","1","NonProj",0.03,27,37,"english","Yes","m","f","I think this hit was fair, although I didn&quotechart  notice any attention check questions as described in the instructions.  If you are going to state there will be attention checks, they should be in there.  Even though I completed the survey carefully, I&quotecharm nervous I may have missed something!",9.16078333333333,"3MHW492WW0E7N8TMGX5WBENKP0DMVV"
"2575",99,13125,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.96,2,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2576",99,17251,"F","F","Tony had a drink last night","announce","Tony has been sober for 20 years","factL","15","C",0.02,3,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2577",99,25288,"F","F","Josh learned to ride a bike yesterday","acknowledge","Josh is a 75-year old man","factL","16","C",0.51,4,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2578",99,7576,"F","M","Charley speaks Spanish","see","Charley lives in Korea","factL","20","NonProj",0.03,5,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2579",99,12848,"M","F","Zoe calculated the tip","demonstrate","Zoe is a math major","factH","10","C",0,6,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2580",99,7472,"M","F","Mia drank 2 cocktails last night","pretend","Mia is a nun","factL","6","NonProj",0,7,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2581",99,13195,"M","F","Isabella ate a steak on Sunday","inform_Sam","Isabella is a vegetarian","factL","7","C",0.05,8,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2582",99,8712,"M","F","Emily bought a car yesterday","discover","Emily has been saving for a year","factH","8","NonProj",0.24,9,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2583",99,10951,"F","F","Owen shoveled snow last winter","establish","Owen lives in New Orleans","factL","17","NonProj",0.12,10,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2584",99,8568,"F","F","Jon walks to work","suggest","Jon lives 10 miles away from work","factL","19","C",0.14,11,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2585",99,12728,"M","M","Olivia sleeps until noon","know","Olivia works the third shift","factH","4","NonProj",0.49,12,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2586",99,11106,"M","F","Josie went on vacation to France","admit","Josie loves France","factH","2","C",0.48,13,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2587",99,5584,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.03,14,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2588",99,7736,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.03,15,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2589",99,5760,"F","F","Jackson ran 10 miles","be_right_that","Jackson is training for a marathon","factH","13","C",0.42,16,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2590",99,5727,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.49,17,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2591",99,4720,"F","F","Julian dances salsa","prove","Julian is Cuban","factH","18","C",0.47,18,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2592",99,7752,"F","M","Frank got a cat","confirm","Frank has always wanted a pet","factH","12","C",0.01,19,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2593",99,5224,"M","M","Grace visited her sister","hear","Grace hates her sister","factL","9","C",0.15,20,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2594",99,7447,"M","M","Mary is pregnant","think","Mary is taking a prenatal yoga class","factH","1","NonProj",0.02,21,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2595",99,8211,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.07,22,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2596",99,5256,"M","F","Emma studied on Saturday morning","reveal","Emma is in law school","factH","3","NonProj",0.45,23,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2597",99,5152,"M","F","Sophia got a tattoo","confess","Sophia is a high end fashion model","factL","5","C",0.15,24,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2598",99,5200,NA,"M","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.02,25,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2599",99,5840,"F","M","Danny ate the last cupcake","say","Danny loves cake","factH","11","C",0.27,26,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2600",99,12056,"F","F","Jayden rented a car","annoyed","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0.07,27,40,"english","Yes","m","m","",4.81126666666667,"3U5NZHP4LR38QAVF3OGKDHQ6MQDPH4"
"2601",100,34783,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0,2,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2602",100,27160,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.01,3,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2603",100,26112,"M","F","Emily bought a car yesterday","inform_Sam","Emily never has any money","factL","8","C",0,4,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2604",100,47488,"F","F","Danny ate the last cupcake","suggest","Danny is a diabetic","factL","11","C",0,5,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2605",100,20400,"M","F","Isabella ate a steak on Sunday","prove","Isabella is from Argentina","factH","7","C",0,6,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2606",100,12648,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0,7,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2607",100,16489,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0,8,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2608",100,34296,"M","M","Josie went on vacation to France","see","Josie doesn&quotechart have a passport","factL","2","NonProj",0,9,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2609",100,25631,"M","F","Mia drank 2 cocktails last night","pretend","Mia is a college student","factH","6","NonProj",1,10,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2610",100,38208,"M","F","Mary is pregnant","demonstrate","Mary is taking a prenatal yoga class","factH","1","C",0,11,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2611",100,11032,"F","F","Owen shoveled snow last winter","hear","Owen lives in New Orleans","factL","17","C",0.01,12,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2612",100,22800,"F","F","Frank got a cat","think","Frank is allergic to cats","factL","12","NonProj",0,13,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2613",100,28744,"F","M","Julian dances salsa","acknowledge","Julian is Cuban","factH","18","C",0.75,14,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2614",100,19322,"F","M","Jackson ran 10 miles","say","Jackson is obese","factL","13","C",0,15,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2615",100,14103,"M","F","Grace visited her sister","admit","Grace loves her sister","factH","9","C",1,16,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2616",100,42190,"F","F","Jon walks to work","annoyed","Jon lives 10 miles away from work","factL","19","NonProj",0.28,17,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2617",100,19840,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,18,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2618",100,14176,"F","F","Tony had a drink last night","discover","Tony really likes to party with his friends","factH","15","NonProj",1,19,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2619",100,16721,"F","F","Jayden rented a car","establish","Jayden&quotechars car is in the shop","factH","14","NonProj",0.86,20,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2620",100,15391,"M","F","Olivia sleeps until noon","confess","Olivia works the third shift","factH","4","C",0.83,21,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2621",100,15776,"M","F","Sophia got a tattoo","know","Sophia is a hipster","factH","5","NonProj",1,22,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2622",100,25872,"F","M","Charley speaks Spanish","announce","Charley lives in Korea","factL","20","C",0.02,23,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2623",100,14297,"M","M","Emma studied on Saturday morning","be_right_that","Emma is in first grade","factL","3","C",0,24,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2624",100,16888,"M","F","Zoe calculated the tip","reveal","Zoe is a math major","factH","10","NonProj",0.86,25,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2625",100,9352,NA,"M","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0,26,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2626",100,14800,"F","F","Josh learned to ride a bike yesterday","confirm","Josh is a 75-year old man","factL","16","C",0.02,27,50,"English","Yes","m","m","",11.0804666666667,"3LQ8PUHQFLTG9O8BQTQ04KPU0CIHIK"
"2627",101,19616,"F","M","Frank got a cat","confess","Frank is allergic to cats","factL","12","C",0.02,2,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2628",101,16203,"F","M","Charley speaks Spanish","discover","Charley lives in Korea","factL","20","NonProj",0.51,3,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2629",101,10136,"M","F","Isabella ate a steak on Sunday","hear","Isabella is from Argentina","factH","7","C",0.52,4,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2630",101,8698,"F","M","Jon walks to work","be_right_that","Jon lives 10 miles away from work","factL","19","C",0,5,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2631",101,7425,"M","M","Grace visited her sister","establish","Grace hates her sister","factL","9","NonProj",0.01,6,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2632",101,15337,"F","F","Jackson ran 10 miles","confirm","Jackson is training for a marathon","factH","13","C",0.87,7,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2633",101,7953,"M","M","Olivia sleeps until noon","reveal","Olivia works the third shift","factH","4","NonProj",0.82,8,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2634",101,15717,"F","F","Josh learned to ride a bike yesterday","demonstrate","Josh is a 5-year old boy","factH","16","C",0.54,9,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2635",101,6961,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.55,10,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2636",101,15093,"F","F","Owen shoveled snow last winter","prove","Owen lives in New Orleans","factL","17","C",0.31,11,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2637",101,10375,"M","F","Emma studied on Saturday morning","know","Emma is in law school","factH","3","NonProj",0.62,12,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2638",101,15497,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.69,13,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2639",101,14966,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.5,14,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2640",101,26993,NA,"M","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.31,15,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2641",101,10998,"F","M","Danny ate the last cupcake","see","Danny is a diabetic","factL","11","NonProj",0.26,16,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2642",101,10919,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.07,17,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2643",101,10906,"F","F","Jayden rented a car","acknowledge","Jayden&quotechars car is in the shop","factH","14","C",0.72,18,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2644",101,7621,"M","F","Josie went on vacation to France","inform_Sam","Josie loves France","factH","2","C",0.69,19,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2645",101,12271,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.62,20,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2646",101,12961,"M","M","Mary is pregnant","say","Mary is a middle school student","factL","1","C",0.14,21,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2647",101,7030,"M","F","Zoe calculated the tip","think","Zoe is 5 years old","factL","10","NonProj",0.17,22,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2648",101,11188,"M","F","Emily bought a car yesterday","announce","Emily has been saving for a year","factH","8","C",0.53,23,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2649",101,12465,"M","F","Sophia got a tattoo","annoyed","Sophia is a hipster","factH","5","NonProj",0.49,24,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2650",101,7301,"M","M","Mia drank 2 cocktails last night","pretend","Mia is a nun","factL","6","NonProj",0.14,25,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2651",101,9518,"F","F","Julian dances salsa","admit","Julian is German","factL","18","C",0.66,26,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2652",101,7155,"F","F","Tony had a drink last night","suggest","Tony really likes to party with his friends","factH","15","C",0.74,27,54,"English","Yes","m","f","I thought this was fair. Very straightforward.",6.57726666666667,"3E337GFOL99UNTOR33LAOS9A7BZNG7"
"2653",102,24590,"M","M","Emma studied on Saturday morning","see","Emma is in law school","factH","3","NonProj",0.12,2,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2654",102,32530,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.43,3,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2655",102,19106,"F","F","Charley speaks Spanish","reveal","Charley lives in Korea","factL","20","NonProj",0.12,4,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2656",102,26194,"M","M","Isabella ate a steak on Sunday","demonstrate","Isabella is a vegetarian","factL","7","C",0,5,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2657",102,18362,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.04,6,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2658",102,21385,"M","M","Mary is pregnant","acknowledge","Mary is taking a prenatal yoga class","factH","1","C",0.95,7,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2659",102,22949,"M","M","Josie went on vacation to France","confess","Josie loves France","factH","2","C",0.19,8,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2660",102,12053,"F","F","Josh learned to ride a bike yesterday","establish","Josh is a 75-year old man","factL","16","NonProj",0.04,9,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2661",102,14234,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.13,10,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2662",102,36332,"M","F","Zoe calculated the tip","announce","Zoe is 5 years old","factL","10","C",0.06,11,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2663",102,26237,"M","F","Mia drank 2 cocktails last night","think","Mia is a nun","factL","6","NonProj",0.1,12,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2664",102,32694,"F","M","Tony had a drink last night","annoyed","Tony really likes to party with his friends","factH","15","NonProj",0.92,13,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2665",102,22040,"F","F","Jackson ran 10 miles","inform_Sam","Jackson is obese","factL","13","C",0.17,14,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2666",102,26222,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.23,15,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2667",102,12642,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.16,16,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2668",102,22384,"F","M","Jayden rented a car","hear","Jayden&quotechars car is in the shop","factH","14","C",0.27,17,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
"2669",102,12424,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0,18,52,"English","Yes","m","f","Thank you!",10.5503,"3TMFV4NEP8F5H8RNC609SY53C4QW8R"
