"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","asses","american","gender","comments","Answer.time_in_minutes"
"1411",50,4038,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,15,32,"English","Yes",0,"Male","",8.53558333333333
"1412",50,6256,"F","M","Jayden rented a car","establish","14","NonProj",1,16,32,"English","Yes",0,"Male","",8.53558333333333
"1413",50,4564,"F","F","Danny ate the last cupcake","confirm","11","C",1,17,32,"English","Yes",0,"Male","",8.53558333333333
"1414",50,3865,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,18,32,"English","Yes",0,"Male","",8.53558333333333
"1415",50,14121,"M","F","Sophia got a tattoo","discover","5","NonProj",1,19,32,"English","Yes",0,"Male","",8.53558333333333
"1416",50,5509,"M","M","Isabella ate a steak on Sunday","hear","7","C",0.48,20,32,"English","Yes",0,"Male","",8.53558333333333
"1417",50,5626,"M","F","Mia drank 2 cocktails last night","say","6","C",0.5,21,32,"English","Yes",0,"Male","",8.53558333333333
"1418",50,3544,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,22,32,"English","Yes",0,"Male","",8.53558333333333
"1419",50,4564,"M","F","Grace visited her sister","suggest","9","C",0.29,23,32,"English","Yes",0,"Male","",8.53558333333333
"1420",50,4222,"F","F","Owen shoveled snow last winter","announce","17","C",1,24,32,"English","Yes",0,"Male","",8.53558333333333
"1421",50,3294,"F","M","Frank got a cat","demonstrate","12","C",1,25,32,"English","Yes",0,"Male","",8.53558333333333
"1422",50,4901,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,26,32,"English","Yes",0,"Male","",8.53558333333333
"1423",50,3370,"M","F","Emma studied on Saturday morning","acknowledge","3","C",1,27,32,"English","Yes",0,"Male","",8.53558333333333
"1424",50,4189,"F","F","Josh learned to ride a bike yesterday","be_right_that","16","C",1,28,32,"English","Yes",0,"Male","",8.53558333333333
"1425",50,3153,"F","F","Jon walks to work","think","19","NonProj",0,29,32,"English","Yes",0,"Male","",8.53558333333333
"1426",50,3815,NA,"F","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,30,32,"English","Yes",0,"Male","",8.53558333333333
"1427",50,5102,"M","F","Josie went on vacation to France","inform_Sam","2","C",1,31,32,"English","Yes",0,"Male","",8.53558333333333
"1428",50,4874,"M","M","Zoe calculated the tip","reveal","10","NonProj",1,32,32,"English","Yes",0,"Male","",8.53558333333333
"1429",51,5007,"F","M","Jayden rented a car","discover","14","NonProj",1,5,36,"english","Yes",0,"Male","",3.48331666666667
"1430",51,3358,NA,"F","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,6,36,"english","Yes",0,"Male","",3.48331666666667
"1431",51,4302,"F","M","Jon walks to work","prove","19","C",1,7,36,"english","Yes",0,"Male","",3.48331666666667
"1432",51,3786,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,8,36,"english","Yes",0,"Male","",3.48331666666667
"1433",51,8408,"M","F","Mary is pregnant","say","1","C",0,9,36,"english","Yes",0,"Male","",3.48331666666667
"1434",51,4586,"M","M","Sophia got a tattoo","admit","5","C",1,10,36,"english","Yes",0,"Male","",3.48331666666667
"1435",51,5759,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,11,36,"english","Yes",0,"Male","",3.48331666666667
"1436",51,5125,"M","M","Zoe calculated the tip","hear","10","C",1,12,36,"english","Yes",0,"Male","",3.48331666666667
"1437",51,3667,"M","F","Olivia sleeps until noon","confess","4","C",1,13,36,"english","Yes",0,"Male","",3.48331666666667
"1438",51,4474,NA,"F","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,14,36,"english","Yes",0,"Male","",3.48331666666667
"1439",51,6768,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,15,36,"english","Yes",0,"Male","",3.48331666666667
"1440",51,3906,"F","F","Owen shoveled snow last winter","confirm","17","C",1,16,36,"english","Yes",0,"Male","",3.48331666666667
"1441",51,5109,"F","F","Jackson ran 10 miles","pretend","13","NonProj",0,17,36,"english","Yes",0,"Male","",3.48331666666667
"1442",51,5185,"M","M","Emily bought a car yesterday","annoyed","8","NonProj",1,18,36,"english","Yes",0,"Male","",3.48331666666667
"1443",51,4025,"F","F","Charley speaks Spanish","know","20","NonProj",1,19,36,"english","Yes",0,"Male","",3.48331666666667
"1444",51,4214,"F","F","Frank got a cat","think","12","NonProj",0,20,36,"english","Yes",0,"Male","",3.48331666666667
"1445",51,5534,"F","F","Julian dances salsa","establish","18","NonProj",1,21,36,"english","Yes",0,"Male","",3.48331666666667
"1446",51,4649,"F","M","Danny ate the last cupcake","reveal","11","NonProj",1,22,36,"english","Yes",0,"Male","",3.48331666666667
"1447",51,5453,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",1,23,36,"english","Yes",0,"Male","",3.48331666666667
"1448",51,11000,"F","M","Josh learned to ride a bike yesterday","announce","16","C",1,24,36,"english","Yes",0,"Male","",3.48331666666667
"1449",51,6641,"M","M","Josie went on vacation to France","be_right_that","2","C",1,25,36,"english","Yes",0,"Male","",3.48331666666667
"1450",51,4048,"F","M","Tony had a drink last night","suggest","15","C",0,26,36,"english","Yes",0,"Male","",3.48331666666667
"1451",51,5615,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.01,27,36,"english","Yes",0,"Male","",3.48331666666667
"1452",51,5718,"M","F","Emma studied on Saturday morning","acknowledge","3","C",1,28,36,"english","Yes",0,"Male","",3.48331666666667
"1453",51,18028,"M","F","Grace visited her sister","inform_Sam","9","C",0,29,36,"english","Yes",0,"Male","",3.48331666666667
"1454",51,3936,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,30,36,"english","Yes",0,"Male","",3.48331666666667
"1455",51,3914,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,31,36,"english","Yes",0,"Male","",3.48331666666667
"1456",51,3704,"M","F","Mia drank 2 cocktails last night","see","6","NonProj",1,32,36,"english","Yes",0,"Male","",3.48331666666667
"1457",52,6329,"M","F","Olivia sleeps until noon","discover","4","NonProj",0.93,5,44,"english","Yes",0,"Female","",3.94946666666667
"1458",52,8916,"F","M","Owen shoveled snow last winter","pretend","17","NonProj",0.83,6,44,"english","Yes",0,"Female","",3.94946666666667
"1459",52,10360,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",0.93,7,44,"english","Yes",0,"Female","",3.94946666666667
"1460",52,11171,"F","F","Julian dances salsa","suggest","18","C",0.12,8,44,"english","Yes",0,"Female","",3.94946666666667
"1461",52,9055,"M","M","Mary is pregnant","prove","1","C",0.02,9,44,"english","Yes",0,"Female","",3.94946666666667
"1462",52,7041,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.91,10,44,"english","Yes",0,"Female","",3.94946666666667
"1463",52,4907,NA,"F","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0.03,11,44,"english","Yes",0,"Female","",3.94946666666667
"1464",52,5452,"F","F","Tony had a drink last night","confirm","15","C",0.02,12,44,"english","Yes",0,"Female","",3.94946666666667
"1465",52,5303,"F","M","Charley speaks Spanish","see","20","NonProj",0.05,13,44,"english","Yes",0,"Female","",3.94946666666667
"1466",52,4404,"F","F","Josh learned to ride a bike yesterday","establish","16","NonProj",0.03,14,44,"english","Yes",0,"Female","",3.94946666666667
"1467",52,10360,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",0.97,15,44,"english","Yes",0,"Female","",3.94946666666667
"1468",52,5153,"F","M","Jackson ran 10 miles","hear","13","C",0.03,16,44,"english","Yes",0,"Female","",3.94946666666667
"1469",52,9995,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",0.98,17,44,"english","Yes",0,"Female","",3.94946666666667
"1470",52,6715,"M","F","Josie went on vacation to France","admit","2","C",0.03,18,44,"english","Yes",0,"Female","",3.94946666666667
"1471",52,6024,"F","F","Danny ate the last cupcake","know","11","NonProj",0.01,19,44,"english","Yes",0,"Female","",3.94946666666667
"1472",52,4107,"F","M","Jayden rented a car","announce","14","C",0.04,20,44,"english","Yes",0,"Female","",3.94946666666667
"1473",52,4128,"M","M","Mia drank 2 cocktails last night","demonstrate","6","C",0.04,21,44,"english","Yes",0,"Female","",3.94946666666667
"1474",52,4404,"M","M","Emily bought a car yesterday","reveal","8","NonProj",0.03,22,44,"english","Yes",0,"Female","",3.94946666666667
"1475",52,3495,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.03,23,44,"english","Yes",0,"Female","",3.94946666666667
"1476",52,4641,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0.02,24,44,"english","Yes",0,"Female","",3.94946666666667
"1477",52,3871,"M","M","Zoe calculated the tip","confess","10","C",0.02,25,44,"english","Yes",0,"Female","",3.94946666666667
"1478",52,3051,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.04,26,44,"english","Yes",0,"Female","",3.94946666666667
"1479",52,4197,"F","F","Jon walks to work","think","19","NonProj",0.01,27,44,"english","Yes",0,"Female","",3.94946666666667
"1480",52,8157,"F","F","Frank got a cat","acknowledge","12","C",0.04,28,44,"english","Yes",0,"Female","",3.94946666666667
"1481",52,7032,"M","F","Emma studied on Saturday morning","be_right_that","3","C",0.9,29,44,"english","Yes",0,"Female","",3.94946666666667
"1482",52,4642,"M","F","Grace visited her sister","inform_Sam","9","C",0,30,44,"english","Yes",0,"Female","",3.94946666666667
"1483",52,3386,"M","F","Sophia got a tattoo","say","5","C",0.03,31,44,"english","Yes",0,"Female","",3.94946666666667
"1484",52,4118,"M","F","Isabella ate a steak on Sunday","annoyed","7","NonProj",0.06,32,44,"english","Yes",0,"Female","",3.94946666666667
"1485",53,6824,"M","F","Emily bought a car yesterday","prove","8","C",1,5,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1486",53,5170,NA,"M","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,6,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1487",53,4771,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,7,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1488",53,9748,"F","M","Tony had a drink last night","hear","15","C",0.78,8,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1489",53,8173,"F","M","Danny ate the last cupcake","suggest","11","C",0.65,9,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1490",53,18873,"M","M","Mary is pregnant","discover","1","NonProj",1,10,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1491",53,4397,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",1,11,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1492",53,8735,"M","M","Zoe calculated the tip","think","10","NonProj",0.4,12,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1493",53,3994,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,13,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1494",53,5047,"F","F","Jackson ran 10 miles","confirm","13","C",1,14,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1495",53,7781,"F","F","Jon walks to work","inform_Sam","19","C",0.63,15,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1496",53,4669,"F","M","Frank got a cat","confess","12","C",1,16,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1497",53,94514,"M","M","Josie went on vacation to France","pretend","2","NonProj",0,17,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1498",53,6392,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,18,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1499",53,12206,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,19,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1500",53,5697,"F","F","Josh learned to ride a bike yesterday","establish","16","NonProj",0.91,20,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1501",53,16767,NA,"F","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",0,21,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1502",53,71979,"M","M","Mia drank 2 cocktails last night","say","6","C",0.63,22,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1503",53,5809,"F","F","Jayden rented a car","be_right_that","14","C",1,23,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1504",53,4999,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,24,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1505",53,4001,"M","M","Sophia got a tattoo","admit","5","C",1,25,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1506",53,4106,"M","F","Grace visited her sister","acknowledge","9","C",1,26,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1507",53,5683,"M","F","Emma studied on Saturday morning","know","3","NonProj",0.83,27,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1508",53,9642,"F","F","Owen shoveled snow last winter","announce","17","C",0.76,28,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1509",53,11184,"F","M","Julian dances salsa","reveal","18","NonProj",1,29,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1510",53,5472,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,30,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1511",53,3984,"M","M","Olivia sleeps until noon","see","4","NonProj",0.76,31,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1512",53,4083,"F","F","Charley speaks Spanish","annoyed","20","NonProj",1,32,29,"English","Yes",0,"Male","Pay was fair.",7.5712
"1513",54,8311,"M","F","Sophia got a tattoo","hear","5","C",0.01,5,39,"english","Yes",0,"Male","thanks, fair",4.583
"1514",54,9642,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,6,39,"english","Yes",0,"Male","thanks, fair",4.583
"1515",54,8228,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.01,7,39,"english","Yes",0,"Male","thanks, fair",4.583
"1516",54,4465,"F","F","Frank got a cat","discover","12","NonProj",0.01,8,39,"english","Yes",0,"Male","thanks, fair",4.583
"1517",54,9870,"M","M","Isabella ate a steak on Sunday","suggest","7","C",0.99,9,39,"english","Yes",0,"Male","thanks, fair",4.583
"1518",54,6916,"M","M","Josie went on vacation to France","announce","2","C",0.99,10,39,"english","Yes",0,"Male","thanks, fair",4.583
"1519",54,8147,"M","F","Olivia sleeps until noon","acknowledge","4","C",0.97,11,39,"english","Yes",0,"Male","thanks, fair",4.583
"1520",54,5657,"F","M","Jon walks to work","prove","19","C",0.98,12,39,"english","Yes",0,"Male","thanks, fair",4.583
"1521",54,14263,"F","F","Jackson ran 10 miles","know","13","NonProj",0.98,13,39,"english","Yes",0,"Male","thanks, fair",4.583
"1522",54,11163,"F","F","Tony had a drink last night","confirm","15","C",0.49,14,39,"english","Yes",0,"Male","thanks, fair",4.583
"1523",54,9048,"M","M","Grace visited her sister","reveal","9","NonProj",0.99,15,39,"english","Yes",0,"Male","thanks, fair",4.583
"1524",54,14174,"M","F","Mia drank 2 cocktails last night","establish","6","NonProj",0.99,16,39,"english","Yes",0,"Male","thanks, fair",4.583
"1525",54,5336,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",0.98,17,39,"english","Yes",0,"Male","thanks, fair",4.583
"1526",54,4546,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,18,39,"english","Yes",0,"Male","thanks, fair",4.583
"1527",54,7890,"M","F","Zoe calculated the tip","annoyed","10","NonProj",0.01,19,39,"english","Yes",0,"Male","thanks, fair",4.583
"1528",54,8342,"F","F","Julian dances salsa","pretend","18","NonProj",0.99,20,39,"english","Yes",0,"Male","thanks, fair",4.583
"1529",54,7526,"F","F","Josh learned to ride a bike yesterday","confess","16","C",0.98,21,39,"english","Yes",0,"Male","thanks, fair",4.583
"1530",54,4261,"F","F","Charley speaks Spanish","demonstrate","20","C",0.96,22,39,"english","Yes",0,"Male","thanks, fair",4.583
"1531",54,4552,"F","M","Jayden rented a car","admit","14","C",0.99,23,39,"english","Yes",0,"Male","thanks, fair",4.583
"1532",54,5824,"M","F","Emily bought a car yesterday","be_right_that","8","C",0.99,24,39,"english","Yes",0,"Male","thanks, fair",4.583
"1533",54,6581,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",0.98,25,39,"english","Yes",0,"Male","thanks, fair",4.583
"1534",54,4190,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0.01,26,39,"english","Yes",0,"Male","thanks, fair",4.583
"1535",54,5564,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,27,39,"english","Yes",0,"Male","thanks, fair",4.583
"1536",54,5649,"F","F","Owen shoveled snow last winter","inform_Sam","17","C",0.98,28,39,"english","Yes",0,"Male","thanks, fair",4.583
"1537",54,11095,"F","F","Danny ate the last cupcake","say","11","C",0.01,29,39,"english","Yes",0,"Male","thanks, fair",4.583
"1538",54,4208,"M","M","Emma studied on Saturday morning","think","3","NonProj",0.02,30,39,"english","Yes",0,"Male","thanks, fair",4.583
"1539",54,7964,"M","M","Mary is pregnant","see","1","NonProj",0,31,39,"english","Yes",0,"Male","thanks, fair",4.583
"1540",54,4319,NA,"F","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.98,32,39,"english","Yes",0,"Male","thanks, fair",4.583
"1541",55,6784,"M","M","Mary is pregnant","know","1","NonProj",0.97,5,37,"English","Yes",0,"Female","",9.81441666666667
"1542",55,7841,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",0.96,6,37,"English","Yes",0,"Female","",9.81441666666667
"1543",55,7249,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",0.97,7,37,"English","Yes",0,"Female","",9.81441666666667
"1544",55,16658,"F","F","Danny ate the last cupcake","confess","11","C",0.83,8,37,"English","Yes",0,"Female","",9.81441666666667
"1545",55,4489,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.99,9,37,"English","Yes",0,"Female","",9.81441666666667
"1546",55,9136,"M","F","Olivia sleeps until noon","think","4","NonProj",0.52,10,37,"English","Yes",0,"Female","",9.81441666666667
"1547",55,13450,"M","M","Emily bought a car yesterday","say","8","C",0.54,11,37,"English","Yes",0,"Female","",9.81441666666667
"1548",55,4898,"M","M","Mia drank 2 cocktails last night","admit","6","C",0.52,12,37,"English","Yes",0,"Female","",9.81441666666667
"1549",55,6688,"F","F","Charley speaks Spanish","hear","20","C",0.31,13,37,"English","Yes",0,"Female","",9.81441666666667
"1550",55,7769,"F","F","Josh learned to ride a bike yesterday","see","16","NonProj",0.83,14,37,"English","Yes",0,"Female","",9.81441666666667
"1551",55,8345,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0.02,15,37,"English","Yes",0,"Female","",9.81441666666667
"1552",55,7066,"M","M","Josie went on vacation to France","demonstrate","2","C",0.84,16,37,"English","Yes",0,"Female","",9.81441666666667
"1553",55,6263,"F","F","Tony had a drink last night","prove","15","C",0.9,17,37,"English","Yes",0,"Female","",9.81441666666667
"1554",55,9050,"F","M","Julian dances salsa","confirm","18","C",0.63,18,37,"English","Yes",0,"Female","",9.81441666666667
"1555",55,5569,"F","M","Owen shoveled snow last winter","discover","17","NonProj",0.83,19,37,"English","Yes",0,"Female","",9.81441666666667
"1556",55,5013,"F","M","Jayden rented a car","inform_Sam","14","C",0.54,20,37,"English","Yes",0,"Female","",9.81441666666667
"1557",55,11473,NA,"F","Frederick is both smarter and taller than I am","control_good","control_good3","control",0,21,37,"English","Yes",0,"Female","",9.81441666666667
"1558",55,11033,NA,"M","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.27,22,37,"English","Yes",0,"Female","",9.81441666666667
"1559",55,5337,"F","M","Jon walks to work","be_right_that","19","C",0.99,23,37,"English","Yes",0,"Female","",9.81441666666667
"1560",55,6984,NA,"F","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,24,37,"English","Yes",0,"Female","",9.81441666666667
"1561",55,8506,"M","M","Emma studied on Saturday morning","establish","3","NonProj",0.84,25,37,"English","Yes",0,"Female","",9.81441666666667
"1562",55,7186,"F","F","Jackson ran 10 miles","reveal","13","NonProj",0.84,26,37,"English","Yes",0,"Female","",9.81441666666667
"1563",55,5911,"M","F","Isabella ate a steak on Sunday","suggest","7","C",0.16,27,37,"English","Yes",0,"Female","",9.81441666666667
"1564",55,5697,"M","F","Grace visited her sister","announce","9","C",0.6,28,37,"English","Yes",0,"Female","",9.81441666666667
"1565",55,5233,"F","F","Frank got a cat","annoyed","12","NonProj",0.66,29,37,"English","Yes",0,"Female","",9.81441666666667
"1566",55,4576,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",1,30,37,"English","Yes",0,"Female","",9.81441666666667
"1567",55,9617,"M","M","Zoe calculated the tip","pretend","10","NonProj",0.07,31,37,"English","Yes",0,"Female","",9.81441666666667
"1568",55,4584,"M","F","Sophia got a tattoo","acknowledge","5","C",0.74,32,37,"English","Yes",0,"Female","",9.81441666666667
"1597",57,3600,NA,"M","Frederick is both smarter and taller than I am","control_good","control_good3","control",0.01,5,24,"English","Yes",0,"Male","",9.89786666666667
"1598",57,7340,"M","M","Zoe calculated the tip","establish","10","NonProj",0.08,6,24,"English","Yes",0,"Male","",9.89786666666667
"1599",57,5664,NA,"M","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0.08,7,24,"English","Yes",0,"Male","",9.89786666666667
"1600",57,4955,"M","M","Mary is pregnant","think","1","NonProj",0.13,8,24,"English","Yes",0,"Male","",9.89786666666667
"1601",57,2582,NA,"M","Hendrick&quotechars car is completely red and his car is not red","control_bad","control_bad2","control",1,9,24,"English","Yes",0,"Male","",9.89786666666667
"1602",57,199444,"M","M","Emily bought a car yesterday","pretend","8","NonProj",0.11,10,24,"English","Yes",0,"Male","",9.89786666666667
"1603",57,19720,"M","F","Olivia sleeps until noon","be_right_that","4","C",0.95,11,24,"English","Yes",0,"Male","",9.89786666666667
"1604",57,5319,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,12,24,"English","Yes",0,"Male","",9.89786666666667
"1605",57,3533,NA,"M","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",0.95,13,24,"English","Yes",0,"Male","",9.89786666666667
"1606",57,8296,"F","M","Jayden rented a car","suggest","14","C",0.11,14,24,"English","Yes",0,"Male","",9.89786666666667
"1607",57,9990,"F","F","Owen shoveled snow last winter","confirm","17","C",0.11,15,24,"English","Yes",0,"Male","",9.89786666666667
"1608",57,6737,"F","F","Julian dances salsa","annoyed","18","NonProj",0.13,16,24,"English","Yes",0,"Male","",9.89786666666667
"1609",57,3839,"M","F","Grace visited her sister","say","9","C",0.12,17,24,"English","Yes",0,"Male","",9.89786666666667
"1610",57,4414,"F","F","Jon walks to work","demonstrate","19","C",0.15,18,24,"English","Yes",0,"Male","",9.89786666666667
"1611",57,5672,"M","M","Mia drank 2 cocktails last night","prove","6","C",0.62,19,24,"English","Yes",0,"Male","",9.89786666666667
"1612",57,6646,"F","M","Frank got a cat","reveal","12","NonProj",0.09,20,24,"English","Yes",0,"Male","",9.89786666666667
"1613",57,6113,NA,"F","Sebastian lives in the USA and has never been to the USA","control_bad","control_bad4","control",0.99,21,24,"English","Yes",0,"Male","",9.89786666666667
"1614",57,8987,"M","F","Isabella ate a steak on Sunday","admit","7","C",0.13,22,24,"English","Yes",0,"Male","",9.89786666666667
"1615",57,3270,"M","F","Emma studied on Saturday morning","acknowledge","3","C",0.12,23,24,"English","Yes",0,"Male","",9.89786666666667
"1616",57,3313,"F","M","Jackson ran 10 miles","confess","13","C",0.07,24,24,"English","Yes",0,"Male","",9.89786666666667
"1617",57,3282,"F","M","Josh learned to ride a bike yesterday","hear","16","C",0.08,25,24,"English","Yes",0,"Male","",9.89786666666667
"1618",57,3465,"M","F","Josie went on vacation to France","announce","2","C",0.21,26,24,"English","Yes",0,"Male","",9.89786666666667
"1619",57,2060,"F","F","Charley speaks Spanish","know","20","NonProj",0.2,27,24,"English","Yes",0,"Male","",9.89786666666667
"1620",57,3743,"M","M","Sophia got a tattoo","inform_Sam","5","C",0.22,28,24,"English","Yes",0,"Male","",9.89786666666667
"1621",57,4541,NA,"F","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,29,24,"English","Yes",0,"Male","",9.89786666666667
"1622",57,2827,"F","F","Tony had a drink last night","see","15","NonProj",0.12,30,24,"English","Yes",0,"Male","",9.89786666666667
"1623",57,21141,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0.06,31,24,"English","Yes",0,"Male","",9.89786666666667
"1624",57,2882,"F","F","Danny ate the last cupcake","discover","11","NonProj",0.07,32,24,"English","Yes",0,"Male","",9.89786666666667
"1625",58,8014,NA,"M","Dana has never smoked in her life and she stopped smoking recently","control_bad","control_bad1","control",1,5,35,"english","Yes",0,"Male","",3.79913333333333
"1626",58,6375,"F","M","Charley speaks Spanish","admit","20","C",0.88,6,35,"english","Yes",0,"Male","",3.79913333333333
"1627",58,5026,NA,"M","Tara wants me to cook for her and I&quotecharm a terrific cook","control_good","control_good2","control",0,7,35,"english","Yes",0,"Male","",3.79913333333333
"1628",58,10055,"M","M","Mia drank 2 cocktails last night","inform_Sam","6","C",0.09,8,35,"english","Yes",0,"Male","",3.79913333333333
"1629",58,6870,"F","F","Owen shoveled snow last winter","know","17","NonProj",0.9,9,35,"english","Yes",0,"Male","",3.79913333333333
"1630",58,5888,NA,"F","Madison laughed loudly and she didn&quotechart laugh","control_bad","control_bad3","control",1,10,35,"english","Yes",0,"Male","",3.79913333333333
"1631",58,5568,"F","F","Frank got a cat","announce","12","C",0.04,11,35,"english","Yes",0,"Male","",3.79913333333333
"1632",58,8384,"M","F","Isabella ate a steak on Sunday","be_right_that","7","C",1,12,35,"english","Yes",0,"Male","",3.79913333333333
"1633",58,8062,"F","F","Josh learned to ride a bike yesterday","prove","16","C",0.94,13,35,"english","Yes",0,"Male","",3.79913333333333
"1634",58,6274,"F","F","Jon walks to work","confirm","19","C",0.05,14,35,"english","Yes",0,"Male","",3.79913333333333
"1635",58,3756,"F","F","Tony had a drink last night","think","15","NonProj",0,15,35,"english","Yes",0,"Male","",3.79913333333333
"1636",58,8258,"M","M","Emma studied on Saturday morning","say","3","C",0.12,16,35,"english","Yes",0,"Male","",3.79913333333333
"1637",58,5387,NA,"F","Zack believes that I&quotecharm married, but I&quotecharm actually single","control_good","control_good1","control",0,17,35,"english","Yes",0,"Male","",3.79913333333333
"1638",58,10011,NA,"F","Vanessa is really good at math, but I&quotecharm not","control_good","control_good4","control",0,18,35,"english","Yes",0,"Male","",3.79913333333333
"1639",58,7394,"M","F","Mary is pregnant","confess","1","C",0.77,19,35,"english","Yes",0,"Male","",3.79913333333333
"1640",58,3992,"F","M","Jayden rented a car","demonstrate","14","C",0.92,20,35,"english","Yes",0,"Male","",3.79913333333333
"1641",58,6046,"F","F","Jackson ran 10 miles","see","13","NonProj",0.79,21,35,"english","Yes",0,"Male","",3.79913333333333
