"","workerid","rt","prompt","itemType","itemNr","list","item","response","fact","slide_number_in_experiment","gender","american","age","language","comments","Answer.time_in_minutes"
"400",18,6809,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.27,"Emily has been saving for a year.",5,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"401",18,5560,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.56,"Julian is Cuban.",6,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"402",18,6745,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.85,"Zoe is a math major.",7,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"403",18,8279,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.69,"Jayden&quotechars car is in the shop.",8,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"404",18,4423,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.59,"Josie loves France.",9,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"405",18,4889,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",0.91,"Charley lives in Mexico.",10,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"406",18,5224,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.07,"Sophia is a high end fashion model.",11,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"407",18,5648,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.16,"Tony has been sober for 20 years.",12,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"408",18,4792,"How likely is it that Barry lives in Europe?","F","F",1,"F1",0.99,"Barry lives in Germany.",13,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"409",18,4584,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.02,"Danny is a diabetic.",14,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"410",18,4975,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.08,"Mary is a middle school student.",15,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"411",18,16344,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.61,"Olivia works the third shift.",16,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"412",18,4991,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.01,"Owen lives in New Orleans.",17,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"413",18,4576,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.59,"Josh is a 5-year old boy.",18,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"414",18,7192,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.11,"Emma is in first grade.",19,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"415",18,5569,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0.02,"Tammy is a rabbit.",20,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"416",18,5856,"How likely is it that Jon walks to work?","L","19",1,"19L",0.06,"Jon lives 10 miles away from work.",21,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"417",18,3823,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0.01,"Isabella is a vegetarian.",22,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"418",18,4768,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.05,"Jackson is obese.",23,"Female",0,55,"English","Thank you and good luck with your research!",3.22533333333333
"419",19,6190,"How likely is it that Tony had a drink last night?","H","15",2,"15H",0.75,"Tony really likes to party with his friends.",2,"Male",0,29,"English","",1.369
"420",19,2957,"How likely is it that Barry lives in Europe?","F","F",2,"F1",1,"Barry lives in Germany.",3,"Male",0,29,"English","",1.369
"421",19,3306,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0.08,"Zoe is 5 years old.",4,"Male",0,29,"English","",1.369
"422",19,5942,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.05,"Josie doesn&quotechart have a passport.",5,"Male",0,29,"English","",1.369
"423",19,2644,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.99,"Owen lives in Chicago.",6,"Male",0,29,"English","",1.369
"424",19,3063,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.7,"Danny loves cake.",7,"Male",0,29,"English","",1.369
"425",19,2736,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.85,"Grace loves her sister.",8,"Male",0,29,"English","",1.369
"426",19,4538,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.04,"Julian is German.",9,"Male",0,29,"English","",1.369
"427",19,3148,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.02,"Charley lives in Korea.",10,"Male",0,29,"English","",1.369
"428",19,3590,"How likely is it that Jayden rented a car?","L","14",2,"14L",0,"Jayden doesn&quotechart have a driver&quotechars license.",11,"Male",0,29,"English","",1.369
"429",19,2318,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0,"Tammy is a rabbit.",12,"Male",0,29,"English","",1.369
"430",19,2764,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.73,"Sophia is a hipster.",13,"Male",0,29,"English","",1.369
"431",19,2803,"How likely is it that Frank got a cat?","L","12",2,"12L",0,"Frank is allergic to cats.",14,"Male",0,29,"English","",1.369
"432",19,2837,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.96,"Jackson is training for a marathon.",15,"Male",0,29,"English","",1.369
"433",19,2288,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",1,"Emma is in law school.",16,"Male",0,29,"English","",1.369
"434",19,3111,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0,"Mia is a nun.",17,"Male",0,29,"English","",1.369
"435",19,2568,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0,"Emily never has any money.",18,"Male",0,29,"English","",1.369
"436",19,3341,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0,"Josh is a 75-year old man.",19,"Male",0,29,"English","",1.369
"437",19,2913,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.5,"Isabella is from Argentina.",20,"Male",0,29,"English","",1.369
"438",19,2826,"How likely is it that Jon walks to work?","H","19",2,"19H",0.75,"Jon lives 2 blocks away from work.",21,"Male",0,29,"English","",1.369
"439",19,3162,"How likely is it that Mary is pregnant?","H","1",2,"1H",1,"Mary is taking a prenatal yoga class.",22,"Male",0,29,"English","",1.369
"440",19,2988,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0.1,"Olivia has two small children.",23,"Male",0,29,"English","",1.369
"441",20,6255,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0.19,"Zoe is 5 years old.",2,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"442",20,5218,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0.24,"Josh is a 75-year old man.",3,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"443",20,13441,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.61,"Owen lives in Chicago.",4,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"444",20,3533,"How likely is it that Jon walks to work?","H","19",2,"19H",0.82,"Jon lives 2 blocks away from work.",5,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"445",20,4147,"How likely is it that Mary is pregnant?","H","1",2,"1H",0.73,"Mary is taking a prenatal yoga class.",6,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"446",20,4207,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",0.51,"Emma is in law school.",7,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"447",20,4508,"How likely is it that Tony had a drink last night?","H","15",2,"15H",0.5,"Tony really likes to party with his friends.",8,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"448",20,5166,"How likely is it that Barry lives in Europe?","F","F",2,"F1",0.98,"Barry lives in Germany.",9,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"449",20,3620,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.24,"Josie doesn&quotechart have a passport.",10,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"450",20,4287,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0.05,"Mia is a nun.",11,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"451",20,4771,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.52,"Isabella is from Argentina.",12,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"452",20,3541,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.4,"Sophia is a hipster.",13,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"453",20,6170,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0.04,"Emily never has any money.",14,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"454",20,3687,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0.16,"Olivia has two small children.",15,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"455",20,6316,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.89,"Jackson is training for a marathon.",16,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"456",20,7943,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0.01,"Tammy is a rabbit.",17,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"457",20,4522,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.88,"Grace loves her sister.",18,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"458",20,4090,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.72,"Danny loves cake.",19,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"459",20,4051,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.25,"Julian is German.",20,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"460",20,4659,"How likely is it that Frank got a cat?","L","12",2,"12L",0.15,"Frank is allergic to cats.",21,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"461",20,4783,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.2,"Charley lives in Korea.",22,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"462",20,4519,"How likely is it that Jayden rented a car?","L","14",2,"14L",0.45,"Jayden doesn&quotechart have a driver&quotechars license.",23,"Male",0,26,"english","I think the price is perfect for the amount of work put in",2.8963
"485",22,5436,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.6,"Josh is a 5-year old boy.",2,"Male",0,34,"en","$0.60",5.12101666666667
"486",22,3598,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.47,"Julian is Cuban.",3,"Male",0,34,"en","$0.60",5.12101666666667
"487",22,2736,"How likely is it that Barry lives in Europe?","F","F",1,"F1",1,"Barry lives in Germany.",4,"Male",0,34,"en","$0.60",5.12101666666667
"488",22,3088,"How likely is it that Jon walks to work?","L","19",1,"19L",0.06,"Jon lives 10 miles away from work.",5,"Male",0,34,"en","$0.60",5.12101666666667
"489",22,3638,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",0.97,"Charley lives in Mexico.",6,"Male",0,34,"en","$0.60",5.12101666666667
"490",22,3256,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.12,"Tony has been sober for 20 years.",7,"Male",0,34,"en","$0.60",5.12101666666667
"491",22,2994,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.15,"Mary is a middle school student.",8,"Male",0,34,"en","$0.60",5.12101666666667
"492",22,3614,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.49,"Mia is a college student.",9,"Male",0,34,"en","$0.60",5.12101666666667
"493",22,5631,"How likely is it that Frank got a cat?","H","12",1,"12H",0.54,"Frank has always wanted a pet.",10,"Male",0,34,"en","$0.60",5.12101666666667
"494",22,6290,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0.12,"Isabella is a vegetarian.",11,"Male",0,34,"en","$0.60",5.12101666666667
"495",22,3670,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.22,"Sophia is a high end fashion model.",12,"Male",0,34,"en","$0.60",5.12101666666667
"496",22,3343,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.11,"Danny is a diabetic.",13,"Male",0,34,"en","$0.60",5.12101666666667
"497",22,3992,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.71,"Jayden&quotechars car is in the shop.",14,"Male",0,34,"en","$0.60",5.12101666666667
"498",22,2735,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.78,"Josie loves France.",15,"Male",0,34,"en","$0.60",5.12101666666667
"499",22,2824,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.22,"Grace hates her sister.",16,"Male",0,34,"en","$0.60",5.12101666666667
"500",22,3800,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.53,"Emily has been saving for a year.",17,"Male",0,34,"en","$0.60",5.12101666666667
"501",22,4185,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.52,"Emma is in first grade.",18,"Male",0,34,"en","$0.60",5.12101666666667
"502",22,5119,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.58,"Zoe is a math major.",19,"Male",0,34,"en","$0.60",5.12101666666667
"503",22,2824,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0,"Tammy is a rabbit.",20,"Male",0,34,"en","$0.60",5.12101666666667
"504",22,3400,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.13,"Jackson is obese.",21,"Male",0,34,"en","$0.60",5.12101666666667
"505",22,16440,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.14,"Owen lives in New Orleans.",22,"Male",0,34,"en","$0.60",5.12101666666667
"506",22,10383,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.59,"Olivia works the third shift.",23,"Male",0,34,"en","$0.60",5.12101666666667
"507",23,5747,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.75,"Julian is Cuban.",2,"Female",0,23,"English","",3.27863333333333
"508",23,5801,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.12,"Jackson is obese.",3,"Female",0,23,"English","",3.27863333333333
"509",23,9607,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.15,"Tony has been sober for 20 years.",4,"Female",0,23,"English","",3.27863333333333
"510",23,2504,"How likely is it that Barry lives in Europe?","F","F",1,"F1",1,"Barry lives in Germany.",5,"Female",0,23,"English","",3.27863333333333
"511",23,6001,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.64,"Jayden&quotechars car is in the shop.",6,"Female",0,23,"English","",3.27863333333333
"512",23,3237,"How likely is it that Frank got a cat?","H","12",1,"12H",0.81,"Frank has always wanted a pet.",7,"Female",0,23,"English","",3.27863333333333
"513",23,2490,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",1,"Charley lives in Mexico.",8,"Female",0,23,"English","",3.27863333333333
"514",23,10090,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.93,"Olivia works the third shift.",9,"Female",0,23,"English","",3.27863333333333
"515",23,4088,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0,"Tammy is a rabbit.",10,"Female",0,23,"English","",3.27863333333333
"516",23,7486,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.26,"Emma is in first grade.",11,"Female",0,23,"English","",3.27863333333333
"517",23,4715,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.08,"Grace hates her sister.",12,"Female",0,23,"English","",3.27863333333333
"518",23,5426,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.89,"Josie loves France.",13,"Female",0,23,"English","",3.27863333333333
"519",23,5394,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.04,"Mary is a middle school student.",14,"Female",0,23,"English","",3.27863333333333
"520",23,5132,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0,"Isabella is a vegetarian.",15,"Female",0,23,"English","",3.27863333333333
"521",23,3185,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.82,"Mia is a college student.",16,"Female",0,23,"English","",3.27863333333333
"522",23,4899,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.7,"Emily has been saving for a year.",17,"Female",0,23,"English","",3.27863333333333
"523",23,6628,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.36,"Owen lives in New Orleans.",18,"Female",0,23,"English","",3.27863333333333
"524",23,7684,"How likely is it that Jon walks to work?","L","19",1,"19L",0.14,"Jon lives 10 miles away from work.",19,"Female",0,23,"English","",3.27863333333333
"525",23,8598,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.35,"Sophia is a high end fashion model.",20,"Female",0,23,"English","",3.27863333333333
"526",23,7913,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.5,"Danny is a diabetic.",21,"Female",0,23,"English","",3.27863333333333
"527",23,7270,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.62,"Josh is a 5-year old boy.",22,"Female",0,23,"English","",3.27863333333333
"528",23,5027,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.88,"Zoe is a math major.",23,"Female",0,23,"English","",3.27863333333333
"529",24,12722,"How likely is it that Frank got a cat?","L","12",2,"12L",0.5,"Frank is allergic to cats.",2,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"530",24,5832,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.61,"Sophia is a hipster.",3,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"531",24,7609,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.34,"Julian is German.",4,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"532",24,6585,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.86,"Grace loves her sister.",5,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"533",24,21889,"How likely is it that Jon walks to work?","H","19",2,"19H",0.51,"Jon lives 2 blocks away from work.",6,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"534",24,4749,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.72,"Jackson is training for a marathon.",7,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"535",24,6989,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",0.75,"Emma is in law school.",8,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"536",24,4288,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0.01,"Emily never has any money.",9,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"537",24,5344,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0.08,"Mia is a nun.",10,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"538",24,4580,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0,"Zoe is 5 years old.",11,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"539",24,11668,"How likely is it that Tony had a drink last night?","H","15",2,"15H",1,"Tony really likes to party with his friends.",12,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"540",24,4043,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0,"Josh is a 75-year old man.",13,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"541",24,4887,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0,"Olivia has two small children.",14,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"542",24,12659,"How likely is it that Mary is pregnant?","H","1",2,"1H",1,"Mary is taking a prenatal yoga class.",15,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"543",24,5054,"How likely is it that Jayden rented a car?","L","14",2,"14L",0,"Jayden doesn&quotechart have a driver&quotechars license.",16,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"544",24,5422,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.78,"Owen lives in Chicago.",17,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"545",24,3903,"How likely is it that Barry lives in Europe?","F","F",2,"F1",1,"Barry lives in Germany.",18,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"546",24,7341,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0,"Tammy is a rabbit.",19,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"547",24,8080,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.51,"Isabella is from Argentina.",20,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"548",24,5002,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.01,"Josie doesn&quotechart have a passport.",21,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"549",24,13329,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.76,"Danny loves cake.",22,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"550",24,7928,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.37,"Charley lives in Korea.",23,"Male",0,34,"English","Pair is fair and this was very interesting.",5.61226666666667
"551",25,6926,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",0.89,"Charley lives in Mexico.",2,"Male",0,24,"english","",2.8432
"552",25,6335,"How likely is it that Frank got a cat?","H","12",1,"12H",0.41,"Frank has always wanted a pet.",3,"Male",0,24,"english","",2.8432
"553",25,6988,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.3,"Emma is in first grade.",4,"Male",0,24,"english","",2.8432
"554",25,9626,"How likely is it that Jon walks to work?","L","19",1,"19L",0.11,"Jon lives 10 miles away from work.",5,"Male",0,24,"english","",2.8432
"555",25,6219,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0,"Tammy is a rabbit.",6,"Male",0,24,"english","",2.8432
"556",25,3998,"How likely is it that Barry lives in Europe?","F","F",1,"F1",1,"Barry lives in Germany.",7,"Male",0,24,"english","",2.8432
"557",25,5384,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.06,"Tony has been sober for 20 years.",8,"Male",0,24,"english","",2.8432
"558",25,5039,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.57,"Jayden&quotechars car is in the shop.",9,"Male",0,24,"english","",2.8432
"559",25,3943,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.27,"Sophia is a high end fashion model.",10,"Male",0,24,"english","",2.8432
"560",25,4583,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.15,"Danny is a diabetic.",11,"Male",0,24,"english","",2.8432
"561",25,7183,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.32,"Emily has been saving for a year.",12,"Male",0,24,"english","",2.8432
"562",25,4256,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.31,"Julian is Cuban.",13,"Male",0,24,"english","",2.8432
"563",25,4242,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.57,"Zoe is a math major.",14,"Male",0,24,"english","",2.8432
"564",25,5201,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.49,"Mia is a college student.",15,"Male",0,24,"english","",2.8432
"565",25,9766,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0.01,"Isabella is a vegetarian.",16,"Male",0,24,"english","",2.8432
"566",25,7699,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.09,"Mary is a middle school student.",17,"Male",0,24,"english","",2.8432
"567",25,7450,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.1,"Owen lives in New Orleans.",18,"Male",0,24,"english","",2.8432
"568",25,4301,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.29,"Grace hates her sister.",19,"Male",0,24,"english","",2.8432
"569",25,11258,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.11,"Jackson is obese.",20,"Male",0,24,"english","",2.8432
"570",25,5325,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.4,"Josh is a 5-year old boy.",21,"Male",0,24,"english","",2.8432
"571",25,4582,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.5,"Josie loves France.",22,"Male",0,24,"english","",2.8432
"572",25,5733,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.65,"Olivia works the third shift.",23,"Male",0,24,"english","",2.8432
"573",26,6957,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.21,"Sophia is a high end fashion model.",2,"Female",0,46,"english","",5.9172
"574",26,4793,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.59,"Mia is a college student.",3,"Female",0,46,"english","",5.9172
"575",26,4718,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.9,"Zoe is a math major.",4,"Female",0,46,"english","",5.9172
"576",26,4621,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.05,"Owen lives in New Orleans.",5,"Female",0,46,"english","",5.9172
"577",26,4244,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.93,"Jayden&quotechars car is in the shop.",6,"Female",0,46,"english","",5.9172
"578",26,4813,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.49,"Emily has been saving for a year.",7,"Female",0,46,"english","",5.9172
"579",26,4927,"How likely is it that Jon walks to work?","L","19",1,"19L",0.01,"Jon lives 10 miles away from work.",8,"Female",0,46,"english","",5.9172
"580",26,3838,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",0.93,"Charley lives in Mexico.",9,"Female",0,46,"english","",5.9172
"581",26,6270,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.01,"Jackson is obese.",10,"Female",0,46,"english","",5.9172
"582",26,4176,"How likely is it that Barry lives in Europe?","F","F",1,"F1",0.96,"Barry lives in Germany.",11,"Female",0,46,"english","",5.9172
"583",26,6573,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.13,"Mary is a middle school student.",12,"Female",0,46,"english","",5.9172
"584",26,3835,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0,"Tony has been sober for 20 years.",13,"Female",0,46,"english","",5.9172
"585",26,9302,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.88,"Olivia works the third shift.",14,"Female",0,46,"english","",5.9172
"586",26,5721,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.05,"Danny is a diabetic.",15,"Female",0,46,"english","",5.9172
"587",26,4228,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.01,"Grace hates her sister.",16,"Female",0,46,"english","",5.9172
"588",26,7016,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0.02,"Tammy is a rabbit.",17,"Female",0,46,"english","",5.9172
"589",26,6284,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.95,"Josie loves France.",18,"Female",0,46,"english","",5.9172
"590",26,12102,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.75,"Josh is a 5-year old boy.",19,"Female",0,46,"english","",5.9172
"591",26,4356,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.5,"Emma is in first grade.",20,"Female",0,46,"english","",5.9172
"592",26,3681,"How likely is it that Frank got a cat?","H","12",1,"12H",0.9,"Frank has always wanted a pet.",21,"Female",0,46,"english","",5.9172
"593",26,3451,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.66,"Julian is Cuban.",22,"Female",0,46,"english","",5.9172
"594",26,3830,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0,"Isabella is a vegetarian.",23,"Female",0,46,"english","",5.9172
