workerid,rt,prompt,itemType,itemNr,list,item,response,fact,slide_number_in_experiment,gender,american,age,language,comments,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
5,4189,How likely is it that Danny ate the last cupcake?,H,11,2,11H,0.5,Danny loves cake.,12,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,7655,How likely is it that Grace visited her sister?,H,9,2,9H,0.95,Grace loves her sister.,13,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4687,How likely is it that Isabella ate a steak on Sunday?,H,7,2,7H,0.5,Isabella is from Argentina.,14,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,5918,How likely is it that Jackson ran 10 miles?,H,13,2,13H,0.99,Jackson is training for a marathon.,15,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4793,How likely is it that Sophia got a tattoo?,H,5,2,5H,0.5,Sophia is a hipster.,16,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4684,How likely is it that Jayden rented a car?,L,14,2,14L,0,Jayden doesn&quotechart have a driver&quotechars license.,17,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4243,How likely is it that Emma studied on Saturday morning?,H,3,2,3H,0.9,Emma is in law school.,18,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4445,How likely is it that Emily bought a car yesterday?,L,8,2,8L,0.01,Emily never has any money.,19,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,6230,How likely is it that Olivia sleeps until noon?,L,4,2,4L,0.03,Olivia has two small children.,20,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4779,How likely is it that Barry lives in Europe?,F,F,2,F1,0.98,Barry lives in Germany.,21,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4307,How likely is it that Josie went on vacation to France?,L,2,2,2L,0.01,Josie doesn&quotechart have a passport.,22,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
5,4490,How likely is it that Tammy speaks Italian and Greek?,F,F,2,F2,0.01,Tammy is a rabbit.,23,Female,0,42,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3WJ1OXY92AH8AVOKB14HA98CI9U8A9,5,Submitted,Mon Nov 13 23:52:45 EST 2017,Mon Nov 13 07:10:02 EST 2017,Mon Nov 13 07:12:45 EST 2017,,,,,,undefined,2.6611666666666665,[]
6,5649,How likely is it that Barry lives in Europe?,F,F,1,F1,1,Barry lives in Germany.,2,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4167,How likely is it that Charley speaks Spanish?,H,20,1,20H,0.88,Charley lives in Mexico.,3,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,10832,How likely is it that Danny ate the last cupcake?,L,11,1,11L,0.62,Danny is a diabetic.,4,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,7249,How likely is it that Sophia got a tattoo?,L,5,1,5L,0.25,Sophia is a high end fashion model.,5,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4205,How likely is it that Julian dances salsa?,H,18,1,18H,0.74,Julian is Cuban.,6,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,3927,How likely is it that Jayden rented a car?,H,14,1,14H,0.58,Jayden&quotechars car is in the shop.,7,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,5781,How likely is it that Owen shoveled snow last winter?,L,17,1,17L,0.05,Owen lives in New Orleans.,8,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,5724,How likely is it that Jon walks to work?,L,19,1,19L,0.18,Jon lives 10 miles away from work.,9,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4268,How likely is it that Tony had a drink last night?,L,15,1,15L,0.09,Tony has been sober for 20 years.,10,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,5230,How likely is it that Tammy speaks Italian and Greek?,F,F,1,F2,0,Tammy is a rabbit.,11,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4155,How likely is it that Isabella ate a steak on Sunday?,L,7,1,7L,0.07,Isabella is a vegetarian.,12,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4478,How likely is it that Grace visited her sister?,L,9,1,9L,0.31,Grace hates her sister.,13,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,6873,How likely is it that Josh learned to ride a bike yesterday?,H,16,1,16H,0.56,Josh is a 5-year old boy.,14,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4903,How likely is it that Mary is pregnant?,L,1,1,1L,0.12,Mary is a middle school student.,15,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,6973,How likely is it that Olivia sleeps until noon?,H,4,1,4H,0.62,Olivia works the third shift.,16,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,5835,How likely is it that Frank got a cat?,H,12,1,12H,0.57,Frank has always wanted a pet.,17,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4846,How likely is it that Josie went on vacation to France?,H,2,1,2H,0.42,Josie loves France.,18,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,5247,How likely is it that Emily bought a car yesterday?,H,8,1,8H,0.31,Emily has been saving for a year.,19,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,6547,How likely is it that Zoe calculated the tip?,H,10,1,10H,0.69,Zoe is a math major.,20,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,8241,How likely is it that Emma studied on Saturday morning?,L,3,1,3L,0.3,Emma is in first grade.,21,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
6,4638,How likely is it that Mia drank 2 cocktails last night?,H,6,1,6H,0.68,Mia is a college student.,22,Male,0,32,English,,Linux,768,1366,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3VSOLARPKBA84F897EVLNXPHW5K39X,6,Submitted,Mon Nov 13 23:52:52 EST 2017,Mon Nov 13 07:10:04 EST 2017,Mon Nov 13 07:12:52 EST 2017,,,,,,undefined,2.741966666666667,[]
