"","content","short_trigger","workerid","prior_type","prior_fact","block_proj","prior","projective","eventItem"
"705","danny","establish",114,"low_prior","Danny is a diabetic","block1",0.32,0.6,"Danny ate the last cupcake"
"706","danny","establish",132,"high_prior","Danny loves cake","block2",0.84,0.29,"Danny ate the last cupcake"
"707","danny","establish",156,"high_prior","Danny loves cake","block2",0.98,0.79,"Danny ate the last cupcake"
"708","danny","establish",157,"high_prior","Danny loves cake","block1",0.68,0.35,"Danny ate the last cupcake"
"709","danny","establish",196,"low_prior","Danny is a diabetic","block1",0.22,0.63,"Danny ate the last cupcake"
"710","danny","establish",197,"high_prior","Danny loves cake","block1",0.97,0.98,"Danny ate the last cupcake"
"711","danny","establish",269,"high_prior","Danny loves cake","block1",0.82,0.8,"Danny ate the last cupcake"
"712","danny","establish",276,"high_prior","Danny loves cake","block2",0.55,0.26,"Danny ate the last cupcake"
"713","danny","hear",15,"high_prior","Danny loves cake","block1",0.83,0.99,"Danny ate the last cupcake"
"714","danny","hear",33,"high_prior","Danny loves cake","block2",0.74,0.08,"Danny ate the last cupcake"
"715","danny","hear",37,"low_prior","Danny is a diabetic","block2",0.39,0.44,"Danny ate the last cupcake"
"716","danny","hear",42,"high_prior","Danny loves cake","block2",0.75,0.75,"Danny ate the last cupcake"
"717","danny","hear",47,"high_prior","Danny loves cake","block2",0.79,0.82,"Danny ate the last cupcake"
"718","danny","hear",58,"low_prior","Danny is a diabetic","block1",0.04,0.83,"Danny ate the last cupcake"
"719","danny","hear",62,"high_prior","Danny loves cake","block1",0.73,0.35,"Danny ate the last cupcake"
"720","danny","hear",73,"high_prior","Danny loves cake","block1",0.59,1,"Danny ate the last cupcake"
"721","danny","hear",77,"high_prior","Danny loves cake","block2",0.54,0.9,"Danny ate the last cupcake"
"722","danny","hear",134,"high_prior","Danny loves cake","block2",0.7,0.56,"Danny ate the last cupcake"
"723","danny","hear",164,"low_prior","Danny is a diabetic","block2",0.1,1,"Danny ate the last cupcake"
"724","danny","hear",177,"low_prior","Danny is a diabetic","block2",0.16,0.84,"Danny ate the last cupcake"
"725","danny","hear",186,"high_prior","Danny loves cake","block2",0.66,1,"Danny ate the last cupcake"
"726","danny","hear",208,"high_prior","Danny loves cake","block1",0.77,0.93,"Danny ate the last cupcake"
"727","danny","hear",222,"high_prior","Danny loves cake","block2",0.69,0.73,"Danny ate the last cupcake"
"728","danny","hear",225,"low_prior","Danny is a diabetic","block1",0.6,0.63,"Danny ate the last cupcake"
"729","danny","hear",249,"low_prior","Danny is a diabetic","block2",0.12,0.02,"Danny ate the last cupcake"
"730","danny","hear",278,"low_prior","Danny is a diabetic","block2",0.3,0.4,"Danny ate the last cupcake"
"731","danny","hear",291,"low_prior","Danny is a diabetic","block1",0.09,0.18,"Danny ate the last cupcake"
"732","danny","inform",31,"high_prior","Danny loves cake","block1",0.78,0.96,"Danny ate the last cupcake"
"733","danny","inform",35,"high_prior","Danny loves cake","block2",0.57,1,"Danny ate the last cupcake"
"734","danny","inform",50,"high_prior","Danny loves cake","block1",0.85,0.31,"Danny ate the last cupcake"
"735","danny","inform",75,"low_prior","Danny is a diabetic","block1",0.21,0.12,"Danny ate the last cupcake"
"736","danny","inform",105,"high_prior","Danny loves cake","block2",0.86,0.69,"Danny ate the last cupcake"
"737","danny","inform",141,"low_prior","Danny is a diabetic","block1",0.2,0.98,"Danny ate the last cupcake"
"738","danny","inform",149,"low_prior","Danny is a diabetic","block2",0.04,0.08,"Danny ate the last cupcake"
"739","danny","inform",152,"low_prior","Danny is a diabetic","block1",0.32,0.82,"Danny ate the last cupcake"
"740","danny","inform",169,"high_prior","Danny loves cake","block1",0.8,0.53,"Danny ate the last cupcake"
"741","danny","inform",184,"low_prior","Danny is a diabetic","block1",0.5,0.75,"Danny ate the last cupcake"
"742","danny","inform",203,"low_prior","Danny is a diabetic","block2",0.19,0.86,"Danny ate the last cupcake"
"743","danny","inform",226,"low_prior","Danny is a diabetic","block2",0.06,0.23,"Danny ate the last cupcake"
"744","danny","inform",238,"low_prior","Danny is a diabetic","block2",0.03,0.09,"Danny ate the last cupcake"
"745","danny","inform",241,"low_prior","Danny is a diabetic","block2",0.14,0.09,"Danny ate the last cupcake"
"746","danny","inform",282,"low_prior","Danny is a diabetic","block1",0.08,0.59,"Danny ate the last cupcake"
"747","danny","know",20,"high_prior","Danny loves cake","block2",0.68,0.96,"Danny ate the last cupcake"
"748","danny","know",56,"high_prior","Danny loves cake","block1",0.61,0.82,"Danny ate the last cupcake"
"749","danny","know",61,"high_prior","Danny loves cake","block2",0.8,0.98,"Danny ate the last cupcake"
"750","danny","know",109,"low_prior","Danny is a diabetic","block1",0.69,0.59,"Danny ate the last cupcake"
"751","danny","know",120,"high_prior","Danny loves cake","block2",1,0.47,"Danny ate the last cupcake"
"752","danny","know",133,"high_prior","Danny loves cake","block1",0.71,0.92,"Danny ate the last cupcake"
"753","danny","know",146,"low_prior","Danny is a diabetic","block1",0.07,0.69,"Danny ate the last cupcake"
"754","danny","know",172,"low_prior","Danny is a diabetic","block1",0.27,0,"Danny ate the last cupcake"
"755","danny","know",199,"high_prior","Danny loves cake","block2",0.49,0.04,"Danny ate the last cupcake"
"756","danny","know",233,"low_prior","Danny is a diabetic","block2",0.52,1,"Danny ate the last cupcake"
"757","danny","know",259,"high_prior","Danny loves cake","block1",0.76,0.85,"Danny ate the last cupcake"
"758","danny","know",265,"low_prior","Danny is a diabetic","block2",0.12,0.92,"Danny ate the last cupcake"
"759","danny","know",268,"high_prior","Danny loves cake","block2",0.41,0.94,"Danny ate the last cupcake"
"760","danny","pretend",2,"high_prior","Danny loves cake","block1",0.8,0.66,"Danny ate the last cupcake"
"761","danny","pretend",9,"low_prior","Danny is a diabetic","block2",0.11,0.19,"Danny ate the last cupcake"
"762","danny","pretend",21,"high_prior","Danny loves cake","block2",0.61,0.35,"Danny ate the last cupcake"
"763","danny","pretend",41,"high_prior","Danny loves cake","block2",0.73,0.78,"Danny ate the last cupcake"
"764","danny","pretend",79,"low_prior","Danny is a diabetic","block2",0.24,0.1,"Danny ate the last cupcake"
"765","danny","pretend",161,"low_prior","Danny is a diabetic","block2",0.54,0.75,"Danny ate the last cupcake"
"766","danny","pretend",175,"high_prior","Danny loves cake","block1",0.86,0.15,"Danny ate the last cupcake"
"767","danny","pretend",185,"high_prior","Danny loves cake","block2",0.81,0.73,"Danny ate the last cupcake"
"768","danny","pretend",192,"high_prior","Danny loves cake","block2",0.5,0.22,"Danny ate the last cupcake"
"769","danny","pretend",194,"low_prior","Danny is a diabetic","block2",0.13,0.23,"Danny ate the last cupcake"
"770","danny","pretend",195,"low_prior","Danny is a diabetic","block2",0.12,0,"Danny ate the last cupcake"
"771","danny","pretend",202,"high_prior","Danny loves cake","block2",0.8,0.02,"Danny ate the last cupcake"
"772","danny","pretend",220,"low_prior","Danny is a diabetic","block1",0.17,0.76,"Danny ate the last cupcake"
"773","danny","pretend",281,"low_prior","Danny is a diabetic","block2",0.64,0.16,"Danny ate the last cupcake"
"774","danny","pretend",284,"low_prior","Danny is a diabetic","block2",0.05,0.1,"Danny ate the last cupcake"
"775","danny","prove",46,"high_prior","Danny loves cake","block1",0.97,0.92,"Danny ate the last cupcake"
"776","danny","prove",59,"low_prior","Danny is a diabetic","block2",0.14,0.47,"Danny ate the last cupcake"
"777","danny","prove",76,"high_prior","Danny loves cake","block1",0.85,0.13,"Danny ate the last cupcake"
"778","danny","prove",113,"low_prior","Danny is a diabetic","block1",0.42,0.49,"Danny ate the last cupcake"
"779","danny","prove",122,"high_prior","Danny loves cake","block1",0.89,0.5,"Danny ate the last cupcake"
"780","danny","prove",125,"high_prior","Danny loves cake","block1",0.59,0.16,"Danny ate the last cupcake"
"781","danny","prove",130,"low_prior","Danny is a diabetic","block2",0.2,0.65,"Danny ate the last cupcake"
"782","danny","prove",136,"low_prior","Danny is a diabetic","block2",0.16,0.18,"Danny ate the last cupcake"
"783","danny","prove",137,"high_prior","Danny loves cake","block2",0.47,0.11,"Danny ate the last cupcake"
"784","danny","prove",138,"low_prior","Danny is a diabetic","block1",0.5,0.03,"Danny ate the last cupcake"
"785","danny","prove",189,"high_prior","Danny loves cake","block2",0.83,0.89,"Danny ate the last cupcake"
"786","danny","prove",211,"low_prior","Danny is a diabetic","block1",0.33,0.31,"Danny ate the last cupcake"
"787","danny","prove",246,"low_prior","Danny is a diabetic","block2",0.4,0.1,"Danny ate the last cupcake"
"788","danny","prove",257,"low_prior","Danny is a diabetic","block1",0.22,0.16,"Danny ate the last cupcake"
"789","danny","prove",270,"low_prior","Danny is a diabetic","block2",0.66,0.43,"Danny ate the last cupcake"
"790","danny","prove",275,"high_prior","Danny loves cake","block2",0.71,0.64,"Danny ate the last cupcake"
"791","danny","prove",283,"high_prior","Danny loves cake","block1",0.85,0.72,"Danny ate the last cupcake"
"792","danny","reveal",1,"high_prior","Danny loves cake","block1",0.88,0.65,"Danny ate the last cupcake"
"793","danny","reveal",65,"low_prior","Danny is a diabetic","block2",0.39,0.12,"Danny ate the last cupcake"
"794","danny","reveal",98,"high_prior","Danny loves cake","block2",0.58,0.96,"Danny ate the last cupcake"
"795","danny","reveal",150,"high_prior","Danny loves cake","block2",0.84,0.74,"Danny ate the last cupcake"
"796","danny","reveal",154,"high_prior","Danny loves cake","block2",0.68,0.87,"Danny ate the last cupcake"
"797","danny","reveal",183,"low_prior","Danny is a diabetic","block1",0.12,0.96,"Danny ate the last cupcake"
"798","danny","reveal",210,"low_prior","Danny is a diabetic","block2",0.28,0,"Danny ate the last cupcake"
"799","danny","reveal",240,"low_prior","Danny is a diabetic","block2",0.28,0.66,"Danny ate the last cupcake"
"800","danny","reveal",244,"low_prior","Danny is a diabetic","block2",0.29,0.5,"Danny ate the last cupcake"
"801","danny","reveal",266,"low_prior","Danny is a diabetic","block2",0.03,0.4,"Danny ate the last cupcake"
"802","danny","reveal",288,"high_prior","Danny loves cake","block1",0.5,0,"Danny ate the last cupcake"
"803","danny","reveal",292,"low_prior","Danny is a diabetic","block1",0.2,0.25,"Danny ate the last cupcake"
"804","danny","reveal",293,"low_prior","Danny is a diabetic","block1",0.02,1,"Danny ate the last cupcake"
"805","danny","say",36,"low_prior","Danny is a diabetic","block2",0.14,0.65,"Danny ate the last cupcake"
"806","danny","say",68,"high_prior","Danny loves cake","block2",0.75,0.01,"Danny ate the last cupcake"
"807","danny","say",87,"low_prior","Danny is a diabetic","block2",0.03,0.78,"Danny ate the last cupcake"
"808","danny","say",92,"low_prior","Danny is a diabetic","block1",0.37,0,"Danny ate the last cupcake"
"809","danny","say",107,"high_prior","Danny loves cake","block2",0.82,0.18,"Danny ate the last cupcake"
"810","danny","say",119,"low_prior","Danny is a diabetic","block1",0.05,0.11,"Danny ate the last cupcake"
"811","danny","say",145,"high_prior","Danny loves cake","block1",0.81,0.14,"Danny ate the last cupcake"
"812","danny","say",165,"high_prior","Danny loves cake","block1",0.71,0,"Danny ate the last cupcake"
"813","danny","say",200,"high_prior","Danny loves cake","block1",0.71,0.05,"Danny ate the last cupcake"
"814","danny","say",209,"high_prior","Danny loves cake","block1",0.58,0.02,"Danny ate the last cupcake"
"815","danny","say",224,"low_prior","Danny is a diabetic","block2",0.37,0.13,"Danny ate the last cupcake"
"816","danny","say",235,"high_prior","Danny loves cake","block1",0.53,0.01,"Danny ate the last cupcake"
"817","danny","say",285,"high_prior","Danny loves cake","block1",0.58,0.64,"Danny ate the last cupcake"
"818","danny","say",286,"low_prior","Danny is a diabetic","block2",0.29,0,"Danny ate the last cupcake"
"819","danny","see",3,"high_prior","Danny loves cake","block1",0.49,0.53,"Danny ate the last cupcake"
"820","danny","see",26,"high_prior","Danny loves cake","block2",0.69,1,"Danny ate the last cupcake"
"821","danny","see",81,"low_prior","Danny is a diabetic","block2",0.58,0.62,"Danny ate the last cupcake"
"822","danny","see",91,"high_prior","Danny loves cake","block1",0.91,0.94,"Danny ate the last cupcake"
"823","danny","see",93,"low_prior","Danny is a diabetic","block2",0.04,0.9,"Danny ate the last cupcake"
"824","danny","see",115,"high_prior","Danny loves cake","block2",0.27,0.89,"Danny ate the last cupcake"
"825","danny","see",124,"high_prior","Danny loves cake","block2",0.48,0.49,"Danny ate the last cupcake"
"826","danny","see",128,"high_prior","Danny loves cake","block2",0.64,0.06,"Danny ate the last cupcake"
"827","danny","see",139,"low_prior","Danny is a diabetic","block2",0.5,0.74,"Danny ate the last cupcake"
"828","danny","see",256,"low_prior","Danny is a diabetic","block1",0.29,0.99,"Danny ate the last cupcake"
"829","danny","see",263,"low_prior","Danny is a diabetic","block2",0.19,0.37,"Danny ate the last cupcake"
"830","danny","see",274,"high_prior","Danny loves cake","block1",0.85,0.99,"Danny ate the last cupcake"
"831","danny","see",279,"high_prior","Danny loves cake","block1",0.69,0,"Danny ate the last cupcake"
"832","danny","suggest",11,"low_prior","Danny is a diabetic","block1",0.14,0.04,"Danny ate the last cupcake"
"833","danny","suggest",34,"high_prior","Danny loves cake","block2",0.89,0.62,"Danny ate the last cupcake"
"834","danny","suggest",70,"high_prior","Danny loves cake","block1",0.92,0.83,"Danny ate the last cupcake"
"835","danny","suggest",90,"high_prior","Danny loves cake","block2",0.48,0,"Danny ate the last cupcake"
"836","danny","suggest",94,"low_prior","Danny is a diabetic","block2",0.06,0.03,"Danny ate the last cupcake"
"837","danny","suggest",118,"low_prior","Danny is a diabetic","block2",0.37,0.21,"Danny ate the last cupcake"
"838","danny","suggest",142,"low_prior","Danny is a diabetic","block1",0.6,0.64,"Danny ate the last cupcake"
"839","danny","suggest",218,"high_prior","Danny loves cake","block2",0.91,0.56,"Danny ate the last cupcake"
"840","danny","suggest",227,"high_prior","Danny loves cake","block2",0.52,0,"Danny ate the last cupcake"
"841","danny","suggest",245,"high_prior","Danny loves cake","block1",0.52,0,"Danny ate the last cupcake"
"842","danny","suggest",250,"high_prior","Danny loves cake","block2",0.49,0.49,"Danny ate the last cupcake"
"843","danny","suggest",264,"high_prior","Danny loves cake","block1",0.76,0.03,"Danny ate the last cupcake"
"844","danny","suggest",273,"low_prior","Danny is a diabetic","block1",0.05,0.03,"Danny ate the last cupcake"
"845","danny","think",25,"low_prior","Danny is a diabetic","block1",0.21,0.52,"Danny ate the last cupcake"
"846","danny","think",53,"high_prior","Danny loves cake","block1",0.52,0,"Danny ate the last cupcake"
"847","danny","think",97,"low_prior","Danny is a diabetic","block2",0.99,0,"Danny ate the last cupcake"
"848","danny","think",99,"low_prior","Danny is a diabetic","block2",0.26,0.1,"Danny ate the last cupcake"
"849","danny","think",111,"low_prior","Danny is a diabetic","block2",0.46,0.14,"Danny ate the last cupcake"
"850","danny","think",135,"high_prior","Danny loves cake","block2",0.66,0.53,"Danny ate the last cupcake"
"851","danny","think",155,"high_prior","Danny loves cake","block1",0.84,0.61,"Danny ate the last cupcake"
"852","danny","think",171,"high_prior","Danny loves cake","block1",0.42,0.06,"Danny ate the last cupcake"
"853","danny","think",181,"high_prior","Danny loves cake","block2",0.68,0.08,"Danny ate the last cupcake"
"854","danny","think",216,"low_prior","Danny is a diabetic","block1",0.94,0.89,"Danny ate the last cupcake"
"855","danny","think",234,"low_prior","Danny is a diabetic","block2",0.21,0.2,"Danny ate the last cupcake"
"856","danny","think",254,"high_prior","Danny loves cake","block1",0.62,0.33,"Danny ate the last cupcake"
"857","danny","think",255,"high_prior","Danny loves cake","block2",0.46,0,"Danny ate the last cupcake"
"858","danny","think",280,"low_prior","Danny is a diabetic","block2",0.28,0,"Danny ate the last cupcake"
"859","emily","acknowledge",13,"high_prior","Emily has been saving for a year","block1",0.68,0.4,"Emily bought a car yesterday"
"860","emily","acknowledge",27,"high_prior","Emily has been saving for a year","block2",0.53,0.38,"Emily bought a car yesterday"
"861","emily","acknowledge",47,"high_prior","Emily has been saving for a year","block2",0.08,0.1,"Emily bought a car yesterday"
"862","emily","acknowledge",51,"high_prior","Emily has been saving for a year","block1",0.68,0.08,"Emily bought a car yesterday"
"863","emily","acknowledge",53,"low_prior","Emily never has any money","block1",0.2,0.96,"Emily bought a car yesterday"
"864","emily","acknowledge",62,"low_prior","Emily never has any money","block1",0.08,0,"Emily bought a car yesterday"
"865","emily","acknowledge",94,"high_prior","Emily has been saving for a year","block2",0.77,0.85,"Emily bought a car yesterday"
"866","emily","acknowledge",123,"low_prior","Emily never has any money","block1",0.09,0.05,"Emily bought a car yesterday"
"867","emily","acknowledge",126,"low_prior","Emily never has any money","block2",0.04,0.96,"Emily bought a car yesterday"
"868","emily","acknowledge",133,"low_prior","Emily never has any money","block1",0.12,0.64,"Emily bought a car yesterday"
"869","emily","acknowledge",140,"low_prior","Emily never has any money","block2",0.15,0.9,"Emily bought a car yesterday"
"870","emily","acknowledge",172,"low_prior","Emily never has any money","block1",0.14,0.58,"Emily bought a car yesterday"
"871","emily","acknowledge",200,"low_prior","Emily never has any money","block1",0.21,0.79,"Emily bought a car yesterday"
"872","emily","acknowledge",204,"high_prior","Emily has been saving for a year","block1",0.81,0.99,"Emily bought a car yesterday"
"873","emily","acknowledge",206,"low_prior","Emily never has any money","block2",0.1,0.24,"Emily bought a car yesterday"
"874","emily","acknowledge",216,"high_prior","Emily has been saving for a year","block1",0.67,0.94,"Emily bought a car yesterday"
"875","emily","acknowledge",230,"low_prior","Emily never has any money","block1",0.29,0.15,"Emily bought a car yesterday"
"876","emily","acknowledge",243,"low_prior","Emily never has any money","block1",0.09,0.74,"Emily bought a car yesterday"
"877","emily","acknowledge",256,"low_prior","Emily never has any money","block1",0.15,0.99,"Emily bought a car yesterday"
"878","emily","acknowledge",271,"high_prior","Emily has been saving for a year","block2",0.56,1,"Emily bought a car yesterday"
"879","emily","acknowledge",279,"high_prior","Emily has been saving for a year","block1",0.71,0.74,"Emily bought a car yesterday"
"880","emily","acknowledge",280,"low_prior","Emily never has any money","block2",0.05,0.5,"Emily bought a car yesterday"
"881","emily","acknowledge",287,"low_prior","Emily never has any money","block2",0,0.66,"Emily bought a car yesterday"
"882","emily","admit",28,"low_prior","Emily never has any money","block1",0.52,0.45,"Emily bought a car yesterday"
"883","emily","admit",35,"low_prior","Emily never has any money","block2",0.12,1,"Emily bought a car yesterday"
"884","emily","admit",42,"low_prior","Emily never has any money","block2",0.19,0.68,"Emily bought a car yesterday"
"885","emily","admit",115,"low_prior","Emily never has any money","block2",0.33,0.84,"Emily bought a car yesterday"
"886","emily","admit",154,"low_prior","Emily never has any money","block2",0.09,0.91,"Emily bought a car yesterday"
"887","emily","admit",165,"low_prior","Emily never has any money","block1",0.08,0,"Emily bought a car yesterday"
"888","emily","admit",205,"high_prior","Emily has been saving for a year","block2",0.65,0.26,"Emily bought a car yesterday"
"889","emily","admit",213,"high_prior","Emily has been saving for a year","block1",0.94,0.92,"Emily bought a car yesterday"
"890","emily","admit",221,"high_prior","Emily has been saving for a year","block2",0.29,0.49,"Emily bought a car yesterday"
"891","emily","admit",227,"low_prior","Emily never has any money","block2",0,0,"Emily bought a car yesterday"
"892","emily","admit",239,"high_prior","Emily has been saving for a year","block2",0.49,0.68,"Emily bought a car yesterday"
"893","emily","admit",266,"low_prior","Emily never has any money","block2",0,0.75,"Emily bought a car yesterday"
"894","emily","announce",0,"low_prior","Emily never has any money","block1",0.05,0,"Emily bought a car yesterday"
"895","emily","announce",5,"low_prior","Emily never has any money","block1",0.08,0.77,"Emily bought a car yesterday"
"896","emily","announce",9,"low_prior","Emily never has any money","block2",0.25,0.31,"Emily bought a car yesterday"
"897","emily","announce",18,"low_prior","Emily never has any money","block1",0.06,0.13,"Emily bought a car yesterday"
"898","emily","announce",21,"low_prior","Emily never has any money","block2",0.08,0.26,"Emily bought a car yesterday"
"899","emily","announce",23,"high_prior","Emily has been saving for a year","block2",0.74,0.92,"Emily bought a car yesterday"
"900","emily","announce",87,"high_prior","Emily has been saving for a year","block2",0.85,0.68,"Emily bought a car yesterday"
"901","emily","announce",105,"low_prior","Emily never has any money","block2",0.05,0.13,"Emily bought a car yesterday"
"902","emily","announce",116,"high_prior","Emily has been saving for a year","block2",0.65,0.63,"Emily bought a car yesterday"
"903","emily","announce",122,"low_prior","Emily never has any money","block1",0.27,0.04,"Emily bought a car yesterday"
"904","emily","announce",142,"high_prior","Emily has been saving for a year","block1",0.6,0.54,"Emily bought a car yesterday"
"905","emily","announce",191,"high_prior","Emily has been saving for a year","block1",1,1,"Emily bought a car yesterday"
"906","emily","announce",233,"low_prior","Emily never has any money","block2",0.51,0.29,"Emily bought a car yesterday"
"907","emily","announce",246,"low_prior","Emily never has any money","block2",0.01,0.09,"Emily bought a car yesterday"
"908","emily","announce",263,"low_prior","Emily never has any money","block2",0.12,0.06,"Emily bought a car yesterday"
"909","emily","announce",264,"low_prior","Emily never has any money","block1",0.54,0.02,"Emily bought a car yesterday"
"910","emily","announce",277,"high_prior","Emily has been saving for a year","block2",0.24,0.47,"Emily bought a car yesterday"
"911","emily","announce",286,"high_prior","Emily has been saving for a year","block2",0.5,0,"Emily bought a car yesterday"
"912","emily","be_annoyed",128,"low_prior","Emily never has any money","block2",0.44,0.99,"Emily bought a car yesterday"
"913","emily","be_annoyed",153,"high_prior","Emily has been saving for a year","block2",0.25,0.84,"Emily bought a car yesterday"
"914","emily","be_annoyed",180,"low_prior","Emily never has any money","block1",0.36,0.66,"Emily bought a car yesterday"
"915","emily","be_annoyed",269,"low_prior","Emily never has any money","block1",0.19,0.17,"Emily bought a car yesterday"
"916","emily","be_annoyed",285,"high_prior","Emily has been saving for a year","block1",0.58,0.81,"Emily bought a car yesterday"
"917","emily","be_right",12,"low_prior","Emily never has any money","block2",0.01,0.04,"Emily bought a car yesterday"
"918","emily","be_right",29,"low_prior","Emily never has any money","block1",0,0.11,"Emily bought a car yesterday"
"919","emily","be_right",36,"low_prior","Emily never has any money","block2",0.06,0.67,"Emily bought a car yesterday"
"920","emily","be_right",70,"low_prior","Emily never has any money","block1",0.06,0.05,"Emily bought a car yesterday"
"921","emily","be_right",98,"low_prior","Emily never has any money","block2",0.03,0,"Emily bought a car yesterday"
"922","emily","be_right",109,"high_prior","Emily has been saving for a year","block1",0.44,0.34,"Emily bought a car yesterday"
"923","emily","be_right",110,"low_prior","Emily never has any money","block1",0.89,0.06,"Emily bought a car yesterday"
"924","emily","be_right",121,"high_prior","Emily has been saving for a year","block1",0.81,0.63,"Emily bought a car yesterday"
"925","emily","be_right",138,"low_prior","Emily never has any money","block1",0.2,0.03,"Emily bought a car yesterday"
"926","emily","be_right",150,"high_prior","Emily has been saving for a year","block2",0.35,0.18,"Emily bought a car yesterday"
"927","emily","be_right",193,"low_prior","Emily never has any money","block2",0.35,0.31,"Emily bought a car yesterday"
"928","emily","be_right",201,"high_prior","Emily has been saving for a year","block1",0.92,0.83,"Emily bought a car yesterday"
"929","emily","be_right",225,"high_prior","Emily has been saving for a year","block1",0.56,0.55,"Emily bought a car yesterday"
"930","emily","be_right",234,"high_prior","Emily has been saving for a year","block2",0.6,0.11,"Emily bought a car yesterday"
"931","emily","be_right",240,"high_prior","Emily has been saving for a year","block2",0.22,0.71,"Emily bought a car yesterday"
"932","emily","be_right",278,"high_prior","Emily has been saving for a year","block2",0.46,0.57,"Emily bought a car yesterday"
"933","emily","be_right",288,"low_prior","Emily never has any money","block1",0,0,"Emily bought a car yesterday"
"934","emily","be_right",298,"low_prior","Emily never has any money","block2",0.78,0.68,"Emily bought a car yesterday"
"935","emily","confess",45,"high_prior","Emily has been saving for a year","block2",0.26,0.83,"Emily bought a car yesterday"
"936","emily","confess",46,"high_prior","Emily has been saving for a year","block1",0.95,0.86,"Emily bought a car yesterday"
"937","emily","confess",63,"low_prior","Emily never has any money","block2",0,0.61,"Emily bought a car yesterday"
"938","emily","confess",76,"high_prior","Emily has been saving for a year","block1",0.95,0.95,"Emily bought a car yesterday"
"939","emily","confess",84,"low_prior","Emily never has any money","block1",0.17,0.98,"Emily bought a car yesterday"
"940","emily","confess",100,"low_prior","Emily never has any money","block2",0.02,0.11,"Emily bought a car yesterday"
"941","emily","confess",170,"high_prior","Emily has been saving for a year","block1",0.09,0.13,"Emily bought a car yesterday"
"942","emily","confess",202,"low_prior","Emily never has any money","block2",0.16,0.03,"Emily bought a car yesterday"
"943","emily","confess",223,"high_prior","Emily has been saving for a year","block2",0.36,0.68,"Emily bought a car yesterday"
"944","emily","confess",232,"low_prior","Emily never has any money","block2",0,0.21,"Emily bought a car yesterday"
"945","emily","confess",281,"low_prior","Emily never has any money","block2",0,0.21,"Emily bought a car yesterday"
"946","emily","confirm",1,"low_prior","Emily never has any money","block1",0.02,0.2,"Emily bought a car yesterday"
"947","emily","confirm",19,"low_prior","Emily never has any money","block2",0.21,0.14,"Emily bought a car yesterday"
"948","emily","confirm",37,"high_prior","Emily has been saving for a year","block2",0.3,0.48,"Emily bought a car yesterday"
"949","emily","confirm",57,"low_prior","Emily never has any money","block2",0.18,0.19,"Emily bought a car yesterday"
"950","emily","confirm",68,"low_prior","Emily never has any money","block2",0.03,0.01,"Emily bought a car yesterday"
"951","emily","confirm",79,"high_prior","Emily has been saving for a year","block2",0.86,0.13,"Emily bought a car yesterday"
"952","emily","confirm",81,"low_prior","Emily never has any money","block2",0.59,0.4,"Emily bought a car yesterday"
"953","emily","confirm",89,"high_prior","Emily has been saving for a year","block2",0.96,0.91,"Emily bought a car yesterday"
"954","emily","confirm",92,"low_prior","Emily never has any money","block1",0.25,0.67,"Emily bought a car yesterday"
"955","emily","confirm",113,"low_prior","Emily never has any money","block1",0.1,0.49,"Emily bought a car yesterday"
"956","emily","confirm",119,"high_prior","Emily has been saving for a year","block1",0.44,0.3,"Emily bought a car yesterday"
"957","emily","confirm",141,"high_prior","Emily has been saving for a year","block1",0.49,0.12,"Emily bought a car yesterday"
"958","emily","confirm",174,"high_prior","Emily has been saving for a year","block2",0.52,0.5,"Emily bought a car yesterday"
"959","emily","confirm",179,"low_prior","Emily never has any money","block2",0.23,0.21,"Emily bought a car yesterday"
"960","emily","confirm",184,"high_prior","Emily has been saving for a year","block1",0.74,0.01,"Emily bought a car yesterday"
"961","emily","confirm",186,"low_prior","Emily never has any money","block2",0.05,0.14,"Emily bought a car yesterday"
"962","emily","confirm",207,"low_prior","Emily never has any money","block2",0.08,0.72,"Emily bought a car yesterday"
"963","emily","confirm",219,"high_prior","Emily has been saving for a year","block1",0.49,0.45,"Emily bought a car yesterday"
"964","emily","confirm",242,"low_prior","Emily never has any money","block1",0.87,0.7,"Emily bought a car yesterday"
"965","emily","confirm",244,"high_prior","Emily has been saving for a year","block2",0.44,0.43,"Emily bought a car yesterday"
"966","emily","confirm",291,"low_prior","Emily never has any money","block1",0,0,"Emily bought a car yesterday"
"967","emily","confirm",292,"low_prior","Emily never has any money","block1",0.09,0.27,"Emily bought a car yesterday"
"968","emily","confirm",295,"low_prior","Emily never has any money","block2",0.08,0.06,"Emily bought a car yesterday"
"969","emily","demonstrate",125,"low_prior","Emily never has any money","block1",0,0.1,"Emily bought a car yesterday"
"970","emily","demonstrate",146,"high_prior","Emily has been saving for a year","block1",0.7,0.59,"Emily bought a car yesterday"
"971","emily","demonstrate",159,"high_prior","Emily has been saving for a year","block1",0.53,0.31,"Emily bought a car yesterday"
"972","emily","demonstrate",164,"high_prior","Emily has been saving for a year","block2",0.47,0.9,"Emily bought a car yesterday"
"973","emily","demonstrate",192,"high_prior","Emily has been saving for a year","block2",0.49,0.27,"Emily bought a car yesterday"
"974","emily","demonstrate",199,"high_prior","Emily has been saving for a year","block2",0.41,0.02,"Emily bought a car yesterday"
"975","emily","demonstrate",237,"low_prior","Emily never has any money","block2",0.05,0.11,"Emily bought a car yesterday"
"976","emily","demonstrate",245,"high_prior","Emily has been saving for a year","block1",0.49,0.12,"Emily bought a car yesterday"
